SITE,SAMPLE,LATITUDE,LONGITUDE,DEPTH_M,C_CODE,LITHOLOGY,GRAVEL,SAND,SILT,CLAY,MUD,MEAN_PHI,STD DEV,BAY,
957,PB-87-11,44.04691667,-68.74208056,34,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,PENOBSCOT BAY,
958,PB-87-12,44.02542222,-68.77570278,30,gmS,GRAVELLY MUDDY SAND,15,58,,,27,4,5,PENOBSCOT BAY,
959,PB-87-16,44.00772778,-68.75063333,37,M,MUD,,,,,,,,PENOBSCOT BAY,
960,PB-87-16,43.99778611,-68.73749722,73,M,MUD,,,,,,,,PENOBSCOT BAY,
961,PB-87-17,44.01850556,-68.70255833,64,mG,MUDDY GRAVEL,,,,,,,,PENOBSCOT BAY,
962,PB-87-18,44.02793611,-68.71684167,64,gM,GRAVELLY MUD,,,,,,,,PENOBSCOT BAY,
963,PB-87-19,44.04952222,-68.68102778,46,sgM,SANDY GRAVELLY MUD,,,,,,,,PENOBSCOT BAY,
964,PB-87-20,44.06881667,-68.70727222,38,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,PENOBSCOT BAY,
965,PB-87-21,44.090175,-68.6728,17,msG,MUDDY SANDY GRAVEL,,,,,,,,PENOBSCOT BAY,
966,PB-87-22,44.04549444,-68.98649444,50,mG,MUDDY GRAVEL,,,,,,,,PENOBSCOT BAY,
967,PB-87-57,44.08575833,-68.97871944,37,mG,MUDDY GRAVEL,,,,,,,,PENOBSCOT BAY,
968,PB-87-58,44.12361667,-69.02745,55,sM,SANDY MUD,0,24,22,54,76,7.4,3.9,PENOBSCOT BAY,
969,PB-87-59,44.14401944,-68.99401944,69,mG,MUDDY GRAVEL,,,,,,,,PENOBSCOT BAY,
970,PB-87-60,44.16596944,-68.96230833,34,M,MUD,,,,,,,,PENOBSCOT BAY,
971,PB-87-61,44.187075,-68.93068611,56,M,MUD,,,,,,,,PENOBSCOT BAY,
972,PB-87-62,44.20944167,-68.89816667,47,M,MUD,,,,,,,,PENOBSCOT BAY,
973,PB-87-63,44.24841389,-68.88825278,30,M,MUD,,,,,,,,PENOBSCOT BAY,
974,PB-87-64,44.25330278,-68.83128611,24,M,MUD,,,,,,,,PENOBSCOT BAY,
975,PB-87-65,44.25998611,-68.90206944,33,gM,GRAVELLY MUD,,,,,,,,PENOBSCOT BAY,
976,PB-87-66,44.28096389,-68.87175278,64,mS,MUDDY SAND,,,,,,,,PENOBSCOT BAY,
977,PB-87-67,44.27464444,-68.80093333,21,M,MUD,,,,,,,,PENOBSCOT BAY,
978,PB-87-68,44.25586667,-68.77500833,21,M,MUD,,,,,,,,PENOBSCOT BAY,
979,PB-87-69,44.29617222,-68.76805833,30,M,MUD,,,,,,,,PENOBSCOT BAY,
980,PB-87-70,44.31825556,-68.73587222,24,M,MUD,,,,,,,,PENOBSCOT BAY,
981,PB-87-71,44.30501111,-68.71239167,24,mG,MUDDY GRAVEL,,,,,,,,PENOBSCOT BAY,
982,PB-87-72,44.28837222,-68.67831944,26,mG,MUDDY GRAVEL,,,,,,,,PENOBSCOT BAY,
983,PB-87-73,44.2842,-68.665125,23,msG,MUDDY SANDY GRAVEL,74,16,6,5,11,-1.3,3.1,PENOBSCOT BAY,
984,PB-87-74,44.26298611,-68.62232778,19,M,MUD,,,,,,,,PENOBSCOT BAY,
985,PB-87-75,44.30325833,-68.83937778,37,M,MUD,,,,,,,,PENOBSCOT BAY,
986,PB-87-76,44.33116389,-68.87677222,22,M,MUD,,,,,,,,PENOBSCOT BAY,
987,PB-87-77,44.35366667,-68.84637778,43,M,MUD,,,,,,,,PENOBSCOT BAY,
988,PB-87-78,44.40151944,-68.8508,20,M,MUD,,,,,,,,PENOBSCOT BAY,
989,PB-87-79,44.42521111,-68.82149444,23,gM,GRAVELLY MUD,,,,,,,,PENOBSCOT BAY,
990,PB-87-80,44.45634722,-68.80338333,19,msG,MUDDY SANDY GRAVEL,40,40,3,17,20,2,5.3,PENOBSCOT BAY,
991,PB-87-81,44.432975,-68.86278611,14,M,MUD,,,,,,,,PENOBSCOT BAY,
992,PB-87-82,44.40111111,-68.90903333,27,M,MUD,0,4,42,50,96,11.2,1.8,,
993,PB-87-83,44.40819722,-68.94958889,21,M,MUD,0,0,25,75,100,,,PENOBSCOT BAY,
994,PB-87-84,44.39128333,-68.92396111,27,M,MUD,,,,,,,,PENOBSCOT BAY,
995,PB-87-85,44.318,-68.94998333,50,M,MUD,,,,,,,,PENOBSCOT BAY,
996,PB-87-86,44.28,-68.963,40,mS,MUDDY SAND,0,44,3,53,23,7.9,5.2,PENOBSCOT BAY,
997,PB-87-87,44.24407778,-69.00318333,47,M,MUD,,,,,,,,PENOBSCOT BAY,
998,PB-87-88,44.21624444,-68.96790278,35,M,MUD,,,,,,,,PENOBSCOT BAY,
999,PB-87-89,44.19449167,-68.99778611,32,M,MUD,,,,,,,,PENOBSCOT BAY,
1000,PB-87-90,44.17271944,-69.02968056,49,M,MUD,,,,,,,,PENOBSCOT BAY,
1001,PB-87-91,44.15071667,-69.06091111,58,M,MUD,,,,,,,,PENOBSCOT BAY,
1002,PB-87-92,44.064025,-69.00985278,88,smG,SANDY MUDDY GRAVEL,42,26,7,25,33,2.9,5.7,PENOBSCOT BAY,
1003,PB-87-93,44.04230833,-69.04181667,5,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,PENOBSCOT BAY,
1004,PB-87-94,44.02285833,-69.074125,21,msG,MUDDY SANDY GRAVEL,65,23,2,9,11,-0.8,3.7,PENOBSCOT BAY,
1005,PB-87-95,43.99891667,-69.105725,21,mG,MUDDY GRAVEL,,,,,,,,PENOBSCOT BAY,
1006,PB-87-96,43.98146944,-69.10431667,23,mG,MUDDY GRAVEL,78,7,3,12,15,-0.9,3.9,PENOBSCOT BAY,
1007,PB-87-97,43.94788333,-69.13066111,38,sM,SANDY MUD,0,29,33,39,72,7.9,3.9,PENOBSCOT BAY,
1008,PB-87-98,43.92623611,-69.16276667,31,msG,MUDDY SANDY GRAVEL,54,34,6,7,13,2.9,6.7,PENOBSCOT BAY,
1009,PB-87-99,43.90412778,-69.19456944,46,M,MUD,,,,,,,,PENOBSCOT BAY,
1010,PB-87-100,43.77296111,-69.38330833,61,M,MUD,,,,,,,,PENOBSCOT BAY,
1011,PB-87-101,43.833425,-69.22658611,41,msG,MUDDY SANDY GRAVEL,49,42,1,8,9,-0.2,3.6,PENOBSCOT BAY,
1012,PB-87-102,43.80610278,-69.19476667,47,sG,SANDY GRAVEL,61,39,,,1,-1.1,2.1,PENOBSCOT BAY,
1013,PB-87-103,43.77906667,-69.16188056,72,smG,SANDY MUDDY GRAVEL,37,31,8,24,32,2.6,5.7,PENOBSCOT BAY,
1014,PB-87-104,43.76085,-69.14011667,105,M,MUD,,,,,,,,PENOBSCOT BAY,
1015,PB-87-105,43.73385,-69.10750278,98,M,MUD,,,,,,,,,
1016,PB-87-106,43.75416944,-69.07264167,88,M,MUD,,,,,,,,,
1017,PB-87-107,43.78200278,-69.10545833,87,M,MUD,,,,,,,,PENOBSCOT BAY,
1018,PB-87-108,43.80029444,-69.1275,82,M,MUD,,,,,,,,,
1019,PB-87-109,43.82756111,-69.16105,20,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,PENOBSCOT BAY,
1020,PB-87-110,43.85453611,-69.19346389,21,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,PENOBSCOT BAY,
1021,PB-87-111,43.87645556,-69.162925,16,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,PENOBSCOT BAY,
1022,PB-87-112,43.84909722,-69.12807778,46,msG,MUDDY SANDY GRAVEL,67,22,2,10,12,-0.9,3.5,PENOBSCOT BAY,
1023,PB-87-113,43.82207778,-69.09660556,70,msG,MUDDY SANDY GRAVEL,74,16,5,6,11,-1.3,3.1,PENOBSCOT BAY,
1024,PB-87-114,43.80433333,-69.07374167,79,M,MUD,,,,,,,,PENOBSCOT BAY,
1025,PB-87-115,43.74033056,-68.99224722,78,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,,
1026,PB-87-116,43.74201667,-68.93590833,56,msG,MUDDY SANDY GRAVEL,,,,,,,,,
1027,PB-87-117,43.77018889,-68.97081667,73,mS,MUDDY SAND,,,,,,,,,
1028,PB-87-118,43.79809167,-69.00555278,53,G,GRAVEL,,,,,,,,PENOBSCOT BAY,
1029,PB-87-119,43.82545556,-69.03908333,72,sM,SANDY MUD,0,18,39,43,82,8.1,3.7,PENOBSCOT BAY,
1030,PB-87-120,43.843875,-69.06028056,75,M,MUD,,,,,,,,PENOBSCOT BAY,
1031,PB-87-121,43.87047778,-69.09528333,26,sG,SANDY GRAVEL,,,,,,,,PENOBSCOT BAY,
1032,PB-87-122,43.93053056,-69.080925,27,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,PENOBSCOT BAY,
1033,PB-87-123,43.90321111,-69.04701111,31,mgS,MUDDY GRAVELLY SAND,16,75,,,9,0.8,2.9,PENOBSCOT BAY,
1034,PB-87-124,43.85705278,-68.987425,32,G,GRAVEL,,,,,,,,PENOBSCOT BAY,
1035,PB-87-125,43.82916944,-68.95308333,8,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,PENOBSCOT BAY,
1036,PB-87-126,43.80181389,-68.9176,37,mG,MUDDY GRAVEL,,,,,,,,PENOBSCOT BAY,
1037,PB-87-127,43.77318056,-68.88268889,79,sM,SANDY MUD,0,40,15,45,60,7.2,4.4,PENOBSCOT BAY,
1038,PB-87-131,43.95210278,-69.04907778,37,msG,MUDDY SANDY GRAVEL,46,34,4,17,20,2,5.3,PENOBSCOT BAY,
1039,PB-87-132,43.97381111,-69.01691111,38,mgS,MUDDY GRAVELLY SAND,27,59,2,12,14,0.6,3.7,PENOBSCOT BAY,
1040,PB-87-133,43.997225,-68.98450833,76,mG,MUDDY GRAVEL,,,,,,,,PENOBSCOT BAY,
1041,PB-87-134,43.968775,-68.94796667,38,mgS,MUDDY GRAVELLY SAND,,,,,,,,PENOBSCOT BAY,
1042,PB-87-135,43.94721944,-68.97969722,46,G,GRAVEL,,,,,,,,PENOBSCOT BAY,
1043,PB-87-136,43.92519722,-69.01313889,21,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,PENOBSCOT BAY,
1044,PB-87-137,43.89747222,-68.97925,58,mS,MUDDY SAND,2,77,8,13,21,5,4.2,PENOBSCOT BAY,
1045,PB-87-138,43.87895,-68.95558889,35,msG,MUDDY SANDY GRAVEL,53,38,2,8,10,-0.6,3.5,PENOBSCOT BAY,
1046,PB-87-139,43.85120556,-68.91980556,21,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,PENOBSCOT BAY,
1047,PB-87-140,43.89939444,-68.92059444,40,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,PENOBSCOT BAY,
1048,PB-87-141,43.91859167,-68.94407222,55,mgS,MUDDY GRAVELLY SAND,29,46,3,23,26,3.2,5.7,PENOBSCOT BAY,
1049,PB-87-142,43.93959722,-68.91178056,56,msG,MUDDY SANDY GRAVEL,64,21,4,11,15,-0.6,3.9,PENOBSCOT BAY,
1050,PB-87-143,43.92201944,-68.88746944,56,mS,MUDDY SAND,,,,,,,,PENOBSCOT BAY,
1051,PB-87-144,43.89367778,-68.85091111,110,mgS,MUDDY GRAVELLY SAND,26,60,4,10,14,0.9,3.6,PENOBSCOT BAY,
1052,PB-87-145,43.86503333,-68.81381667,27,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,PENOBSCOT BAY,
1053,PB-87-146,43.83701389,-68.77750833,61,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,PENOBSCOT BAY,
1054,PB-87-147,43.81613333,-68.81150833,82,M,MUD,,,,,,,,PENOBSCOT BAY,
1055,PB-87-148,43.79531111,-68.84636667,67,msG,MUDDY SANDY GRAVEL,,,,,,,,PENOBSCOT BAY,
1056,PB-87-149,43.76673333,-68.81188056,101,M,MUD,,,,,,,,PENOBSCOT BAY,
1057,PB-87-150,43.78714722,-68.77592778,79,M,MUD,0,0,,,100,,,PENOBSCOT BAY,
1058,PB-87-151,43.80798333,-68.74021667,75,M,MUD,,,,,,,,PENOBSCOT BAY,
1059,PB-87-152,43.83051667,-68.70546667,111,sM,SANDY MUD,,,,,,,,PENOBSCOT BAY,
1060,PB-87-153,43.84996111,-68.66773611,91,gsM,GRAVELLY SANDY MUD,13,33,17,37,54,5.9,5.4,PENOBSCOT BAY,
1061,PB-87-154,43.87065,-68.63181667,85,M,MUD,,,,,,,,PENOBSCOT BAY,
1062,PB-87-156,43.89958056,-68.66925556,93,M,MUD,,,,,,,,PENOBSCOT BAY,
1063,PB-87-157,43.87948056,-68.70524167,101,M,MUD,,,,,,,,PENOBSCOT BAY,
1064,PB-87-158,43.85857778,-68.74061389,78,gM,GRAVELLY MUD,,,,,,,,PENOBSCOT BAY,
1065,PB-87-159,43.88968611,-68.78324167,87,M,MUD,,,,,,,,PENOBSCOT BAY,
1066,PB-87-160,43.91456667,-68.81535556,73,gM,GRAVELLY MUD,,,,,,,,PENOBSCOT BAY,
1067,PB-87-161,43.93536667,-68.78143611,76,sM,SANDY MUD,0,36,20,44,64,7.2,4.4,PENOBSCOT BAY,
1068,PB-87-162,43.964375,-68.8183,38,sG,SANDY GRAVEL,,,,,,,,PENOBSCOT BAY,
1069,PB-87-163,43.94342222,-68.85292222,46,gM,GRAVELLY MUD,,,,,,,,PENOBSCOT BAY,
1070,PB-87-164,43.96149167,-68.87685556,58,sM,SANDY MUD,,,,,,,,PENOBSCOT BAY,
1071,PB-87-165,43.98235833,-68.84388333,32,G,GRAVEL,,,,,,,,PENOBSCOT BAY,
1072,PB-87-166,44.01111111,-68.87955833,58,mG,MUDDY GRAVEL,,,,,,,,,
1073,PB-87-167,43.99013611,-68.91357778,29,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,PENOBSCOT BAY,
1074,PB-87-168,44.01771667,-68.94975,20,G,GRAVEL,,,,,,,,PENOBSCOT BAY,
1075,PB-87-169,44.03935833,-68.91740833,29,mG,MUDDY GRAVEL,0,47,28,26,54,5.3,3.3,PENOBSCOT BAY,
1076,PB-87-170,44.06682778,-68.95300833,27,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,PENOBSCOT BAY,
1077,PB-87-171,44.10171667,-69.05731944,26,gS,GRAVELLY SAND,,,,,,,,PENOBSCOT BAY,
1078,MD89-01,44.34810833,-68.30019167,12,mG,MUDDY GRAVEL,15,27,22,36,58,5.7,5.2, MT DESERT ISLAND REGION,
1079,MD89-02,44.33679167,-68.29973889,19,M,MUD,0,0,50,50,100,9.1,2.6, MT DESERT ISLAND REGION,
1080,MD89-03,44.32580278,-68.31194444,21,mG,MUDDY GRAVEL,16,12,27,45,72,6.1,5.7,,
1081,MD89-04,44.30814722,-68.30908889,16,sG,SANDY GRAVEL,79,16,1,4,5,-1.8,2, MT DESERT ISLAND REGION,
1082,MD89-05,44.29715833,-68.26118333,35,sG,SANDY GRAVEL,63,33,1,3,4,-1.3,1.9, MT DESERT ISLAND REGION,
1083,MD89-06,44.30225556,-68.30837222,17,sG,SANDY GRAVEL,54,36,2,8,10,-1.5,2.2, MT DESERT ISLAND REGION,
1084,MD89-07,44.29723056,-68.30933611,15,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,, MT DESERT ISLAND REGION,
1085,MD89-08,44.29315278,-68.30933056,16,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,, MT DESERT ISLAND REGION,
1086,MD89-09,44.28856111,-68.309575,19,sG,SANDY GRAVEL,41,46,5,8,13,-0.1,3.3, MT DESERT ISLAND REGION,
1087,MD89-10,44.28521389,-68.30896389,18,sG,SANDY GRAVEL,47,51,1,1,2,0.3,2.6, MT DESERT ISLAND REGION,
1088,MD89-11,44.28083611,-68.30885278,9,mG,MUDDY GRAVEL,11,35,20,34,54,5.6,5, MT DESERT ISLAND REGION,
1089,MD89-12,44.27839722,-68.30859167,7,gS,GRAVELLY SAND,24,59,7,10,17,1.7,4, MT DESERT ISLAND REGION,
1090,MD89-13,44.2737,-68.30903333,16,gS,GRAVELLY SAND,8,58,14,20,34,4.4,4.1, MT DESERT ISLAND REGION,
1091,MD89-14,44.27022778,-68.29853611,17,M,MUD,0,46,20,34,54,6.7,3.8, MT DESERT ISLAND REGION,
1092,MD89-15,44.27309167,-68.28728611,21,gS,GRAVELLY SAND,7,66,10,17,27,4.6,3.8, MT DESERT ISLAND REGION,
1093,MD89-16,44.27474167,-68.27936944,23,mS,MUDDY SAND,1,78,8,14,22,4,2.8, MT DESERT ISLAND REGION,
1094,MD89-17,44.27521111,-68.27346389,13,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,, MT DESERT ISLAND REGION,
1095,MD89-18,44.275625,-68.26956111,19,mS,MUDDY SAND,2,81,3,14,17,3.9,3, MT DESERT ISLAND REGION,
1096,MD89-19,44.27758889,-68.26419722,21,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,, MT DESERT ISLAND REGION,
1097,MD89-20,44.27945278,-68.25201111,23,gS,GRAVELLY SAND,18,74,1,7,8,1.2,3, MT DESERT ISLAND REGION,
1098,MD89-21,44.28113333,-68.24126389,20,sG,SANDY GRAVEL,29,57,3,11,14,0.7,3.5, MT DESERT ISLAND REGION,
1099,MD89-22,44.28374444,-68.23158056,23,gS,GRAVELLY SAND,33,66,1,1,2,-0.6,1.6, MT DESERT ISLAND REGION,
1100,MD89-23,44.28636944,-68.22684444,21,sG,SANDY GRAVEL,55,38,2,5,7,-1.3,2.7, MT DESERT ISLAND REGION,
1101,MD89-24,44.28460278,-68.22409167,23,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,, MT DESERT ISLAND REGION,
1102,MD89-25,44.28272778,-68.22152222,33,gS,GRAVELLY SAND,11,73,3,13,16,2.8,2.6, MT DESERT ISLAND REGION,
1103,MD89-25A,44.28065556,-68.21864444,,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,, MT DESERT ISLAND REGION,
1104,MD89-26,44.27858333,-68.21576389,34,gS,GRAVELLY SAND,7,75,5,13,18,3.7,3, MT DESERT ISLAND REGION,
1105,MD89-27,44.27438889,-68.20992222,38,gS,GRAVELLY SAND,25,65,2,8,10,1.3,3.5, MT DESERT ISLAND REGION,
1106,MD89-28,44.26978611,-68.20095556,36,gS,GRAVELLY SAND,20,58,7,15,22,2.5,4.6, MT DESERT ISLAND REGION,
1107,MD89-29,44.26517222,-68.19373611,40,mS,MUDDY SAND,1,79,6,14,20,4,2.6, MT DESERT ISLAND REGION,
1108,MD89-30,44.26816944,-68.18845833,39,mG,MUDDY GRAVEL,39,30,10,21,31,2.3,5.4, MT DESERT ISLAND REGION,
1109,MD89-31,44.27339444,-68.19593611,44,sM,SANDY MUD,2,12,30,56,86,9.9,3.6, MT DESERT ISLAND REGION,
1110,MD89-32,44.27805,-68.20286944,40,mS,MUDDY SAND,5,63,10,22,32,5.5,3.4, MT DESERT ISLAND REGION,
1111,MD89-33,44.28218056,-68.20933333,38,mS,MUDDY SAND,2,69,9,20,29,5.3,3.2, MT DESERT ISLAND REGION,
1112,MD89-34,44.28416389,-68.21172778,35,mS,MUDDY SAND,0,77,6,17,23,4.7,2.9, MT DESERT ISLAND REGION,
1113,MD89-35,44.296875,-68.19684722,32,mS,MUDDY SAND,4,74,6,16,22,4.5,3, MT DESERT ISLAND REGION,
1114,MD89-36,44.28773056,-68.21800833,28,gS,GRAVELLY SAND,20,65,5,10,15,0.6,3, MT DESERT ISLAND REGION,
1115,MD89-37,44.28991667,-68.22141944,19,gS,GRAVELLY SAND,12,86,1,1,2,1.8,1.2, MT DESERT ISLAND REGION,
1116,MD89-38,44.29038056,-68.22320278,11,gS,GRAVELLY SAND,10,88,1,1,2,1.4,1.1, MT DESERT ISLAND REGION,
1117,MD89-39,44.29499167,-68.21908611,11,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,, MT DESERT ISLAND REGION,
1118,MD89-40,44.29302778,-68.21601667,21,mS,MUDDY SAND,3,84,4,9,13,1.3,1.5, MT DESERT ISLAND REGION,
1119,MD89-41,44.29094722,-68.21241111,30,gS,GRAVELLY SAND,11,71,3,15,18,3.3,3.8, MT DESERT ISLAND REGION,
1120,MD89-42,44.28918056,-68.20964444,35,gS,GRAVELLY SAND,8,68,5,19,24,4.4,4.5, MT DESERT ISLAND REGION,
1121,MD89-43A,44.28655833,-68.20625,36,gS,GRAVELLY SAND,26,53,5,16,21,2.9,4.9, MT DESERT ISLAND REGION,
1122,MD89-43B,44.28716667,-68.20649167,37,gS,GRAVELLY SAND,23,61,5,11,16,2.5,4.3, MT DESERT ISLAND REGION,
1123,MD89-44,44.28487778,-68.203975,41,mS,MUDDY SAND,1,62,8,29,37,6.1,3.9, MT DESERT ISLAND REGION,
1124,MD89-45,44.28415556,-68.19146111,48,mS,MUDDY SAND,1,51,18,30,48,6.1,3.9, MT DESERT ISLAND REGION,
1125,MD89-46A,44.28855278,-68.19836389,41,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,, MT DESERT ISLAND REGION,
1126,MD89-46B,44.28809444,-68.19835556,42,mS,MUDDY SAND,1,56,13,31,44,6,3.8, MT DESERT ISLAND REGION,
1127,MD89-47A,44.29041389,-68.20163611,21,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,, MT DESERT ISLAND REGION,
1128,MD89-47B,44.29041389,-68.20163611,23,gS,GRAVELLY SAND,29,44,8,19,27,3.2,5.3, MT DESERT ISLAND REGION,
1129,MD89-48,44.29229167,-68.204225,27,sG,SANDY GRAVEL,67,28,1,4,5,-1.2,3.3, MT DESERT ISLAND REGION,
1130,MD89-49,44.29425556,-68.20730556,22,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,, MT DESERT ISLAND REGION,
1131,MD89-50,44.29738611,-68.20120556,21,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,, MT DESERT ISLAND REGION,
1132,MD89-51,44.295725,-68.19823889,35,sG,SANDY GRAVEL,55,27,5,13,18,0.8,4.9, MT DESERT ISLAND REGION,
1133,MD89-52,44.29342222,-68.19569167,40,gS,GRAVELLY SAND,17,60,8,15,23,3,4.5, MT DESERT ISLAND REGION,
1134,MD89-53,44.29145556,-68.1926,42,gS,GRAVELLY SAND,16,62,7,15,22,2.6,4.3, MT DESERT ISLAND REGION,
1135,MD89-54,44.29456667,-68.18715833,47,mG,MUDDY GRAVEL,73,11,5,11,16,-0.5,4.2, MT DESERT ISLAND REGION,
1136,MD89-55,44.29694722,-68.19019167,42,sG,SANDY GRAVEL,41,42,1,16,17,2.3,5.1, MT DESERT ISLAND REGION,
1137,MD89-56,44.298825,-68.19279167,34,gS,GRAVELLY SAND,17,66,5,12,17,1.4,3.1, MT DESERT ISLAND REGION,
1138,MD89-57,44.30088333,-68.19638333,29,gS,GRAVELLY SAND,28,71,1,1,2,-0.3,1.5, MT DESERT ISLAND REGION,
1139,MD89-58 ,44.30469167,-68.19561389,19,S,SAND,4,90,2,4,6,1.2,1.1, MT DESERT ISLAND REGION,
1140,MD89-59,44.30905278,-68.19607222,4,S,SAND,1,98,1,1,2,1.5,0.3, MT DESERT ISLAND REGION,
1141,MD89-60,44.31127222,-68.19742778,6,S,SAND,3,92,1,4,5,1.9,0.9, MT DESERT ISLAND REGION,
1142,MD89-61,44.30408611,-68.18753333,19,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,, MT DESERT ISLAND REGION,
1143,MD89-62,44.30231667,-68.18474167,42,sG,SANDY GRAVEL,40,50,2,8,10,0.8,3.8, MT DESERT ISLAND REGION,
1144,MD89-63,44.30019444,-68.18053611,48,sG,SANDY GRAVEL,43,33,8,16,24,2.5,5.1, MT DESERT ISLAND REGION,
1145,MD89-64,44.29494722,-68.17332222,55,mS,MUDDY SAND,1,78,1,1,2,3.9,3.3, MT DESERT ISLAND REGION,
1146,MD89-65,44.27892222,-68.28300833,18,sG,SANDY GRAVEL,47,39,4,10,14,0.2,3.9, MT DESERT ISLAND REGION,
1147,MD89-66,44.28218333,-68.29392222,24,mS,MUDDY SAND,1,64,11,25,36,5.1,3.5, MT DESERT ISLAND REGION,
1148,MD89-67,44.28660556,-68.29965833,0,M,MUD,2,48,14,36,50,6.4,4.1, MT DESERT ISLAND REGION,
1149,MD89-68A,44.27462222,-68.17668056,49,sG,SANDY GRAVEL,30,53,5,12,17,1.2,4.2, MT DESERT ISLAND REGION,
1150,MD89-68B,44.28728333,-68.15423056,32,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,, MT DESERT ISLAND REGION,
1151,MD89-69,44.26806389,-68.12266944,47,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,, MT DESERT ISLAND REGION,
1152,MD89-70,44.24814444,-68.08956389,70,sM,SANDY MUD,1,7,34,59,93,8.9,3.8, MT DESERT ISLAND REGION,
1153,MD89-71,44.22820556,-68.05822778,65,mG,MUDDY GRAVEL,34,25,18,23,41,2.9,5.8, MT DESERT ISLAND REGION,
1154,MD89-72,44.20756111,-68.02567778,83,M,MUD,1,1,39,59,98,,, MT DESERT ISLAND REGION,
1155,MD89-73,44.18801667,-67.99269167,87,M,MUD,0,1,41,58,99,9.8,3.7, MT DESERT ISLAND REGION,
1156,MD89-74,44.16795,-67.95990556,90,M,MUD,1,1,51,48,99,8.6,3, MT DESERT ISLAND REGION,
1157,MD89-75,44.14629167,-67.92667778,96,M,MUD,4,9,29,58,87,9.3,3.3,,
1158,MD89-76,44.16816111,-67.92318889,78,M,MUD,1,7,31,61,92,9.2,3.6, MT DESERT ISLAND REGION,
1159,MD89-77,44.18833611,-67.95642222,79,M,MUD,1,1,35,64,99,9.5,2.4, MT DESERT ISLAND REGION,
1160,MD89-78,44.19965833,-67.97565,76,M,MUD,1,4,30,66,96,10,3.4, MT DESERT ISLAND REGION,
1161,MD89-79,44.20865556,-67.98988889,78,M,MUD,1,3,24,73,97,10.1,3, MT DESERT ISLAND REGION,
1162,MD89-80,44.22848611,-68.02236389,70,msG,MUDDY SANDY GRAVEL,33,34,16,17,33,2.4,5.1, MT DESERT ISLAND REGION,
1163,MD89-81,44.24898889,-68.05521389,46,smG,SANDY MUDDY GRAVEL,40,28,14,18,32,1.9,5.3, MT DESERT ISLAND REGION,
1164,MD89-82,44.2688,-68.08613333,51,mG,MUDDY GRAVEL,38,22,14,26,40,1.8,4.9, MT DESERT ISLAND REGION,
1165,MD89-83,44.28856111,-68.11803889,45,sG,SANDY GRAVEL,43,42,6,9,15,4.2,7.6, MT DESERT ISLAND REGION,
1166,MD89-84,44.30878889,-68.14845,47,gS,GRAVELLY SAND,27,43,14,16,30,2.9,4.9, MT DESERT ISLAND REGION,
1167,MD89-85,44.31825833,-68.16617222,42,mS,MUDDY SAND,0,64,10,26,36,5.8,3.8, MT DESERT ISLAND REGION,
1168,MD89-86,44.32044167,-68.16892222,39,mS,MUDDY SAND,1,77,4,18,22,4.7,3.2, MT DESERT ISLAND REGION,
1169,MD89-87,44.32355,-68.17349444,32,gS,GRAVELLY SAND,28,52,4,16,20,2.4,5, MT DESERT ISLAND REGION,
1170,MD89-88,44.32286667,-68.17599167,22,sG,SANDY GRAVEL,59,27,2,12,14,-0.9,3.8, MT DESERT ISLAND REGION,
1171,MD89-89,44.32272222,-68.17755,20,gS,GRAVELLY SAND,21,76,1,2,3,0.1,1.5, MT DESERT ISLAND REGION,
