sst,ID,bathy,lon,lon
10.158,872064,-27.71308075,-70.08000183,43.63000107
10.148,873164,-42.50849897,-70.06999969,43.63000107
10.139,874264,-54.41282815,-70.05999756,43.63000107
10.136,875364,-50.17174591,-70.05000305,43.63000107
10.139,876464,-32.78088603,-70.04000092,43.63000107
10.146,877564,-44.10072527,-70.02999878,43.63000107
10.063,853365,-1.298012684,-70.25,43.63999939
10.105,856665,-13.3310605,-70.22000122,43.63999939
10.154,861065,-15.90217166,-70.18000031,43.63999939
10.165,862165,-25.76635342,-70.16999817,43.63999939
10.175,863265,-30.7915699,-70.16000366,43.63999939
10.183,864365,-32.60976157,-70.15000153,43.63999939
10.189,865465,-39.68058296,-70.13999939,43.63999939
10.192,866565,-28.48579475,-70.12999725,43.63999939
10.196,867665,-27.0753698,-70.12000275,43.63999939
10.201,868765,-28.54323344,-70.11000061,43.63999939
10.204,869865,-31.48324429,-70.09999847,43.63999939
10.201,870965,-29.0070417,-70.08999634,43.63999939
10.194,872065,-25.18344153,-70.08000183,43.63999939
10.187,873165,-40.47627823,-70.06999969,43.63999939
10.182,874265,-57.38551974,-70.05999756,43.63999939
10.181,875365,-52.05614577,-70.05000305,43.63999939
10.186,876465,-36.68592919,-70.04000092,43.63999939
10.195,877565,-37.07814893,-70.02999878,43.63999939
10.208,878665,-38.2118771,-70.01999664,43.63999939
10.22,879765,-47.81551077,-70.01000214,43.63999939
10.23,880865,-49.0505159,-70,43.63999939
10.061,853366,-7.817936825,-70.25,43.65000153
10.101,856666,-14.5302826,-70.22000122,43.65000153
10.114,857766,-9.131320982,-70.20999908,43.65000153
10.128,858866,-8.652323165,-70.19999695,43.65000153
10.141,859966,-10.03634169,-70.19000244,43.65000153
10.155,861066,-18.62009989,-70.18000031,43.65000153
10.17,862166,-24.06915061,-70.16999817,43.65000153
10.186,863266,-30.67128669,-70.16000366,43.65000153
10.2,864366,-29.77323082,-70.15000153,43.65000153
10.211,865466,-37.27041756,-70.13999939,43.65000153
10.218,866566,-24.94622504,-70.12999725,43.65000153
10.223,867666,-14.81119402,-70.12000275,43.65000153
10.226,868766,-23.90572425,-70.11000061,43.65000153
10.229,869866,-28.45902564,-70.09999847,43.65000153
10.231,870966,-33.55857361,-70.08999634,43.65000153
10.232,872066,-25.84564104,-70.08000183,43.65000153
10.234,873166,-34.31328337,-70.06999969,43.65000153
10.236,874266,-52.57602622,-70.05999756,43.65000153
10.238,875366,-51.62280806,-70.05000305,43.65000153
10.243,876466,-22.78682008,-70.04000092,43.65000153
10.252,877566,-40.1305201,-70.02999878,43.65000153
10.267,878666,-28.87164458,-70.01999664,43.65000153
10.285,879766,-44.56102217,-70.01000214,43.65000153
10.304,880866,-53.38467431,-70,43.65000153
10.316,881966,-54.7035611,-69.98999786,43.65000153
10.32,883066,-58.26369138,-69.98000336,43.65000153
10.072,854467,-10.80971757,-70.23999786,43.65999985
10.086,855567,-13.39860796,-70.23000336,43.65999985
10.099,856667,-13.07808599,-70.22000122,43.65999985
10.113,857767,-10.80615044,-70.20999908,43.65999985
10.176,862167,-18.74617518,-70.16999817,43.65999985
10.195,863267,-30.82596846,-70.16000366,43.65999985
10.214,864367,-24.30490343,-70.15000153,43.65999985
10.229,865467,-28.12987533,-70.13999939,43.65999985
10.239,866567,-30.88742411,-70.12999725,43.65999985
10.245,867667,-26.17179934,-70.12000275,43.65999985
10.247,868767,-10.62757065,-70.11000061,43.65999985
10.251,869867,-23.65627358,-70.09999847,43.65999985
10.258,870967,-30.71694659,-70.08999634,43.65999985
10.268,872067,-37.02364128,-70.08000183,43.65999985
10.279,873167,-38.07893957,-70.06999969,43.65999985
10.289,874267,-42.54327876,-70.05999756,43.65999985
10.296,875367,-53.47188253,-70.05000305,43.65999985
10.302,876467,-25.93352698,-70.04000092,43.65999985
10.312,877567,-41.98960262,-70.02999878,43.65999985
10.328,878667,-40.44856386,-70.01999664,43.65999985
10.351,879767,-41.43123691,-70.01000214,43.65999985
10.375,880867,-42.59260239,-70,43.65999985
10.393,881967,-50.98021682,-69.98999786,43.65999985
10.399,883067,-50.90919769,-69.98000336,43.65999985
10.394,884167,-53.70936549,-69.97000122,43.65999985
10.38,885267,-51.30150485,-69.95999908,43.65999985
10.366,886367,-48.39299858,-69.94999695,43.65999985
10.033,851168,-0.865574904,-70.26999664,43.66999817
10.069,854468,-4.155429531,-70.23999786,43.66999817
10.083,855568,-9.492562333,-70.23000336,43.66999817
10.097,856668,-6.526795763,-70.22000122,43.66999817
10.126,858868,-4.003262655,-70.19999695,43.66999817
10.16,861068,-20.06236008,-70.18000031,43.66999817
10.18,862168,-24.44674658,-70.16999817,43.66999817
10.201,863268,-22.75249663,-70.16000366,43.66999817
10.222,864368,-25.45917372,-70.15000153,43.66999817
10.24,865468,-26.72736797,-70.13999939,43.66999817
10.253,866568,-28.34336633,-70.12999725,43.66999817
10.26,867668,-27.36800776,-70.12000275,43.66999817
10.265,868768,-18.94265026,-70.11000061,43.66999817
10.272,869868,-12.16168013,-70.09999847,43.66999817
10.283,870968,-21.0807951,-70.08999634,43.66999817
10.298,872068,-31.37459179,-70.08000183,43.66999817
10.314,873168,-35.31228289,-70.06999969,43.66999817
