#,Date-Time (EDT),Temperature   (°C),Started,Button Down,Button Up,End of File
599,06/05/2025 16:54:44,25.35,,,,
600,06/05/2025 16:59:44,25.14,,,,
601,06/05/2025 17:04:44,25.05,,,,
602,06/05/2025 17:09:44,24.71,,,,
603,06/05/2025 17:14:44,24.71,,,,
604,06/05/2025 17:19:44,24.79,,,,
605,06/05/2025 17:24:44,24.62,,,,
606,06/05/2025 17:29:44,24.36,,,,
607,06/05/2025 17:34:44,24.36,,,,
608,06/05/2025 17:39:44,24.11,,,,
609,06/05/2025 17:44:44,24.11,,,,
610,06/05/2025 17:49:44,24.02,,,,
611,06/05/2025 17:54:44,23.89,,,,
612,06/05/2025 17:59:44,23.89,,,,
613,06/05/2025 18:04:44,23.68,,,,
614,06/05/2025 18:09:44,23.51,,,,
615,06/05/2025 18:14:44,23.21,,,,
616,06/05/2025 18:19:44,23.03,,,,
617,06/05/2025 18:24:44,22.91,,,,
618,06/05/2025 18:29:44,22.73,,,,
619,06/05/2025 18:34:44,22.69,,,,
620,06/05/2025 18:39:44,22.73,,,,
621,06/05/2025 18:44:44,22.73,,,,
622,06/05/2025 18:49:44,22.61,,,,
623,06/05/2025 18:54:44,22.61,,,,
624,06/05/2025 18:59:44,22.43,,,,
625,06/05/2025 19:04:44,22.22,,,,
626,06/05/2025 19:09:44,22.18,,,,
627,06/05/2025 19:14:44,22.01,,,,
628,06/05/2025 19:19:44,21.79,,,,
629,06/05/2025 19:24:44,21.58,,,,
630,06/05/2025 19:29:44,21.40,,,,
631,06/05/2025 19:34:44,21.19,,,,
632,06/05/2025 19:39:44,21.10,,,,
633,06/05/2025 19:44:44,20.89,,,,
634,06/05/2025 19:49:44,20.72,,,,
635,06/05/2025 19:54:44,20.55,,,,
636,06/05/2025 19:59:44,20.37,,,,
637,06/05/2025 20:04:44,20.16,,,,
638,06/05/2025 20:09:44,19.99,,,,
639,06/05/2025 20:14:44,19.86,,,,
640,06/05/2025 20:19:44,19.77,,,,
641,06/05/2025 20:24:44,19.65,,,,
642,06/05/2025 20:29:44,19.56,,,,
643,06/05/2025 20:34:44,19.52,,,,
644,06/05/2025 20:39:44,19.43,,,,
645,06/05/2025 20:44:44,19.35,,,,
646,06/05/2025 20:49:44,19.22,,,,
647,06/05/2025 20:54:44,19.22,,,,
648,06/05/2025 20:59:44,19.17,,,,
649,06/05/2025 21:04:44,19.09,,,,
650,06/05/2025 21:09:44,19.09,,,,
651,06/05/2025 21:14:44,19.00,,,,
652,06/05/2025 21:19:44,18.96,,,,
653,06/05/2025 21:24:44,18.96,,,,
654,06/05/2025 21:29:44,18.96,,,,
655,06/05/2025 21:34:44,18.87,,,,
656,06/05/2025 21:39:44,18.87,,,,
657,06/05/2025 21:44:44,18.87,,,,
658,06/05/2025 21:49:44,18.87,,,,
659,06/05/2025 21:54:44,18.79,,,,
660,06/05/2025 21:59:44,18.79,,,,
661,06/05/2025 22:04:44,18.83,,,,
662,06/05/2025 22:09:44,18.83,,,,
663,06/05/2025 22:14:44,18.87,,,,
664,06/05/2025 22:19:44,18.87,,,,
665,06/05/2025 22:24:44,18.96,,,,
666,06/05/2025 22:29:44,18.96,,,,
667,06/05/2025 22:34:44,18.83,,,,
668,06/05/2025 22:39:44,18.74,,,,
669,06/05/2025 22:44:44,18.74,,,,
670,06/05/2025 22:49:44,18.70,,,,
671,06/05/2025 22:54:44,18.66,,,,
672,06/05/2025 22:59:44,18.66,,,,
673,06/05/2025 23:04:44,18.70,,,,
674,06/05/2025 23:09:44,18.57,,,,
675,06/05/2025 23:14:44,18.57,,,,
676,06/05/2025 23:19:44,18.62,,,,
677,06/05/2025 23:24:44,18.66,,,,
678,06/05/2025 23:29:44,18.66,,,,
679,06/05/2025 23:34:44,18.57,,,,
680,06/05/2025 23:39:44,18.53,,,,
681,06/05/2025 23:44:44,18.53,,,,
682,06/05/2025 23:49:44,18.57,,,,
683,06/05/2025 23:54:44,18.57,,,,
684,06/05/2025 23:59:44,18.44,,,,
685,06/06/2025 00:04:44,18.36,,,,
686,06/06/2025 00:09:44,18.36,,,,
687,06/06/2025 00:14:44,18.32,,,,
688,06/06/2025 00:19:44,18.32,,,,
689,06/06/2025 00:24:44,18.27,,,,
690,06/06/2025 00:29:44,18.19,,,,
691,06/06/2025 00:34:44,18.10,,,,
692,06/06/2025 00:39:44,18.10,,,,
693,06/06/2025 00:44:44,18.14,,,,
694,06/06/2025 00:49:44,18.14,,,,
695,06/06/2025 00:54:44,18.23,,,,
696,06/06/2025 00:59:44,18.36,,,,
697,06/06/2025 01:04:44,18.32,,,,
698,06/06/2025 01:09:44,18.49,,,,
699,06/06/2025 01:14:44,18.66,,,,
700,06/06/2025 01:19:44,18.74,,,,
701,06/06/2025 01:24:44,18.87,,,,
702,06/06/2025 01:29:44,18.87,,,,
703,06/06/2025 01:34:44,18.79,,,,
704,06/06/2025 01:39:44,18.79,,,,
705,06/06/2025 01:44:44,18.79,,,,
706,06/06/2025 01:49:44,18.83,,,,
707,06/06/2025 01:54:44,18.96,,,,
708,06/06/2025 01:59:44,19.00,,,,
709,06/06/2025 02:04:44,19.00,,,,
710,06/06/2025 02:09:44,19.00,,,,
711,06/06/2025 02:14:44,19.05,,,,
712,06/06/2025 02:19:44,19.13,,,,
713,06/06/2025 02:24:44,19.13,,,,
714,06/06/2025 02:29:44,19.13,,,,
715,06/06/2025 02:34:44,19.17,,,,
716,06/06/2025 02:39:44,19.17,,,,
717,06/06/2025 02:44:44,19.17,,,,
718,06/06/2025 02:49:44,19.13,,,,
719,06/06/2025 02:54:44,19.13,,,,
720,06/06/2025 02:59:44,19.13,,,,
721,06/06/2025 03:04:44,19.17,,,,
722,06/06/2025 03:09:44,19.17,,,,
723,06/06/2025 03:14:44,19.13,,,,
724,06/06/2025 03:19:44,19.13,,,,
725,06/06/2025 03:24:44,19.09,,,,
726,06/06/2025 03:29:44,19.05,,,,
727,06/06/2025 03:34:44,19.05,,,,
728,06/06/2025 03:39:44,19.05,,,,
729,06/06/2025 03:44:44,19.05,,,,
730,06/06/2025 03:49:44,19.05,,,,
731,06/06/2025 03:54:44,19.00,,,,
732,06/06/2025 03:59:44,19.05,,,,
733,06/06/2025 04:04:44,19.09,,,,
734,06/06/2025 04:09:44,19.05,,,,
735,06/06/2025 04:14:44,19.00,,,,
736,06/06/2025 04:19:44,18.87,,,,
737,06/06/2025 04:24:44,18.83,,,,
738,06/06/2025 04:29:44,18.79,,,,
739,06/06/2025 04:34:44,18.87,,,,
740,06/06/2025 04:39:44,19.00,,,,
741,06/06/2025 04:44:44,19.05,,,,
742,06/06/2025 04:49:44,19.09,,,,
743,06/06/2025 04:54:44,19.00,,,,
744,06/06/2025 04:59:44,19.05,,,,
745,06/06/2025 05:04:44,19.17,,,,
746,06/06/2025 05:09:44,19.26,,,,
747,06/06/2025 05:14:44,19.35,,,,
748,06/06/2025 05:19:44,19.47,,,,
749,06/06/2025 05:24:44,19.65,,,,
750,06/06/2025 05:29:44,19.73,,,,
751,06/06/2025 05:34:44,19.77,,,,
752,06/06/2025 05:39:44,19.86,,,,
753,06/06/2025 05:44:44,20.03,,,,
754,06/06/2025 05:49:44,20.20,,,,
755,06/06/2025 05:54:44,20.33,,,,
756,06/06/2025 05:59:44,20.37,,,,
757,06/06/2025 06:04:44,20.20,,,,
758,06/06/2025 06:09:44,20.33,,,,
759,06/06/2025 06:14:44,20.46,,,,
760,06/06/2025 06:19:44,20.33,,,,
761,06/06/2025 06:24:44,20.29,,,,
762,06/06/2025 06:29:44,19.90,,,,
763,06/06/2025 06:34:44,19.77,,,,
764,06/06/2025 06:39:44,19.65,,,,
765,06/06/2025 06:44:44,19.60,,,,
766,06/06/2025 06:49:44,19.60,,,,
767,06/06/2025 06:54:44,19.56,,,,
768,06/06/2025 06:59:44,19.52,,,,
769,06/06/2025 07:04:44,19.47,,,,
770,06/06/2025 07:09:44,19.47,,,,
771,06/06/2025 07:14:44,19.65,,,,
772,06/06/2025 07:19:44,19.86,,,,
773,06/06/2025 07:24:44,19.90,,,,
774,06/06/2025 07:29:44,20.63,,,,
775,06/06/2025 07:34:44,20.72,,,,
776,06/06/2025 07:39:44,20.76,,,,
777,06/06/2025 07:44:44,20.80,,,,
778,06/06/2025 07:49:44,20.63,,,,
779,06/06/2025 07:54:44,20.50,,,,
780,06/06/2025 07:59:44,20.37,,,,
781,06/06/2025 08:04:44,20.37,,,,
782,06/06/2025 08:09:44,20.55,,,,
783,06/06/2025 08:14:44,20.85,,,,
784,06/06/2025 08:19:44,20.98,,,,
785,06/06/2025 08:24:44,20.50,,,,
786,06/06/2025 08:29:44,20.33,,,,
787,06/06/2025 08:34:44,20.46,,,,
788,06/06/2025 08:39:44,20.98,,,,
789,06/06/2025 08:44:44,21.32,,,,
790,06/06/2025 08:49:44,21.49,,,,
791,06/06/2025 08:54:44,21.62,,,,
792,06/06/2025 08:59:44,21.19,,,,
793,06/06/2025 09:04:44,20.37,,,,
794,06/06/2025 09:09:44,19.86,,,,
795,06/06/2025 09:14:44,19.90,,,,
796,06/06/2025 09:19:44,20.12,,,,
797,06/06/2025 09:24:44,20.50,,,,
798,06/06/2025 09:29:44,20.85,,,,
799,06/06/2025 09:34:44,21.45,,,,
800,06/06/2025 09:39:44,22.35,,,,
801,06/06/2025 09:44:44,22.26,,,,
802,06/06/2025 09:49:44,21.23,,,,
803,06/06/2025 09:54:44,20.33,,,,
804,06/06/2025 09:59:44,22.39,,,,
805,06/06/2025 10:04:44,21.23,,,,
806,06/06/2025 10:09:44,20.89,,,,
807,06/06/2025 10:14:44,20.63,,,,
808,06/06/2025 10:19:44,20.33,,,,
809,06/06/2025 10:24:44,20.20,,,,
810,06/06/2025 10:29:44,20.25,,,,
811,06/06/2025 10:34:44,20.25,,,,
812,06/06/2025 10:39:44,20.37,,,,
813,06/06/2025 10:44:44,20.33,,,,
814,06/06/2025 10:49:44,20.29,,,,
815,06/06/2025 10:54:44,20.29,,,,
816,06/06/2025 10:59:44,20.29,,,,
817,06/06/2025 11:04:44,20.25,,,,
818,06/06/2025 11:09:44,20.25,,,,
819,06/06/2025 11:14:44,20.33,,,,
820,06/06/2025 11:19:44,20.42,,,,
821,06/06/2025 11:24:44,20.59,,,,
822,06/06/2025 11:29:44,20.63,,,,
823,06/06/2025 11:34:44,20.68,,,,
824,06/06/2025 11:39:44,20.68,,,,
825,06/06/2025 11:44:44,20.85,,,,
826,06/06/2025 11:49:44,20.93,,,,
827,06/06/2025 11:54:44,21.06,,,,
828,06/06/2025 11:59:44,21.23,,,,
829,06/06/2025 12:04:44,21.36,,,,
830,06/06/2025 12:09:44,21.58,,,,
831,06/06/2025 12:14:44,21.79,,,,
832,06/06/2025 12:19:44,21.92,,,,
833,06/06/2025 12:24:44,22.01,,,,
834,06/06/2025 12:29:44,22.13,,,,
835,06/06/2025 12:34:44,22.18,,,,
836,06/06/2025 12:39:44,22.26,,,,
837,06/06/2025 12:44:44,22.39,,,,
838,06/06/2025 12:49:44,22.43,,,,
839,06/06/2025 12:54:44,22.52,,,,
840,06/06/2025 12:59:44,22.56,,,,
841,06/06/2025 13:04:44,22.69,,,,
842,06/06/2025 13:09:44,22.82,,,,
843,06/06/2025 13:14:44,22.91,,,,
844,06/06/2025 13:19:44,22.99,,,,
845,06/06/2025 13:24:44,23.16,,,,
846,06/06/2025 13:29:44,23.21,,,,
847,06/06/2025 13:34:44,23.29,,,,
848,06/06/2025 13:39:44,23.34,,,,
849,06/06/2025 13:44:44,23.34,,,,
850,06/06/2025 13:49:44,23.38,,,,
851,06/06/2025 13:54:44,23.38,,,,
852,06/06/2025 13:59:44,23.38,,,,
853,06/06/2025 14:04:44,23.38,,,,
854,06/06/2025 14:09:44,23.38,,,,
855,06/06/2025 14:14:44,23.25,,,,
856,06/06/2025 14:19:44,23.16,,,,
857,06/06/2025 14:24:44,23.08,,,,
858,06/06/2025 14:29:44,22.91,,,,
859,06/06/2025 14:34:44,22.78,,,,
860,06/06/2025 14:39:44,22.78,,,,
861,06/06/2025 14:44:44,22.82,,,,
862,06/06/2025 14:49:44,22.69,,,,
863,06/06/2025 14:54:44,22.52,,,,
864,06/06/2025 14:59:44,22.35,,,,
865,06/06/2025 15:04:44,22.31,,,,
866,06/06/2025 15:09:44,22.18,,,,
867,06/06/2025 15:14:44,22.01,,,,
868,06/06/2025 15:19:44,21.88,,,,
869,06/06/2025 15:24:44,22.05,,,,
870,06/06/2025 15:29:44,22.01,,,,
871,06/06/2025 15:34:44,21.83,,,,
872,06/06/2025 15:39:44,21.66,,,,
873,06/06/2025 15:44:44,21.58,,,,
874,06/06/2025 15:49:44,21.66,,,,
875,06/06/2025 15:54:44,21.96,,,,
876,06/06/2025 15:59:44,21.88,,,,
877,06/06/2025 16:04:44,21.62,,,,
878,06/06/2025 16:09:44,21.32,,,,
879,06/06/2025 16:14:44,21.28,,,,
880,06/06/2025 16:19:44,21.10,,,,
881,06/06/2025 16:24:44,20.85,,,,
882,06/06/2025 16:29:44,20.72,,,,
883,06/06/2025 16:34:44,20.72,,,,
884,06/06/2025 16:39:44,20.76,,,,
885,06/06/2025 16:44:44,20.68,,,,
886,06/06/2025 16:49:44,20.63,,,,
887,06/06/2025 16:54:44,20.59,,,,
888,06/06/2025 16:59:44,20.42,,,,
889,06/06/2025 17:04:44,20.37,,,,
890,06/06/2025 17:09:44,20.37,,,,
891,06/06/2025 17:14:44,20.33,,,,
892,06/06/2025 17:19:44,20.29,,,,
893,06/06/2025 17:24:44,20.25,,,,
894,06/06/2025 17:29:44,20.29,,,,
895,06/06/2025 17:34:44,20.20,,,,
896,06/06/2025 17:39:44,20.16,,,,
897,06/06/2025 17:44:44,20.16,,,,
898,06/06/2025 17:49:44,20.12,,,,
899,06/06/2025 17:54:44,20.07,,,,
900,06/06/2025 17:59:44,20.03,,,,
901,06/06/2025 18:04:44,19.95,,,,
902,06/06/2025 18:09:44,19.82,,,,
903,06/06/2025 18:14:44,19.73,,,,
904,06/06/2025 18:19:44,19.65,,,,
905,06/06/2025 18:24:44,19.56,,,,
906,06/06/2025 18:29:44,19.52,,,,
907,06/06/2025 18:34:44,19.35,,,,
908,06/06/2025 18:39:44,19.22,,,,
909,06/06/2025 18:44:44,19.13,,,,
910,06/06/2025 18:49:44,19.00,,,,
911,06/06/2025 18:54:44,18.92,,,,
912,06/06/2025 18:59:44,18.87,,,,
913,06/06/2025 19:04:44,18.74,,,,
914,06/06/2025 19:09:44,18.70,,,,
915,06/06/2025 19:14:44,18.62,,,,
916,06/06/2025 19:19:44,18.49,,,,
917,06/06/2025 19:24:44,18.27,,,,
918,06/06/2025 19:29:44,17.89,,,,
919,06/06/2025 19:34:44,17.76,,,,
920,06/06/2025 19:39:44,17.54,,,,
921,06/06/2025 19:44:44,17.54,,,,
922,06/06/2025 19:49:44,17.46,,,,
923,06/06/2025 19:54:44,17.46,,,,
924,06/06/2025 19:59:44,17.33,,,,
925,06/06/2025 20:04:44,17.37,,,,
926,06/06/2025 20:09:44,17.37,,,,
927,06/06/2025 20:14:44,17.37,,,,
928,06/06/2025 20:19:44,17.37,,,,
929,06/06/2025 20:24:44,17.33,,,,
930,06/06/2025 20:29:44,17.33,,,,
931,06/06/2025 20:34:44,17.41,,,,
932,06/06/2025 20:39:44,17.37,,,,
933,06/06/2025 20:44:44,17.37,,,,
934,06/06/2025 20:49:44,17.33,,,,
935,06/06/2025 20:54:44,17.33,,,,
936,06/06/2025 20:59:44,17.37,,,,
937,06/06/2025 21:04:44,17.46,,,,
938,06/06/2025 21:09:44,17.46,,,,
939,06/06/2025 21:14:44,17.46,,,,
940,06/06/2025 21:19:44,17.50,,,,
941,06/06/2025 21:24:44,17.50,,,,
942,06/06/2025 21:29:44,17.46,,,,
943,06/06/2025 21:34:44,17.50,,,,
944,06/06/2025 21:39:44,17.46,,,,
945,06/06/2025 21:44:44,17.50,,,,
946,06/06/2025 21:49:44,17.50,,,,
947,06/06/2025 21:54:44,17.50,,,,
948,06/06/2025 21:59:44,17.50,,,,
949,06/06/2025 22:04:44,17.54,,,,
950,06/06/2025 22:09:44,17.54,,,,
951,06/06/2025 22:14:44,17.54,,,,
952,06/06/2025 22:19:44,17.54,,,,
953,06/06/2025 22:24:44,17.54,,,,
954,06/06/2025 22:29:44,17.54,,,,
955,06/06/2025 22:34:44,17.54,,,,
956,06/06/2025 22:39:44,17.54,,,,
957,06/06/2025 22:44:44,17.54,,,,
958,06/06/2025 22:49:44,17.54,,,,
959,06/06/2025 22:54:44,17.59,,,,
960,06/06/2025 22:59:44,17.54,,,,
961,06/06/2025 23:04:44,17.59,,,,
962,06/06/2025 23:09:44,17.59,,,,
963,06/06/2025 23:14:44,17.54,,,,
964,06/06/2025 23:19:44,17.54,,,,
965,06/06/2025 23:24:44,17.50,,,,
966,06/06/2025 23:29:44,17.50,,,,
967,06/06/2025 23:34:44,17.50,,,,
968,06/06/2025 23:39:44,17.50,,,,
969,06/06/2025 23:44:44,17.50,,,,
970,06/06/2025 23:49:44,17.50,,,,
971,06/06/2025 23:54:44,17.46,,,,
972,06/06/2025 23:59:44,17.46,,,,
973,06/07/2025 00:04:44,17.50,,,,
974,06/07/2025 00:09:44,17.41,,,,
975,06/07/2025 00:14:44,17.46,,,,
976,06/07/2025 00:19:44,17.37,,,,
977,06/07/2025 00:24:44,17.46,,,,
978,06/07/2025 00:29:44,17.37,,,,
979,06/07/2025 00:34:44,17.46,,,,
980,06/07/2025 00:39:44,17.37,,,,
981,06/07/2025 00:44:44,17.37,,,,
982,06/07/2025 00:49:44,17.33,,,,
983,06/07/2025 00:54:44,17.24,,,,
984,06/07/2025 00:59:44,17.16,,,,
985,06/07/2025 01:04:44,17.24,,,,
986,06/07/2025 01:09:44,17.20,,,,
987,06/07/2025 01:14:44,17.24,,,,
988,06/07/2025 01:19:44,17.20,,,,
989,06/07/2025 01:24:44,17.29,,,,
990,06/07/2025 01:29:44,17.20,,,,
991,06/07/2025 01:34:44,17.24,,,,
992,06/07/2025 01:39:44,17.20,,,,
993,06/07/2025 01:44:44,17.20,,,,
994,06/07/2025 01:49:44,17.11,,,,
995,06/07/2025 01:54:44,16.94,,,,
996,06/07/2025 01:59:44,16.77,,,,
997,06/07/2025 02:04:44,16.64,,,,
998,06/07/2025 02:09:44,16.60,,,,
999,06/07/2025 02:14:44,16.51,,,,
1000,06/07/2025 02:19:44,16.47,,,,
1001,06/07/2025 02:24:44,16.39,,,,
1002,06/07/2025 02:29:44,16.30,,,,
1003,06/07/2025 02:34:44,16.26,,,,
1004,06/07/2025 02:39:44,16.17,,,,
1005,06/07/2025 02:44:44,16.13,,,,
1006,06/07/2025 02:49:44,16.17,,,,
1007,06/07/2025 02:54:44,16.08,,,,
1008,06/07/2025 02:59:44,15.96,,,,
1009,06/07/2025 03:04:44,15.96,,,,
1010,06/07/2025 03:09:44,15.96,,,,
1011,06/07/2025 03:14:44,16.00,,,,
1012,06/07/2025 03:19:44,15.96,,,,
1013,06/07/2025 03:24:44,15.91,,,,
1014,06/07/2025 03:29:44,15.91,,,,
1015,06/07/2025 03:34:44,15.91,,,,
1016,06/07/2025 03:39:44,15.91,,,,
1017,06/07/2025 03:44:44,15.87,,,,
1018,06/07/2025 03:49:44,15.87,,,,
1019,06/07/2025 03:54:44,15.87,,,,
1020,06/07/2025 03:59:44,15.83,,,,
1021,06/07/2025 04:04:44,15.83,,,,
1022,06/07/2025 04:09:44,15.83,,,,
1023,06/07/2025 04:14:44,15.83,,,,
1024,06/07/2025 04:19:44,15.83,,,,
1025,06/07/2025 04:24:44,15.78,,,,
1026,06/07/2025 04:29:44,15.78,,,,
1027,06/07/2025 04:34:44,15.83,,,,
1028,06/07/2025 04:39:44,15.74,,,,
1029,06/07/2025 04:44:44,15.83,,,,
1030,06/07/2025 04:49:44,15.83,,,,
1031,06/07/2025 04:54:44,15.78,,,,
1032,06/07/2025 04:59:44,15.74,,,,
1033,06/07/2025 05:04:44,15.83,,,,
1034,06/07/2025 05:09:44,15.78,,,,
1035,06/07/2025 05:14:44,15.83,,,,
1036,06/07/2025 05:19:44,15.87,,,,
1037,06/07/2025 05:24:44,15.91,,,,
1038,06/07/2025 05:29:44,15.91,,,,
1039,06/07/2025 05:34:44,15.96,,,,
1040,06/07/2025 05:39:44,16.00,,,,
1041,06/07/2025 05:44:44,16.04,,,,
1042,06/07/2025 05:49:44,16.04,,,,
1043,06/07/2025 05:54:44,16.13,,,,
1044,06/07/2025 05:59:44,16.17,,,,
1045,06/07/2025 06:04:44,16.21,,,,
1046,06/07/2025 06:09:44,16.26,,,,
1047,06/07/2025 06:14:44,16.34,,,,
1048,06/07/2025 06:19:44,16.34,,,,
1049,06/07/2025 06:24:44,16.51,,,,
1050,06/07/2025 06:29:44,16.64,,,,
1051,06/07/2025 06:34:44,16.60,,,,
1052,06/07/2025 06:39:44,16.64,,,,
1053,06/07/2025 06:44:44,16.69,,,,
1054,06/07/2025 06:49:44,16.73,,,,
1055,06/07/2025 06:54:44,16.73,,,,
1056,06/07/2025 06:59:44,16.81,,,,
1057,06/07/2025 07:04:44,16.81,,,,
1058,06/07/2025 07:09:44,16.81,,,,
1059,06/07/2025 07:14:44,16.81,,,,
1060,06/07/2025 07:19:44,16.86,,,,
1061,06/07/2025 07:24:44,16.99,,,,
1062,06/07/2025 07:29:44,17.03,,,,
1063,06/07/2025 07:34:44,17.07,,,,
1064,06/07/2025 07:39:44,17.16,,,,
1065,06/07/2025 07:44:44,17.16,,,,
1066,06/07/2025 07:49:44,17.16,,,,
1067,06/07/2025 07:54:44,17.20,,,,
1068,06/07/2025 07:59:44,17.20,,,,
1069,06/07/2025 08:04:44,17.20,,,,
1070,06/07/2025 08:09:44,17.20,,,,
1071,06/07/2025 08:14:44,17.24,,,,
1072,06/07/2025 08:19:44,17.29,,,,
1073,06/07/2025 08:24:44,17.33,,,,
1074,06/07/2025 08:29:44,17.33,,,,
1075,06/07/2025 08:34:44,17.37,,,,
1076,06/07/2025 08:39:44,17.46,,,,
1077,06/07/2025 08:44:44,17.54,,,,
1078,06/07/2025 08:49:44,17.59,,,,
1079,06/07/2025 08:54:44,17.59,,,,
1080,06/07/2025 08:59:44,17.50,,,,
1081,06/07/2025 09:04:44,17.59,,,,
1082,06/07/2025 09:09:44,17.63,,,,
1083,06/07/2025 09:14:44,17.67,,,,
1084,06/07/2025 09:19:44,17.46,,,,
1085,06/07/2025 09:24:44,17.29,,,,
1086,06/07/2025 09:29:44,17.11,,,,
1087,06/07/2025 09:34:44,16.99,,,,
1088,06/07/2025 09:39:44,16.90,,,,
1089,06/07/2025 09:44:44,16.81,,,,
1090,06/07/2025 09:49:44,16.81,,,,
1091,06/07/2025 09:54:44,16.81,,,,
1092,06/07/2025 09:59:44,16.77,,,,
1093,06/07/2025 10:04:44,16.64,,,,
1094,06/07/2025 10:09:44,16.47,,,,
1095,06/07/2025 10:14:44,16.34,,,,
1096,06/07/2025 10:19:44,16.30,,,,
1097,06/07/2025 10:24:44,16.21,,,,
1098,06/07/2025 10:29:44,16.17,,,,
1099,06/07/2025 10:34:44,16.13,,,,
1100,06/07/2025 10:39:44,16.08,,,,
1101,06/07/2025 10:44:44,16.17,,,,
1102,06/07/2025 10:49:44,16.30,,,,
1103,06/07/2025 10:54:44,16.43,,,,
1104,06/07/2025 10:59:44,16.51,,,,
1105,06/07/2025 11:04:44,16.60,,,,
1106,06/07/2025 11:09:44,16.47,,,,
1107,06/07/2025 11:14:44,16.47,,,,
1108,06/07/2025 11:19:44,16.43,,,,
1109,06/07/2025 11:24:44,16.34,,,,
1110,06/07/2025 11:29:44,16.26,,,,
1111,06/07/2025 11:34:44,16.21,,,,
1112,06/07/2025 11:39:44,16.21,,,,
1113,06/07/2025 11:44:44,16.13,,,,
1114,06/07/2025 11:49:44,16.13,,,,
1115,06/07/2025 11:54:44,16.08,,,,
1116,06/07/2025 11:59:44,16.04,,,,
1117,06/07/2025 12:04:44,16.08,,,,
1118,06/07/2025 12:09:44,16.08,,,,
1119,06/07/2025 12:14:44,16.08,,,,
1120,06/07/2025 12:19:44,16.08,,,,
1121,06/07/2025 12:24:44,15.96,,,,
1122,06/07/2025 12:29:44,15.87,,,,
1123,06/07/2025 12:34:44,15.91,,,,
1124,06/07/2025 12:39:44,15.91,,,,
1125,06/07/2025 12:44:44,16.00,,,,
1126,06/07/2025 12:49:44,16.17,,,,
1127,06/07/2025 12:54:44,16.21,,,,
1128,06/07/2025 12:59:44,16.34,,,,
1129,06/07/2025 13:04:44,16.39,,,,
1130,06/07/2025 13:09:44,16.39,,,,
1131,06/07/2025 13:14:44,16.39,,,,
1132,06/07/2025 13:19:44,16.34,,,,
1133,06/07/2025 13:24:44,16.43,,,,
1134,06/07/2025 13:29:44,16.56,,,,
1135,06/07/2025 13:34:44,16.56,,,,
1136,06/07/2025 13:39:44,16.69,,,,
1137,06/07/2025 13:44:44,16.64,,,,
1138,06/07/2025 13:49:44,16.64,,,,
1139,06/07/2025 13:54:44,16.69,,,,
1140,06/07/2025 13:59:44,16.77,,,,
1141,06/07/2025 14:04:44,16.94,,,,
1142,06/07/2025 14:09:44,16.99,,,,
1143,06/07/2025 14:14:44,16.94,,,,
1144,06/07/2025 14:19:44,16.99,,,,
1145,06/07/2025 14:24:44,16.99,,,,
1146,06/07/2025 14:29:44,17.03,,,,
1147,06/07/2025 14:34:44,16.99,,,,
1148,06/07/2025 14:39:44,16.94,,,,
1149,06/07/2025 14:44:44,16.99,,,,
1150,06/07/2025 14:49:44,16.99,,,,
1151,06/07/2025 14:54:44,16.99,,,,
1152,06/07/2025 14:59:44,17.03,,,,
1153,06/07/2025 15:04:44,17.11,,,,
1154,06/07/2025 15:09:44,17.07,,,,
1155,06/07/2025 15:14:44,17.07,,,,
1156,06/07/2025 15:19:44,17.24,,,,
1157,06/07/2025 15:24:44,17.33,,,,
1158,06/07/2025 15:29:44,17.41,,,,
1159,06/07/2025 15:34:44,17.41,,,,
1160,06/07/2025 15:39:44,17.50,,,,
1161,06/07/2025 15:44:44,17.54,,,,
1162,06/07/2025 15:49:44,17.63,,,,
1163,06/07/2025 15:54:44,17.67,,,,
1164,06/07/2025 15:59:44,17.76,,,,
1165,06/07/2025 16:04:44,17.84,,,,
1166,06/07/2025 16:09:44,17.84,,,,
1167,06/07/2025 16:14:44,17.89,,,,
1168,06/07/2025 16:19:44,17.89,,,,
1169,06/07/2025 16:24:44,17.93,,,,
1170,06/07/2025 16:29:44,17.97,,,,
1171,06/07/2025 16:34:44,17.93,,,,
1172,06/07/2025 16:39:44,18.02,,,,
1173,06/07/2025 16:44:44,17.97,,,,
1174,06/07/2025 16:49:44,17.93,,,,
1175,06/07/2025 16:54:44,17.97,,,,
1176,06/07/2025 16:59:44,18.02,,,,
1177,06/07/2025 17:04:44,18.06,,,,
1178,06/07/2025 17:09:44,18.10,,,,
1179,06/07/2025 17:14:44,18.06,,,,
1180,06/07/2025 17:19:44,18.10,,,,
1181,06/07/2025 17:24:44,18.06,,,,
1182,06/07/2025 17:29:44,18.10,,,,
1183,06/07/2025 17:34:44,18.06,,,,
1184,06/07/2025 17:39:44,18.06,,,,
1185,06/07/2025 17:44:44,18.06,,,,
1186,06/07/2025 17:49:44,18.10,,,,
1187,06/07/2025 17:54:44,18.06,,,,
1188,06/07/2025 17:59:44,18.06,,,,
1189,06/07/2025 18:04:44,18.06,,,,
1190,06/07/2025 18:09:44,18.02,,,,
1191,06/07/2025 18:14:44,18.06,,,,
1192,06/07/2025 18:19:44,18.02,,,,
1193,06/07/2025 18:24:44,18.02,,,,
1194,06/07/2025 18:29:44,18.02,,,,
1195,06/07/2025 18:34:44,18.06,,,,
1196,06/07/2025 18:39:44,17.97,,,,
