#,Date-Time (EDT),Temperature   (°C),Started,Host Connected,Button Down,Button Up,End of File
1,06/02/2025 08:29:25,22.18,Logged,,,,
2,06/02/2025 08:34:25,21.96,,,,,
3,06/02/2025 08:39:25,21.66,,,,,
4,06/02/2025 08:44:25,21.49,,,,,
5,06/02/2025 08:49:25,21.32,,,,,
6,06/02/2025 08:54:25,21.23,,,,,
7,06/02/2025 08:59:25,21.28,,,,,
8,06/02/2025 09:04:25,21.28,,,,,
9,06/02/2025 09:09:25,21.28,,,,,
10,06/02/2025 09:14:25,21.28,,,,,
11,06/02/2025 09:19:25,21.28,,,,,
12,06/02/2025 09:24:25,21.28,,,,,
13,06/02/2025 09:29:25,21.23,,,,,
14,06/02/2025 09:34:25,21.28,,,,,
15,06/02/2025 09:39:25,21.32,,,,,
16,06/02/2025 09:44:25,21.32,,,,,
17,06/02/2025 09:49:25,21.36,,,,,
18,06/02/2025 09:54:25,21.36,,,,,
19,06/02/2025 09:59:25,21.36,,,,,
20,06/02/2025 10:04:25,21.40,,,,,
21,06/02/2025 10:09:25,21.40,,,,,
22,06/02/2025 10:14:25,21.40,,,,,
23,06/02/2025 10:19:25,21.40,,,,,
24,06/02/2025 10:24:25,21.40,,,,,
25,06/02/2025 10:29:25,21.45,,,,,
26,06/02/2025 10:34:25,21.49,,,,,
27,06/02/2025 10:39:25,21.45,,,,,
28,06/02/2025 10:44:25,21.53,,,,,
29,06/02/2025 10:49:25,21.58,,,,,
30,06/02/2025 10:54:25,21.58,,,,,
31,06/02/2025 10:59:25,21.58,,,,,
32,06/02/2025 11:04:25,21.53,,,,,
33,06/02/2025 11:09:25,21.45,,,,,
34,06/02/2025 11:14:25,21.53,,,,,
35,06/02/2025 11:19:25,21.53,,,,,
36,06/02/2025 11:24:25,21.58,,,,,
37,06/02/2025 11:29:25,21.58,,,,,
38,06/02/2025 11:34:25,21.62,,,,,
39,06/02/2025 11:39:25,21.66,,,,,
40,06/02/2025 11:44:25,21.66,,,,,
41,06/02/2025 11:49:25,21.70,,,,,
42,06/02/2025 11:54:25,21.75,,,,,
43,06/02/2025 11:59:25,21.79,,,,,
44,06/02/2025 12:04:25,21.79,,,,,
45,06/02/2025 12:09:25,21.75,,,,,
46,06/02/2025 12:14:25,21.75,,,,,
47,06/02/2025 12:19:25,21.70,,,,,
48,06/02/2025 12:24:25,21.75,,,,,
49,06/02/2025 12:29:25,21.70,,,,,
50,06/02/2025 12:34:25,21.75,,,,,
51,06/02/2025 12:39:25,21.75,,,,,
52,06/02/2025 12:44:25,21.79,,,,,
53,06/02/2025 12:49:25,21.79,,,,,
54,06/02/2025 12:54:25,21.83,,,,,
55,06/02/2025 12:59:25,21.83,,,,,
56,06/02/2025 13:04:25,21.83,,,,,
57,06/02/2025 13:09:25,21.79,,,,,
58,06/02/2025 13:14:25,21.83,,,,,
59,06/02/2025 13:19:25,21.83,,,,,
60,06/02/2025 13:24:25,21.83,,,,,
61,06/02/2025 13:29:25,21.83,,,,,
62,06/02/2025 13:34:25,21.88,,,,,
63,06/02/2025 13:39:25,21.83,,,,,
64,06/02/2025 13:44:25,21.88,,,,,
65,06/02/2025 13:49:25,21.88,,,,,
66,06/02/2025 13:54:25,21.88,,,,,
67,06/02/2025 13:59:25,21.83,,,,,
68,06/02/2025 14:04:25,21.96,,,,,
69,06/02/2025 14:09:25,21.92,,,,,
70,06/02/2025 14:14:25,21.88,,,,,
71,06/02/2025 14:19:25,21.88,,,,,
72,06/02/2025 14:24:25,21.96,,,,,
73,06/02/2025 14:29:25,21.96,,,,,
74,06/02/2025 14:34:25,22.01,,,,,
75,06/02/2025 14:39:25,22.05,,,,,
76,06/02/2025 14:44:25,21.96,,,,,
77,06/02/2025 14:49:25,22.05,,,,,
78,06/02/2025 14:54:25,22.09,,,,,
79,06/02/2025 14:59:25,22.05,,,,,
80,06/02/2025 15:04:25,22.09,,,,,
81,06/02/2025 15:09:25,22.09,,,,,
82,06/02/2025 15:14:25,22.13,,,,,
83,06/02/2025 15:19:25,22.09,,,,,
84,06/02/2025 15:24:25,22.13,,,,,
85,06/02/2025 15:29:25,22.09,,,,,
86,06/02/2025 15:34:25,22.13,,,,,
87,06/02/2025 15:39:25,22.05,,,,,
88,06/02/2025 15:44:25,22.05,,,,,
89,06/02/2025 15:49:25,22.05,,,,,
90,06/02/2025 15:54:25,22.01,,,,,
91,06/02/2025 15:59:25,22.01,,,,,
92,06/02/2025 16:04:25,21.96,,,,,
93,06/02/2025 16:09:25,21.92,,,,,
94,06/02/2025 16:14:25,21.92,,,,,
95,06/02/2025 16:19:25,21.92,,,,,
96,06/02/2025 16:24:25,21.88,,,,,
97,06/02/2025 16:29:25,21.88,,,,,
98,06/02/2025 16:34:25,21.83,,,,,
99,06/02/2025 16:39:25,21.88,,,,,
100,06/02/2025 16:44:25,21.79,,,,,
101,06/02/2025 16:49:25,21.83,,,,,
102,06/02/2025 16:54:25,21.75,,,,,
103,06/02/2025 16:59:25,21.75,,,,,
104,06/02/2025 17:04:25,21.75,,,,,
105,06/02/2025 17:09:25,21.75,,,,,
106,06/02/2025 17:14:25,21.70,,,,,
107,06/02/2025 17:19:25,21.75,,,,,
108,06/02/2025 17:24:25,21.70,,,,,
109,06/02/2025 17:29:25,21.66,,,,,
110,06/02/2025 17:34:25,21.66,,,,,
111,06/02/2025 17:39:25,21.66,,,,,
112,06/02/2025 17:44:25,21.66,,,,,
113,06/02/2025 17:49:25,21.66,,,,,
114,06/02/2025 17:54:25,21.66,,,,,
115,06/02/2025 17:59:25,21.66,,,,,
116,06/02/2025 18:04:25,21.66,,,,,
117,06/02/2025 18:09:25,21.62,,,,,
118,06/02/2025 18:14:25,21.58,,,,,
119,06/02/2025 18:19:25,21.58,,,,,
120,06/02/2025 18:24:25,21.58,,,,,
121,06/02/2025 18:29:25,21.58,,,,,
122,06/02/2025 18:34:25,21.58,,,,,
123,06/02/2025 18:39:25,21.53,,,,,
124,06/02/2025 18:44:25,21.53,,,,,
125,06/02/2025 18:49:25,21.49,,,,,
126,06/02/2025 18:54:25,21.49,,,,,
127,06/02/2025 18:59:25,21.49,,,,,
128,06/02/2025 19:04:25,21.49,,,,,
129,06/02/2025 19:09:25,21.45,,,,,
130,06/02/2025 19:14:25,21.45,,,,,
131,06/02/2025 19:19:25,21.45,,,,,
132,06/02/2025 19:24:25,21.45,,,,,
133,06/02/2025 19:29:25,21.45,,,,,
134,06/02/2025 19:34:25,21.40,,,,,
135,06/02/2025 19:39:25,21.36,,,,,
136,06/02/2025 19:44:25,21.36,,,,,
137,06/02/2025 19:49:25,21.36,,,,,
138,06/02/2025 19:54:25,21.32,,,,,
139,06/02/2025 19:59:25,21.36,,,,,
140,06/02/2025 20:04:25,21.32,,,,,
141,06/02/2025 20:09:25,21.32,,,,,
142,06/02/2025 20:14:25,21.32,,,,,
143,06/02/2025 20:19:25,21.28,,,,,
144,06/02/2025 20:24:25,21.28,,,,,
145,06/02/2025 20:29:25,21.32,,,,,
146,06/02/2025 20:34:25,21.28,,,,,
147,06/02/2025 20:39:25,21.23,,,,,
148,06/02/2025 20:44:25,21.19,,,,,
149,06/02/2025 20:49:25,21.23,,,,,
150,06/02/2025 20:54:25,21.23,,,,,
151,06/02/2025 20:59:25,21.28,,,,,
152,06/02/2025 21:04:25,21.23,,,,,
153,06/02/2025 21:09:25,21.15,,,,,
154,06/02/2025 21:14:25,21.19,,,,,
155,06/02/2025 21:19:25,21.19,,,,,
156,06/02/2025 21:24:25,21.19,,,,,
157,06/02/2025 21:29:25,21.15,,,,,
158,06/02/2025 21:34:25,21.15,,,,,
159,06/02/2025 21:39:25,21.10,,,,,
160,06/02/2025 21:44:25,21.10,,,,,
161,06/02/2025 21:49:25,21.10,,,,,
162,06/02/2025 21:54:25,21.15,,,,,
163,06/02/2025 21:59:25,21.06,,,,,
164,06/02/2025 22:04:25,21.06,,,,,
165,06/02/2025 22:09:25,21.06,,,,,
166,06/02/2025 22:14:25,21.06,,,,,
167,06/02/2025 22:19:25,21.06,,,,,
168,06/02/2025 22:24:25,21.10,,,,,
169,06/02/2025 22:29:25,21.10,,,,,
170,06/02/2025 22:34:25,21.10,,,,,
171,06/02/2025 22:39:25,21.06,,,,,
172,06/02/2025 22:44:25,21.06,,,,,
173,06/02/2025 22:49:25,21.10,,,,,
174,06/02/2025 22:54:25,21.06,,,,,
175,06/02/2025 22:59:25,21.06,,,,,
176,06/02/2025 23:04:25,21.02,,,,,
177,06/02/2025 23:09:25,21.06,,,,,
178,06/02/2025 23:14:25,21.06,,,,,
179,06/02/2025 23:19:25,21.06,,,,,
180,06/02/2025 23:24:25,21.06,,,,,
181,06/02/2025 23:29:25,21.02,,,,,
182,06/02/2025 23:34:25,21.02,,,,,
183,06/02/2025 23:39:25,21.02,,,,,
184,06/02/2025 23:44:25,21.06,,,,,
185,06/02/2025 23:49:25,21.02,,,,,
186,06/02/2025 23:54:25,21.02,,,,,
187,06/02/2025 23:59:25,21.02,,,,,
188,06/03/2025 00:04:25,21.02,,,,,
189,06/03/2025 00:09:25,21.02,,,,,
190,06/03/2025 00:14:25,21.06,,,,,
191,06/03/2025 00:19:25,20.98,,,,,
192,06/03/2025 00:24:25,21.02,,,,,
193,06/03/2025 00:29:25,20.98,,,,,
194,06/03/2025 00:34:25,20.98,,,,,
195,06/03/2025 00:39:25,20.98,,,,,
196,06/03/2025 00:44:25,21.02,,,,,
197,06/03/2025 00:49:25,21.02,,,,,
198,06/03/2025 00:54:25,20.98,,,,,
199,06/03/2025 00:59:25,20.98,,,,,
200,06/03/2025 01:04:25,20.93,,,,,
201,06/03/2025 01:09:25,20.98,,,,,
202,06/03/2025 01:14:25,20.98,,,,,
203,06/03/2025 01:19:25,20.98,,,,,
204,06/03/2025 01:24:25,20.93,,,,,
205,06/03/2025 01:29:25,20.93,,,,,
206,06/03/2025 01:34:25,20.98,,,,,
207,06/03/2025 01:39:25,20.93,,,,,
208,06/03/2025 01:44:25,20.89,,,,,
209,06/03/2025 01:49:25,20.93,,,,,
210,06/03/2025 01:54:25,20.89,,,,,
211,06/03/2025 01:59:25,20.93,,,,,
212,06/03/2025 02:04:25,20.93,,,,,
213,06/03/2025 02:09:25,20.98,,,,,
214,06/03/2025 02:14:25,20.93,,,,,
215,06/03/2025 02:19:25,20.89,,,,,
216,06/03/2025 02:24:25,20.93,,,,,
217,06/03/2025 02:29:25,20.93,,,,,
218,06/03/2025 02:34:25,20.89,,,,,
219,06/03/2025 02:39:25,20.89,,,,,
220,06/03/2025 02:44:25,20.89,,,,,
221,06/03/2025 02:49:25,20.89,,,,,
222,06/03/2025 02:54:25,20.89,,,,,
223,06/03/2025 02:59:25,20.89,,,,,
224,06/03/2025 03:04:25,20.89,,,,,
225,06/03/2025 03:09:25,20.89,,,,,
226,06/03/2025 03:14:25,20.85,,,,,
227,06/03/2025 03:19:25,20.89,,,,,
228,06/03/2025 03:24:25,20.93,,,,,
229,06/03/2025 03:29:25,20.89,,,,,
230,06/03/2025 03:34:25,20.89,,,,,
231,06/03/2025 03:39:25,20.85,,,,,
232,06/03/2025 03:44:25,20.89,,,,,
233,06/03/2025 03:49:25,20.89,,,,,
234,06/03/2025 03:54:25,20.85,,,,,
235,06/03/2025 03:59:25,20.85,,,,,
236,06/03/2025 04:04:25,20.85,,,,,
237,06/03/2025 04:09:25,20.85,,,,,
238,06/03/2025 04:14:25,20.85,,,,,
239,06/03/2025 04:19:25,20.85,,,,,
240,06/03/2025 04:24:25,20.85,,,,,
241,06/03/2025 04:29:25,20.85,,,,,
242,06/03/2025 04:34:25,20.85,,,,,
243,06/03/2025 04:39:25,20.80,,,,,
244,06/03/2025 04:44:25,20.80,,,,,
245,06/03/2025 04:49:25,20.85,,,,,
246,06/03/2025 04:54:25,20.85,,,,,
247,06/03/2025 04:59:25,20.85,,,,,
248,06/03/2025 05:04:25,20.76,,,,,
249,06/03/2025 05:09:25,20.80,,,,,
250,06/03/2025 05:14:25,20.85,,,,,
251,06/03/2025 05:19:25,20.80,,,,,
252,06/03/2025 05:24:25,20.80,,,,,
253,06/03/2025 05:29:25,20.76,,,,,
254,06/03/2025 05:34:25,20.76,,,,,
255,06/03/2025 05:39:25,20.80,,,,,
256,06/03/2025 05:44:25,20.80,,,,,
257,06/03/2025 05:49:25,20.80,,,,,
258,06/03/2025 05:54:25,20.72,,,,,
259,06/03/2025 05:59:25,20.76,,,,,
260,06/03/2025 06:04:25,20.80,,,,,
261,06/03/2025 06:09:25,20.76,,,,,
262,06/03/2025 06:14:25,20.76,,,,,
263,06/03/2025 06:19:25,20.72,,,,,
264,06/03/2025 06:24:25,20.76,,,,,
265,06/03/2025 06:29:25,20.76,,,,,
266,06/03/2025 06:34:25,20.80,,,,,
267,06/03/2025 06:39:25,20.80,,,,,
268,06/03/2025 06:44:25,20.85,,,,,
269,06/03/2025 06:49:25,20.89,,,,,
270,06/03/2025 06:54:25,20.93,,,,,
271,06/03/2025 06:59:25,20.89,,,,,
272,06/03/2025 07:04:25,20.93,,,,,
273,06/03/2025 07:09:25,21.02,,,,,
274,06/03/2025 07:14:25,21.15,,,,,
275,06/03/2025 07:19:25,21.19,,,,,
276,06/03/2025 07:24:25,21.19,,,,,
277,06/03/2025 07:29:25,21.15,,,,,
278,06/03/2025 07:34:25,21.15,,,,,
279,06/03/2025 07:39:25,21.19,,,,,
280,06/03/2025 07:44:25,21.19,,,,,
281,06/03/2025 07:49:25,21.23,,,,,
282,06/03/2025 07:54:25,21.23,,,,,
283,06/03/2025 07:59:25,21.23,,,,,
284,06/03/2025 08:04:25,21.28,,,,,
285,06/03/2025 08:09:25,20.29,,,,,
286,06/03/2025 08:14:25,19.77,,,,,
287,06/03/2025 08:19:25,18.87,,,,,
288,06/03/2025 08:24:25,17.59,,,,,
289,06/03/2025 08:29:25,20.20,,,,,
290,06/03/2025 08:34:25,25.39,,,,,
291,06/03/2025 08:39:25,28.44,,,,,
292,06/03/2025 08:44:25,30.24,,,,,
293,06/03/2025 08:49:25,24.66,,,,,
294,06/03/2025 08:54:25,21.15,,,,,
295,06/03/2025 08:59:25,19.60,,,,,
296,06/03/2025 09:04:25,19.43,,,,,
297,06/03/2025 09:09:25,19.05,,,,,
298,06/03/2025 09:14:25,19.69,,,,,
299,06/03/2025 09:19:25,19.95,,,,,
300,06/03/2025 09:24:25,24.58,,,,,
301,06/03/2025 09:29:25,30.67,,,,,
302,06/03/2025 09:34:25,34.15,,,,,
303,06/03/2025 09:39:25,37.58,,,,,
304,06/03/2025 09:44:25,39.42,,,,,
305,06/03/2025 09:49:25,40.37,,,,,
306,06/03/2025 09:54:25,41.35,,,,,
307,06/03/2025 09:59:25,43.71,,,,,
308,06/03/2025 10:04:25,44.57,,,,,
309,06/03/2025 10:09:25,44.36,,,,,
310,06/03/2025 10:14:25,44.70,,,,,
311,06/03/2025 10:19:25,45.73,,,,,
312,06/03/2025 10:24:25,46.80,,,,,
313,06/03/2025 10:29:25,44.53,,,,,
314,06/03/2025 10:34:25,44.06,,,,,
315,06/03/2025 10:39:25,44.61,,,,,
316,06/03/2025 10:44:25,44.01,,,,,
317,06/03/2025 10:49:25,46.42,,,,,
318,06/03/2025 10:54:25,48.39,,,,,
319,06/03/2025 10:59:25,49.68,,,,,
320,06/03/2025 11:04:25,50.19,,,,,
321,06/03/2025 11:09:25,51.35,,,,,
322,06/03/2025 11:14:25,51.26,,,,,
323,06/03/2025 11:19:25,49.20,,,,,
324,06/03/2025 11:24:25,49.89,,,,,
325,06/03/2025 11:29:25,51.43,,,,,
326,06/03/2025 11:34:25,51.35,,,,,
327,06/03/2025 11:39:25,51.48,,,,,
328,06/03/2025 11:44:25,51.78,,,,,
329,06/03/2025 11:49:25,51.65,,,,,
330,06/03/2025 11:54:25,51.95,,,,,
331,06/03/2025 11:59:25,53.02,,,,,
332,06/03/2025 12:04:25,53.79,,,,,
333,06/03/2025 12:09:25,53.67,,,,,
334,06/03/2025 12:14:25,52.85,,,,,
335,06/03/2025 12:19:25,52.55,,,,,
336,06/03/2025 12:24:25,52.29,,,,,
337,06/03/2025 12:29:25,51.56,,,,,
338,06/03/2025 12:34:25,51.95,,,,,
339,06/03/2025 12:39:25,52.34,,,,,
340,06/03/2025 12:44:25,52.46,,,,,
341,06/03/2025 12:49:25,52.81,,,,,
342,06/03/2025 12:54:25,52.94,,,,,
343,06/03/2025 12:59:25,53.15,,,,,
344,06/03/2025 13:04:25,51.26,,,,,
345,06/03/2025 13:09:25,47.02,,,,,
346,06/03/2025 13:14:25,48.22,,,,,
347,06/03/2025 13:19:25,50.06,,,,,
348,06/03/2025 13:24:25,51.31,,,,,
349,06/03/2025 13:29:25,51.95,,,,,
350,06/03/2025 13:34:25,51.56,,,,,
351,06/03/2025 13:39:25,51.82,,,,,
352,06/03/2025 13:44:25,49.76,,,,,
353,06/03/2025 13:49:25,47.32,,,,,
354,06/03/2025 13:54:25,43.80,,,,,
355,06/03/2025 13:59:25,43.50,,,,,
356,06/03/2025 14:04:25,42.81,,,,,
357,06/03/2025 14:09:25,40.58,,,,,
358,06/03/2025 14:14:25,40.84,,,,,
359,06/03/2025 14:19:25,41.35,,,,,
360,06/03/2025 14:24:25,40.71,,,,,
361,06/03/2025 14:29:25,40.58,,,,,
362,06/03/2025 14:34:25,39.68,,,,,
363,06/03/2025 14:39:25,38.99,,,,,
364,06/03/2025 14:44:25,38.91,,,,,
365,06/03/2025 14:49:25,42.25,,,,,
366,06/03/2025 14:54:25,42.98,,,,,
367,06/03/2025 14:59:25,39.42,,,,,
368,06/03/2025 15:04:25,35.56,,,,,
369,06/03/2025 15:09:25,36.46,,,,,
370,06/03/2025 15:14:25,37.71,,,,,
371,06/03/2025 15:19:25,37.75,,,,,
372,06/03/2025 15:24:25,36.42,,,,,
373,06/03/2025 15:29:25,35.60,,,,,
374,06/03/2025 15:34:25,37.11,,,,,
375,06/03/2025 15:39:25,36.38,,,,,
376,06/03/2025 15:44:25,29.90,,,,,
377,06/03/2025 15:49:25,26.34,,,,,
378,06/03/2025 15:54:25,24.49,,,,,
379,06/03/2025 15:59:25,23.29,,,,,
380,06/03/2025 16:04:25,22.78,,,,,
381,06/03/2025 16:09:25,22.39,,,,,
382,06/03/2025 16:14:25,21.79,,,,,
383,06/03/2025 16:19:25,21.15,,,,,
384,06/03/2025 16:24:25,20.89,,,,,
385,06/03/2025 16:29:25,20.72,,,,,
386,06/03/2025 16:34:25,20.50,,,,,
387,06/03/2025 16:39:25,20.59,,,,,
388,06/03/2025 16:44:25,20.37,,,,,
389,06/03/2025 16:49:25,20.33,,,,,
390,06/03/2025 16:54:25,20.12,,,,,
391,06/03/2025 16:59:25,19.60,,,,,
392,06/03/2025 17:04:25,19.86,,,,,
393,06/03/2025 17:09:25,19.95,,,,,
394,06/03/2025 17:14:25,19.82,,,,,
395,06/03/2025 17:19:25,19.60,,,,,
396,06/03/2025 17:24:25,19.60,,,,,
397,06/03/2025 17:29:25,18.92,,,,,
398,06/03/2025 17:34:25,18.57,,,,,
399,06/03/2025 17:39:25,18.32,,,,,
400,06/03/2025 17:44:25,18.02,,,,,
401,06/03/2025 17:49:25,17.80,,,,,
402,06/03/2025 17:54:25,17.76,,,,,
403,06/03/2025 17:59:25,17.89,,,,,
404,06/03/2025 18:04:25,17.72,,,,,
405,06/03/2025 18:09:25,17.63,,,,,
406,06/03/2025 18:14:25,17.59,,,,,
407,06/03/2025 18:19:25,17.67,,,,,
408,06/03/2025 18:24:25,17.80,,,,,
409,06/03/2025 18:29:25,17.80,,,,,
410,06/03/2025 18:34:25,18.06,,,,,
411,06/03/2025 18:39:25,17.84,,,,,
412,06/03/2025 18:44:25,17.63,,,,,
413,06/03/2025 18:49:25,17.63,,,,,
414,06/03/2025 18:54:25,17.50,,,,,
415,06/03/2025 18:59:25,17.46,,,,,
416,06/03/2025 19:04:25,17.16,,,,,
417,06/03/2025 19:09:25,16.69,,,,,
418,06/03/2025 19:14:25,16.39,,,,,
419,06/03/2025 19:19:25,16.08,,,,,
420,06/03/2025 19:24:25,15.83,,,,,
421,06/03/2025 19:29:25,15.70,,,,,
422,06/03/2025 19:34:25,15.57,,,,,
423,06/03/2025 19:39:25,15.48,,,,,
424,06/03/2025 19:44:25,15.31,,,,,
425,06/03/2025 19:49:25,15.31,,,,,
426,06/03/2025 19:54:25,15.27,,,,,
427,06/03/2025 19:59:25,15.14,,,,,
428,06/03/2025 20:04:25,14.97,,,,,
429,06/03/2025 20:09:25,14.88,,,,,
430,06/03/2025 20:14:25,14.75,,,,,
431,06/03/2025 20:19:25,14.75,,,,,
432,06/03/2025 20:24:25,14.58,,,,,
433,06/03/2025 20:29:25,14.50,,,,,
434,06/03/2025 20:34:25,14.41,,,,,
435,06/03/2025 20:39:25,14.41,,,,,
436,06/03/2025 20:44:25,14.24,,,,,
437,06/03/2025 20:49:25,14.33,,,,,
438,06/03/2025 20:54:25,14.33,,,,,
439,06/03/2025 20:59:25,14.20,,,,,
440,06/03/2025 21:04:25,14.07,,,,,
441,06/03/2025 21:09:25,14.15,,,,,
442,06/03/2025 21:14:25,14.24,,,,,
443,06/03/2025 21:19:25,14.33,,,,,
444,06/03/2025 21:24:25,14.33,,,,,
445,06/03/2025 21:29:25,14.33,,,,,
446,06/03/2025 21:34:25,14.28,,,,,
447,06/03/2025 21:39:25,14.33,,,,,
448,06/03/2025 21:44:25,14.28,,,,,
449,06/03/2025 21:49:25,14.33,,,,,
450,06/03/2025 21:54:25,14.41,,,,,
451,06/03/2025 21:59:25,14.33,,,,,
452,06/03/2025 22:04:25,14.28,,,,,
453,06/03/2025 22:09:25,14.24,,,,,
454,06/03/2025 22:14:25,14.28,,,,,
455,06/03/2025 22:19:25,14.24,,,,,
456,06/03/2025 22:24:25,14.33,,,,,
457,06/03/2025 22:29:25,14.28,,,,,
458,06/03/2025 22:34:25,14.20,,,,,
459,06/03/2025 22:39:25,14.11,,,,,
460,06/03/2025 22:44:25,14.03,,,,,
461,06/03/2025 22:49:25,13.94,,,,,
462,06/03/2025 22:54:25,13.85,,,,,
463,06/03/2025 22:59:25,13.85,,,,,
464,06/03/2025 23:04:25,13.81,,,,,
465,06/03/2025 23:09:25,13.77,,,,,
466,06/03/2025 23:14:25,13.68,,,,,
467,06/03/2025 23:19:25,13.55,,,,,
468,06/03/2025 23:24:25,13.51,,,,,
469,06/03/2025 23:29:25,13.43,,,,,
470,06/03/2025 23:34:25,13.38,,,,,
471,06/03/2025 23:39:25,13.21,,,,,
472,06/03/2025 23:44:25,13.21,,,,,
473,06/03/2025 23:49:25,13.21,,,,,
474,06/03/2025 23:54:25,13.17,,,,,
475,06/03/2025 23:59:25,13.12,,,,,
476,06/04/2025 00:04:25,13.04,,,,,
477,06/04/2025 00:09:25,13.00,,,,,
478,06/04/2025 00:14:25,12.95,,,,,
479,06/04/2025 00:19:25,12.95,,,,,
480,06/04/2025 00:24:25,12.91,,,,,
481,06/04/2025 00:29:25,12.87,,,,,
482,06/04/2025 00:34:25,12.82,,,,,
483,06/04/2025 00:39:25,12.87,,,,,
484,06/04/2025 00:44:25,12.78,,,,,
485,06/04/2025 00:49:25,12.70,,,,,
486,06/04/2025 00:54:25,12.70,,,,,
487,06/04/2025 00:59:25,12.61,,,,,
488,06/04/2025 01:04:25,12.57,,,,,
489,06/04/2025 01:09:25,12.52,,,,,
490,06/04/2025 01:14:25,12.48,,,,,
491,06/04/2025 01:19:25,12.35,,,,,
492,06/04/2025 01:24:25,12.31,,,,,
493,06/04/2025 01:29:25,12.35,,,,,
494,06/04/2025 01:34:25,12.27,,,,,
495,06/04/2025 01:39:25,12.27,,,,,
496,06/04/2025 01:44:25,12.22,,,,,
497,06/04/2025 01:49:25,12.18,,,,,
498,06/04/2025 01:54:25,12.14,,,,,
499,06/04/2025 01:59:25,12.14,,,,,
500,06/04/2025 02:04:25,12.10,,,,,
501,06/04/2025 02:09:25,12.01,,,,,
502,06/04/2025 02:14:25,12.10,,,,,
503,06/04/2025 02:19:25,12.10,,,,,
504,06/04/2025 02:24:25,12.05,,,,,
505,06/04/2025 02:29:25,12.05,,,,,
506,06/04/2025 02:34:25,11.97,,,,,
507,06/04/2025 02:39:25,12.01,,,,,
508,06/04/2025 02:44:25,12.01,,,,,
509,06/04/2025 02:49:25,11.92,,,,,
510,06/04/2025 02:54:25,11.88,,,,,
511,06/04/2025 02:59:25,11.84,,,,,
512,06/04/2025 03:04:25,11.84,,,,,
513,06/04/2025 03:09:25,11.79,,,,,
514,06/04/2025 03:14:25,11.92,,,,,
515,06/04/2025 03:19:25,11.88,,,,,
516,06/04/2025 03:24:25,12.01,,,,,
517,06/04/2025 03:29:25,12.01,,,,,
518,06/04/2025 03:34:25,12.01,,,,,
519,06/04/2025 03:39:25,11.97,,,,,
520,06/04/2025 03:44:25,11.97,,,,,
521,06/04/2025 03:49:25,11.97,,,,,
522,06/04/2025 03:54:25,12.01,,,,,
523,06/04/2025 03:59:25,12.01,,,,,
524,06/04/2025 04:04:25,12.05,,,,,
525,06/04/2025 04:09:25,12.05,,,,,
526,06/04/2025 04:14:25,12.01,,,,,
527,06/04/2025 04:19:25,12.01,,,,,
528,06/04/2025 04:24:25,12.01,,,,,
529,06/04/2025 04:29:25,11.97,,,,,
530,06/04/2025 04:34:25,11.92,,,,,
531,06/04/2025 04:39:25,11.84,,,,,
532,06/04/2025 04:44:25,11.79,,,,,
533,06/04/2025 04:49:25,11.75,,,,,
534,06/04/2025 04:54:25,11.84,,,,,
535,06/04/2025 04:59:25,11.92,,,,,
536,06/04/2025 05:04:25,11.88,,,,,
537,06/04/2025 05:09:25,11.92,,,,,
538,06/04/2025 05:14:25,11.92,,,,,
539,06/04/2025 05:19:25,11.88,,,,,
540,06/04/2025 05:24:25,11.88,,,,,
541,06/04/2025 05:29:25,11.92,,,,,
542,06/04/2025 05:34:25,11.88,,,,,
543,06/04/2025 05:39:25,11.92,,,,,
544,06/04/2025 05:44:25,12.01,,,,,
545,06/04/2025 05:49:25,12.18,,,,,
546,06/04/2025 05:54:25,12.27,,,,,
547,06/04/2025 05:59:25,12.31,,,,,
548,06/04/2025 06:04:25,12.35,,,,,
549,06/04/2025 06:09:25,12.48,,,,,
550,06/04/2025 06:14:25,12.52,,,,,
551,06/04/2025 06:19:25,12.57,,,,,
552,06/04/2025 06:24:25,12.65,,,,,
553,06/04/2025 06:29:25,12.78,,,,,
554,06/04/2025 06:34:25,13.04,,,,,
555,06/04/2025 06:39:25,13.25,,,,,
556,06/04/2025 06:44:25,13.55,,,,,
557,06/04/2025 06:49:25,13.73,,,,,
558,06/04/2025 06:54:25,13.85,,,,,
559,06/04/2025 06:59:25,14.03,,,,,
560,06/04/2025 07:04:25,14.24,,,,,
561,06/04/2025 07:09:25,14.63,,,,,
562,06/04/2025 07:14:25,14.88,,,,,
563,06/04/2025 07:19:25,15.10,,,,,
564,06/04/2025 07:24:25,15.18,,,,,
565,06/04/2025 07:29:25,15.53,,,,,
566,06/04/2025 07:34:25,15.74,,,,,
567,06/04/2025 07:39:25,15.87,,,,,
568,06/04/2025 07:44:25,16.00,,,,,
569,06/04/2025 07:49:25,16.26,,,,,
570,06/04/2025 07:54:25,16.47,,,,,
571,06/04/2025 07:59:25,16.69,,,,,
572,06/04/2025 08:04:25,16.86,,,,,
573,06/04/2025 08:09:25,17.16,,,,,
574,06/04/2025 08:14:25,17.76,,,,,
575,06/04/2025 08:19:25,17.97,,,,,
576,06/04/2025 08:24:25,18.44,,,,,
577,06/04/2025 08:29:25,18.14,,,,,
578,06/04/2025 08:34:25,18.23,,,,,
579,06/04/2025 08:39:25,18.40,,,,,
580,06/04/2025 08:44:25,18.92,,,,,
581,06/04/2025 08:49:25,19.65,,,,,
