#,Date-Time (EDT),Temperature   (°C),Light   (lux),Started,Button Down,Button Up,Host Connected,End of File
1447,06/07/2025 08:52:35,17.67,1934.08,,,,,
1448,06/07/2025 08:57:35,17.41,1943.04,,,,,
1449,06/07/2025 09:02:35,16.94,2070.40,,,,,
1450,06/07/2025 09:07:35,16.64,1628.80,,,,,
1451,06/07/2025 09:12:35,16.47,1864.32,,,,,
1452,06/07/2025 09:17:35,16.43,2229.12,,,,,
1453,06/07/2025 09:22:35,16.39,2070.40,,,,,
1454,06/07/2025 09:27:35,16.47,2421.76,,,,,
1455,06/07/2025 09:32:35,16.43,1997.44,,,,,
1456,06/07/2025 09:37:35,16.39,1485.44,,,,,
1457,06/07/2025 09:42:35,16.47,1606.40,,,,,
1458,06/07/2025 09:47:35,16.43,1779.20,,,,,
1459,06/07/2025 09:52:35,16.51,1765.76,,,,,
1460,06/07/2025 09:57:35,16.43,1723.52,,,,,
1461,06/07/2025 10:02:35,16.47,1568.00,,,,,
1462,06/07/2025 10:07:35,16.56,1672.32,,,,,
1463,06/07/2025 10:12:35,16.56,1428.48,,,,,
1464,06/07/2025 10:17:35,16.56,1390.08,,,,,
1465,06/07/2025 10:22:35,16.56,1496.96,,,,,
1466,06/07/2025 10:27:35,16.60,1508.48,,,,,
1467,06/07/2025 10:32:35,16.64,1683.20,,,,,
1468,06/07/2025 10:37:35,16.69,1379.20,,,,,
1469,06/07/2025 10:42:35,16.69,1060.80,,,,,
1470,06/07/2025 10:47:35,16.77,1202.24,,,,,
1471,06/07/2025 10:52:35,16.77,2666.24,,,,,
1472,06/07/2025 10:57:35,16.81,2803.20,,,,,
1473,06/07/2025 11:02:35,16.81,2462.08,,,,,
1474,06/07/2025 11:07:35,16.86,2169.60,,,,,
1475,06/07/2025 11:12:35,16.90,2407.68,,,,,
1476,06/07/2025 11:17:35,16.90,1772.80,,,,,
1477,06/07/2025 11:22:35,16.94,1723.52,,,,,
1478,06/07/2025 11:27:35,16.94,1431.68,,,,,
1479,06/07/2025 11:32:35,17.03,1833.60,,,,,
1480,06/07/2025 11:37:35,17.03,1682.56,,,,,
1481,06/07/2025 11:42:35,17.07,1445.76,,,,,
1482,06/07/2025 11:47:35,17.07,1181.76,,,,,
1483,06/07/2025 11:52:35,17.11,981.76,,,,,
1484,06/07/2025 11:57:35,17.16,1208.96,,,,,
1485,06/07/2025 12:02:35,17.20,1438.08,,,,,
1486,06/07/2025 12:07:35,17.20,1889.92,,,,,
1487,06/07/2025 12:12:35,17.37,2790.40,,,,,
1488,06/07/2025 12:17:35,17.46,1261.12,,,,,
1489,06/07/2025 12:22:35,17.67,1025.92,,,,,
1490,06/07/2025 12:27:35,17.67,1241.28,,,,,
1491,06/07/2025 12:32:35,17.59,1038.72,,,,,
1492,06/07/2025 12:37:35,17.72,1600.00,,,,,
1493,06/07/2025 12:42:35,17.80,1322.24,,,,,
1494,06/07/2025 12:47:35,17.89,1495.04,,,,,
1495,06/07/2025 12:52:35,17.89,2450.56,,,,,
1496,06/07/2025 12:57:35,17.97,3124.48,,,,,
1497,06/07/2025 13:02:35,17.93,2688.00,,,,,
1498,06/07/2025 13:07:35,18.06,2929.92,,,,,
1499,06/07/2025 13:12:35,18.14,2562.56,,,,,
1500,06/07/2025 13:17:35,18.10,2087.68,,,,,
1501,06/07/2025 13:22:35,18.10,1314.56,,,,,
1502,06/07/2025 13:27:35,18.19,1796.48,,,,,
1503,06/07/2025 13:32:35,18.23,1644.16,,,,,
1504,06/07/2025 13:37:35,18.23,2205.44,,,,,
1505,06/07/2025 13:42:35,18.23,2164.48,,,,,
1506,06/07/2025 13:47:35,18.27,2672.64,,,,,
1507,06/07/2025 13:52:35,18.23,2198.40,,,,,
1508,06/07/2025 13:57:35,18.27,2371.84,,,,,
1509,06/07/2025 14:02:35,18.32,2261.12,,,,,
1510,06/07/2025 14:07:35,18.27,1669.76,,,,,
1511,06/07/2025 14:12:35,18.27,2574.72,,,,,
1512,06/07/2025 14:17:35,18.32,2588.16,,,,,
1513,06/07/2025 14:22:35,18.23,1939.20,,,,,
1514,06/07/2025 14:27:35,18.27,1929.60,,,,,
1515,06/07/2025 14:32:35,18.27,2115.20,,,,,
1516,06/07/2025 14:37:35,18.27,1806.72,,,,,
1517,06/07/2025 14:42:35,18.27,1630.08,,,,,
1518,06/07/2025 14:47:35,18.23,1830.40,,,,,
1519,06/07/2025 14:52:35,18.27,1709.44,,,,,
1520,06/07/2025 14:57:35,18.27,1390.08,,,,,
1521,06/07/2025 15:02:35,18.32,2110.08,,,,,
1522,06/07/2025 15:07:35,18.32,1815.04,,,,,
1523,06/07/2025 15:12:35,18.27,1763.84,,,,,
1524,06/07/2025 15:17:35,18.32,1356.80,,,,,
1525,06/07/2025 15:22:35,18.32,2932.48,,,,,
1526,06/07/2025 15:27:35,18.40,3637.76,,,,,
1527,06/07/2025 15:32:35,18.36,3640.32,,,,,
1528,06/07/2025 15:37:35,18.40,3619.84,,,,,
1529,06/07/2025 15:42:35,18.40,3083.52,,,,,
1530,06/07/2025 15:47:35,18.36,2486.40,,,,,
1531,06/07/2025 15:52:35,18.32,2700.80,,,,,
1532,06/07/2025 15:57:35,18.40,3031.04,,,,,
1533,06/07/2025 16:02:35,18.36,3160.32,,,,,
1534,06/07/2025 16:07:35,18.36,2734.08,,,,,
1535,06/07/2025 16:12:35,18.36,2823.68,,,,,
1536,06/07/2025 16:17:35,18.36,3069.44,,,,,
1537,06/07/2025 16:22:35,18.32,2489.60,,,,,
1538,06/07/2025 16:27:35,18.32,2499.84,,,,,
1539,06/07/2025 16:32:35,18.36,2147.20,,,,,
1540,06/07/2025 16:37:35,18.36,2031.36,,,,,
1541,06/07/2025 16:42:35,18.36,1850.88,,,,,
1542,06/07/2025 16:47:35,18.27,1559.04,,,,,
1543,06/07/2025 16:52:35,18.32,1392.00,,,,,
1544,06/07/2025 16:57:35,18.27,1499.52,,,,,
1545,06/07/2025 17:02:35,18.23,1571.84,,,,,
1546,06/07/2025 17:07:35,18.23,1687.68,,,,,
1547,06/07/2025 17:12:35,18.27,1587.20,,,,,
1548,06/07/2025 17:17:35,18.27,1174.08,,,,,
1549,06/07/2025 17:22:35,18.23,1197.12,,,,,
1550,06/07/2025 17:27:35,18.27,1077.12,,,,,
1551,06/07/2025 17:32:35,18.27,944.32,,,,,
1552,06/07/2025 17:37:35,18.23,908.48,,,,,
1553,06/07/2025 17:42:35,18.27,937.28,,,,,
1554,06/07/2025 17:47:35,18.23,715.52,,,,,
1555,06/07/2025 17:52:35,18.10,330.88,,,,,
1556,06/07/2025 17:57:35,18.06,200.96,,,,,
1557,06/07/2025 18:02:35,18.06,359.04,,,,,
1558,06/07/2025 18:07:35,17.97,261.84,,,,,
1559,06/07/2025 18:12:35,18.02,215.60,,,,,
1560,06/07/2025 18:17:35,17.97,520.64,,,,,
1561,06/07/2025 18:22:35,17.93,463.52,,,,,
1562,06/07/2025 18:27:35,17.93,591.68,,,,,
1563,06/07/2025 18:32:35,17.89,471.20,,,,,
1564,06/07/2025 18:37:35,17.84,358.24,,,,,
1565,06/07/2025 18:42:35,17.80,235.20,,,,,
1566,06/07/2025 18:47:35,17.80,183.04,,,,,
1567,06/07/2025 18:52:35,17.80,159.96,,,,,
1568,06/07/2025 18:57:35,17.80,159.00,,,,,
1569,06/07/2025 19:02:35,17.80,169.28,,,,,
1570,06/07/2025 19:07:35,17.80,167.60,,,,,
1571,06/07/2025 19:12:35,17.80,221.60,,,,,
1572,06/07/2025 19:17:35,17.80,193.28,,,,,
1573,06/07/2025 19:22:35,17.80,121.44,,,,,
1574,06/07/2025 19:27:35,17.80,106.84,,,,,
1575,06/07/2025 19:32:35,17.80,104.28,,,,,
1576,06/07/2025 19:37:35,17.80,118.88,,,,,
1577,06/07/2025 19:42:35,17.80,109.40,,,,,
1578,06/07/2025 19:47:35,17.80,98.32,,,,,
1579,06/07/2025 19:52:35,17.84,94.08,,,,,
1580,06/07/2025 19:57:35,17.80,79.50,,,,,
1581,06/07/2025 20:02:35,17.80,54.28,,,,,
1582,06/07/2025 20:07:35,17.80,41.44,,,,,
1583,06/07/2025 20:12:35,17.76,18.78,,,,,
1584,06/07/2025 20:17:35,17.80,9.18,,,,,
1585,06/07/2025 20:22:35,17.76,5.56,,,,,
1586,06/07/2025 20:27:35,17.76,5.77,,,,,
1587,06/07/2025 20:32:35,17.76,3.61,,,,,
1588,06/07/2025 20:37:35,17.76,1.70,,,,,
1589,06/07/2025 20:42:35,17.72,0.63,,,,,
1590,06/07/2025 20:47:35,17.76,0.00,,,,,
1591,06/07/2025 20:52:35,17.72,0.00,,,,,
1592,06/07/2025 20:57:35,17.76,0.00,,,,,
1593,06/07/2025 21:02:35,17.67,0.00,,,,,
1594,06/07/2025 21:07:35,17.59,0.00,,,,,
1595,06/07/2025 21:12:35,17.54,0.00,,,,,
1596,06/07/2025 21:17:35,17.46,0.00,,,,,
1597,06/07/2025 21:22:35,17.37,0.00,,,,,
1598,06/07/2025 21:27:35,17.33,0.00,,,,,
1599,06/07/2025 21:32:35,17.37,0.00,,,,,
1600,06/07/2025 21:37:35,17.33,0.00,,,,,
1601,06/07/2025 21:42:35,17.29,0.00,,,,,
1602,06/07/2025 21:47:35,17.29,0.00,,,,,
1603,06/07/2025 21:52:35,17.16,0.00,,,,,
1604,06/07/2025 21:57:35,17.11,0.00,,,,,
1605,06/07/2025 22:02:35,16.81,0.00,,,,,
1606,06/07/2025 22:07:35,16.51,0.00,,,,,
1607,06/07/2025 22:12:35,16.30,0.00,,,,,
1608,06/07/2025 22:17:35,16.08,0.00,,,,,
1609,06/07/2025 22:22:35,16.00,0.00,,,,,
1610,06/07/2025 22:27:35,15.91,0.00,,,,,
1611,06/07/2025 22:32:35,15.91,0.00,,,,,
1612,06/07/2025 22:37:35,15.87,0.00,,,,,
1613,06/07/2025 22:42:35,15.91,0.00,,,,,
1614,06/07/2025 22:47:35,15.87,0.00,,,,,
1615,06/07/2025 22:52:35,15.83,0.00,,,,,
1616,06/07/2025 22:57:35,15.83,0.00,,,,,
1617,06/07/2025 23:02:35,15.83,0.00,,,,,
1618,06/07/2025 23:07:35,15.78,0.00,,,,,
1619,06/07/2025 23:12:35,15.78,0.00,,,,,
1620,06/07/2025 23:17:35,15.83,0.00,,,,,
1621,06/07/2025 23:22:35,15.83,0.00,,,,,
1622,06/07/2025 23:27:35,15.91,0.00,,,,,
1623,06/07/2025 23:32:35,15.96,0.00,,,,,
1624,06/07/2025 23:37:35,15.96,0.00,,,,,
1625,06/07/2025 23:42:35,16.04,0.00,,,,,
1626,06/07/2025 23:47:35,16.04,0.00,,,,,
1627,06/07/2025 23:52:35,16.13,0.00,,,,,
1628,06/07/2025 23:57:35,16.08,0.00,,,,,
1629,06/08/2025 00:02:35,16.13,0.00,,,,,
1630,06/08/2025 00:07:35,16.13,0.00,,,,,
1631,06/08/2025 00:12:35,16.13,0.00,,,,,
1632,06/08/2025 00:17:35,16.21,0.00,,,,,
1633,06/08/2025 00:22:35,16.34,0.00,,,,,
1634,06/08/2025 00:27:35,16.43,0.00,,,,,
1635,06/08/2025 00:32:35,16.47,0.00,,,,,
1636,06/08/2025 00:37:35,16.60,0.00,,,,,
1637,06/08/2025 00:42:35,16.56,0.00,,,,,
1638,06/08/2025 00:47:35,16.64,0.00,,,,,
1639,06/08/2025 00:52:35,16.64,0.00,,,,,
1640,06/08/2025 00:57:35,16.77,0.00,,,,,
1641,06/08/2025 01:02:35,16.77,0.00,,,,,
1642,06/08/2025 01:07:35,16.81,0.00,,,,,
1643,06/08/2025 01:12:35,16.86,0.00,,,,,
1644,06/08/2025 01:17:35,16.94,0.00,,,,,
1645,06/08/2025 01:22:35,17.11,0.00,,,,,
1646,06/08/2025 01:27:35,17.16,0.00,,,,,
1647,06/08/2025 01:32:35,17.20,0.00,,,,,
1648,06/08/2025 01:37:35,17.24,0.00,,,,,
1649,06/08/2025 01:42:35,17.24,0.00,,,,,
1650,06/08/2025 01:47:35,17.29,0.00,,,,,
1651,06/08/2025 01:52:35,17.33,0.00,,,,,
1652,06/08/2025 01:57:35,17.33,0.00,,,,,
1653,06/08/2025 02:02:35,17.33,0.00,,,,,
1654,06/08/2025 02:07:35,17.29,0.00,,,,,
1655,06/08/2025 02:12:35,17.33,0.00,,,,,
1656,06/08/2025 02:17:35,17.33,0.00,,,,,
1657,06/08/2025 02:22:35,17.41,0.00,,,,,
1658,06/08/2025 02:27:35,17.41,0.00,,,,,
1659,06/08/2025 02:32:35,17.41,0.00,,,,,
1660,06/08/2025 02:37:35,17.50,0.00,,,,,
1661,06/08/2025 02:42:35,17.50,0.00,,,,,
1662,06/08/2025 02:47:35,17.54,0.00,,,,,
1663,06/08/2025 02:52:35,17.50,0.00,,,,,
1664,06/08/2025 02:57:35,17.59,0.00,,,,,
1665,06/08/2025 03:02:35,17.54,0.00,,,,,
1666,06/08/2025 03:07:35,17.50,0.00,,,,,
1667,06/08/2025 03:12:35,17.50,0.00,,,,,
1668,06/08/2025 03:17:35,17.63,0.00,,,,,
1669,06/08/2025 03:22:35,17.59,0.00,,,,,
1670,06/08/2025 03:27:35,17.59,0.00,,,,,
1671,06/08/2025 03:32:35,17.67,0.00,,,,,
1672,06/08/2025 03:37:35,17.63,0.00,,,,,
1673,06/08/2025 03:42:35,17.63,0.00,,,,,
1674,06/08/2025 03:47:35,17.63,0.00,,,,,
1675,06/08/2025 03:52:35,17.63,0.00,,,,,
1676,06/08/2025 03:57:35,17.59,0.00,,,,,
1677,06/08/2025 04:02:35,17.63,0.00,,,,,
1678,06/08/2025 04:07:35,17.63,0.00,,,,,
1679,06/08/2025 04:12:35,17.63,0.00,,,,,
1680,06/08/2025 04:17:35,17.63,0.00,,,,,
1681,06/08/2025 04:22:35,17.63,0.42,,,,,
1682,06/08/2025 04:27:35,17.59,1.27,,,,,
1683,06/08/2025 04:32:35,17.63,3.21,,,,,
1684,06/08/2025 04:37:35,17.63,7.26,,,,,
1685,06/08/2025 04:42:35,17.63,16.01,,,,,
1686,06/08/2025 04:47:35,17.59,29.53,,,,,
1687,06/08/2025 04:52:35,17.67,53.48,,,,,
1688,06/08/2025 04:57:35,17.63,83.84,,,,,
1689,06/08/2025 05:02:35,17.67,142.92,,,,,
1690,06/08/2025 05:07:35,17.67,202.88,,,,,
1691,06/08/2025 05:12:35,17.67,278.24,,,,,
1692,06/08/2025 05:17:35,17.67,369.76,,,,,
1693,06/08/2025 05:22:35,17.67,482.72,,,,,
1694,06/08/2025 05:27:35,17.72,587.04,,,,,
1695,06/08/2025 05:32:35,17.72,703.36,,,,,
1696,06/08/2025 05:37:35,17.72,839.04,,,,,
1697,06/08/2025 05:42:35,17.72,957.12,,,,,
1698,06/08/2025 05:47:35,17.80,1058.24,,,,,
1699,06/08/2025 05:52:35,17.76,1144.32,,,,,
1700,06/08/2025 05:57:35,17.80,1178.24,,,,,
1701,06/08/2025 06:02:35,17.76,1292.48,,,,,
1702,06/08/2025 06:07:35,17.80,1411.84,,,,,
1703,06/08/2025 06:12:35,17.72,1520.64,,,,,
1704,06/08/2025 06:17:35,17.76,1674.88,,,,,
1705,06/08/2025 06:22:35,17.72,1789.44,,,,,
1706,06/08/2025 06:27:35,17.72,1909.12,,,,,
1707,06/08/2025 06:32:35,17.67,2023.04,,,,,
1708,06/08/2025 06:37:35,17.63,2190.08,,,,,
1709,06/08/2025 06:42:35,17.67,2324.48,,,,,
1710,06/08/2025 06:47:35,17.59,2389.12,,,,,
1711,06/08/2025 06:52:35,17.63,2451.84,,,,,
1712,06/08/2025 06:57:35,17.59,2376.96,,,,,
1713,06/08/2025 07:02:35,17.72,2414.72,,,,,
1714,06/08/2025 07:07:35,17.67,2639.36,,,,,
1715,06/08/2025 07:12:35,17.67,2711.04,,,,,
1716,06/08/2025 07:17:35,17.63,2959.36,,,,,
1717,06/08/2025 07:22:35,17.63,3061.76,,,,,
1718,06/08/2025 07:27:35,17.63,3251.20,,,,,
1719,06/08/2025 07:32:35,17.67,3324.16,,,,,
1720,06/08/2025 07:37:35,17.67,3416.32,,,,,
1721,06/08/2025 07:42:35,17.72,3572.48,,,,,
1722,06/08/2025 07:47:35,17.72,3660.80,,,,,
1723,06/08/2025 07:52:35,17.76,3763.20,,,,,
1724,06/08/2025 07:57:35,17.72,3841.28,,,,,
1725,06/08/2025 08:02:35,17.76,3831.04,,,,,
1726,06/08/2025 08:07:35,17.72,3738.88,,,,,
1727,06/08/2025 08:12:35,17.72,3828.48,,,,,
1728,06/08/2025 08:17:35,17.76,3824.64,,,,,
1729,06/08/2025 08:22:35,17.72,3923.20,,,,,
1730,06/08/2025 08:27:35,17.72,4089.60,,,,,
1731,06/08/2025 08:32:35,17.76,4128.00,,,,,
1732,06/08/2025 08:37:35,17.76,4179.20,,,,,
1733,06/08/2025 08:42:35,17.76,4271.36,,,,,
1734,06/08/2025 08:47:35,17.72,4130.56,,,,,
1735,06/08/2025 08:52:35,17.67,4308.48,,,,,
1736,06/08/2025 08:57:35,17.16,4392.96,,,,,
1737,06/08/2025 09:02:35,16.69,4642.56,,,,,
1738,06/08/2025 09:07:35,16.08,5104.64,,,,,
1739,06/08/2025 09:12:35,15.61,5437.44,,,,,
1740,06/08/2025 09:17:35,15.31,5527.04,,,,,
1741,06/08/2025 09:22:35,15.06,5606.40,,,,,
1742,06/08/2025 09:27:35,15.01,5877.76,,,,,
1743,06/08/2025 09:32:35,14.84,6003.20,,,,,
1744,06/08/2025 09:37:35,14.71,6082.56,,,,,
1745,06/08/2025 09:42:35,14.58,6269.44,,,,,
1746,06/08/2025 09:47:35,14.58,7144.96,,,,,
1747,06/08/2025 09:52:35,14.54,7178.24,,,,,
1748,06/08/2025 09:57:35,14.58,7452.16,,,,,
1749,06/08/2025 10:02:35,14.54,7431.68,,,,,
1750,06/08/2025 10:07:35,14.54,7498.24,,,,,
1751,06/08/2025 10:12:35,14.58,7744.00,,,,,
1752,06/08/2025 10:17:35,14.50,7813.12,,,,,
1753,06/08/2025 10:22:35,14.41,8296.96,,,,,
1754,06/08/2025 10:27:35,14.37,8138.24,,,,,
1755,06/08/2025 10:32:35,14.37,8445.44,,,,,
1756,06/08/2025 10:37:35,14.37,9195.52,,,,,
1757,06/08/2025 10:42:35,14.45,9216.00,,,,,
1758,06/08/2025 10:47:35,14.45,10007.04,,,,,
1759,06/08/2025 10:52:35,14.50,9100.80,,,,,
1760,06/08/2025 10:57:35,14.50,9039.36,,,,,
1761,06/08/2025 11:02:35,14.50,10027.52,,,,,
1762,06/08/2025 11:07:35,14.50,10401.28,,,,,
1763,06/08/2025 11:12:35,14.63,10368.00,,,,,
1764,06/08/2025 11:17:35,14.63,10680.32,,,,,
1765,06/08/2025 11:22:35,14.80,10813.44,,,,,
1766,06/08/2025 11:27:35,14.80,11356.16,,,,,
1767,06/08/2025 11:32:35,14.88,11151.36,,,,,
1768,06/08/2025 11:37:35,14.93,10726.40,,,,,
1769,06/08/2025 11:42:35,14.93,11811.84,,,,,
1770,06/08/2025 11:47:35,14.97,12103.68,,,,,
1771,06/08/2025 11:52:35,15.06,12518.40,,,,,
1772,06/08/2025 11:57:35,15.06,12231.68,,,,,
1773,06/08/2025 12:02:35,15.06,11299.84,,,,,
1774,06/08/2025 12:07:35,15.18,12436.48,,,,,
1775,06/08/2025 12:12:35,15.10,12922.88,,,,,
1776,06/08/2025 12:17:35,15.23,12410.88,,,,,
1777,06/08/2025 12:22:35,15.31,12759.04,,,,,
1778,06/08/2025 12:27:35,15.31,13419.52,,,,,
1779,06/08/2025 12:32:35,15.48,13808.64,,,,,
1780,06/08/2025 12:37:35,15.61,14151.68,,,,,
1781,06/08/2025 12:42:35,15.66,13711.36,,,,,
1782,06/08/2025 12:47:35,15.57,7106.56,,,,,
1783,06/08/2025 12:52:35,15.70,15467.52,,,,,
1784,06/08/2025 12:57:35,15.70,14295.04,,,,,
1785,06/08/2025 13:02:35,15.70,6663.68,,,,,
1786,06/08/2025 13:07:35,15.91,14853.12,,,,,
1787,06/08/2025 13:12:35,16.17,17607.68,,,,,
1788,06/08/2025 13:17:35,16.43,16512.00,,,,,
1789,06/08/2025 13:22:35,16.69,18211.84,,,,,
1790,06/08/2025 13:27:35,16.77,19025.92,,,,,
1791,06/08/2025 13:32:35,16.73,9482.24,,,,,
1792,06/08/2025 13:37:35,17.03,16921.60,,,,,
1793,06/08/2025 13:42:35,17.37,17320.96,,,,,
1794,06/08/2025 13:47:35,17.50,19527.68,,,,,
1795,06/08/2025 13:52:35,17.59,18616.32,,,,,
1796,06/08/2025 13:57:35,17.84,21145.60,,,,,
1797,06/08/2025 14:02:35,18.14,22251.52,,,,,
1798,06/08/2025 14:07:35,18.27,19404.80,,,,,
1799,06/08/2025 14:12:35,18.74,24924.16,,,,,
1800,06/08/2025 14:17:35,19.13,19015.68,,,,,
1801,06/08/2025 14:22:35,19.43,21145.60,,,,,
1802,06/08/2025 14:27:35,19.39,21022.72,,,,,
1803,06/08/2025 14:32:35,19.56,20843.52,,,,,
1804,06/08/2025 14:37:35,19.99,20357.12,,,,,
1805,06/08/2025 14:42:35,19.99,19174.40,,,,,
1806,06/08/2025 14:47:35,20.12,22476.80,,,,,
1807,06/08/2025 14:52:35,20.25,21176.32,,,,,
1808,06/08/2025 14:57:35,20.33,20531.20,,,,,
1809,06/08/2025 15:02:35,20.59,20203.52,,,,,
1810,06/08/2025 15:07:35,20.72,18631.68,,,,,
1811,06/08/2025 15:12:35,20.85,23685.12,,,,,
1812,06/08/2025 15:17:35,20.85,21063.68,,,,,
1813,06/08/2025 15:22:35,21.02,19834.88,,,,,
1814,06/08/2025 15:27:35,21.19,17551.36,,,,,
1815,06/08/2025 15:32:35,21.15,18872.32,,,,,
1816,06/08/2025 15:37:35,21.15,18641.92,,,,,
1817,06/08/2025 15:42:35,21.23,19046.40,,,,,
1818,06/08/2025 15:47:35,21.23,19220.48,,,,,
1819,06/08/2025 15:52:35,21.19,14853.12,,,,,
1820,06/08/2025 15:57:35,21.19,17643.52,,,,,
1821,06/08/2025 16:02:35,21.19,19118.08,,,,,
1822,06/08/2025 16:07:35,21.23,14474.24,,,,,
1823,06/08/2025 16:12:35,21.28,19440.64,,,,,
1824,06/08/2025 16:17:35,21.32,16189.44,,,,,
1825,06/08/2025 16:22:35,21.15,13998.08,,,,,
1826,06/08/2025 16:27:35,21.10,15278.08,,,,,
1827,06/08/2025 16:32:35,21.10,14371.84,,,,,
1828,06/08/2025 16:37:35,20.98,15303.68,,,,,
1829,06/08/2025 16:42:35,20.98,12677.12,,,,,
1830,06/08/2025 16:47:35,20.98,12825.60,,,,,
1831,06/08/2025 16:52:35,20.93,11392.00,,,,,
1832,06/08/2025 16:57:35,20.89,11960.32,,,,,
1833,06/08/2025 17:02:35,20.85,9774.08,,,,,
1834,06/08/2025 17:07:35,20.68,11156.48,,,,,
1835,06/08/2025 17:12:35,20.63,11494.40,,,,,
1836,06/08/2025 17:17:35,20.59,10368.00,,,,,
1837,06/08/2025 17:22:35,20.50,8936.96,,,,,
1838,06/08/2025 17:27:35,20.46,8281.60,,,,,
1839,06/08/2025 17:32:35,20.46,8732.16,,,,,
1840,06/08/2025 17:37:35,20.37,7751.68,,,,,
1841,06/08/2025 17:42:35,20.37,6679.04,,,,,
1842,06/08/2025 17:47:35,20.42,6827.52,,,,,
1843,06/08/2025 17:52:35,20.42,7185.92,,,,,
1844,06/08/2025 17:57:35,20.33,6051.84,,,,,
1845,06/08/2025 18:02:35,20.20,4168.96,,,,,
1846,06/08/2025 18:07:35,20.12,3129.60,,,,,
1847,06/08/2025 18:12:35,20.07,2757.12,,,,,
1848,06/08/2025 18:17:35,20.07,2574.72,,,,,
1849,06/08/2025 18:22:35,20.03,2549.12,,,,,
1850,06/08/2025 18:27:35,20.03,2522.24,,,,,
1851,06/08/2025 18:32:35,19.86,2392.32,,,,,
1852,06/08/2025 18:37:35,19.86,2108.16,,,,,
1853,06/08/2025 18:42:35,19.82,1857.92,,,,,
1854,06/08/2025 18:47:35,19.73,1719.04,,,,,
1855,06/08/2025 18:52:35,19.65,1569.28,,,,,
1856,06/08/2025 18:57:35,19.52,1491.84,,,,,
1857,06/08/2025 19:02:35,19.43,1355.52,,,,,
1858,06/08/2025 19:07:35,19.35,1301.12,,,,,
1859,06/08/2025 19:12:35,19.30,1266.24,,,,,
1860,06/08/2025 19:17:35,19.17,1097.60,,,,,
1861,06/08/2025 19:22:35,19.13,941.12,,,,,
1862,06/08/2025 19:27:35,19.09,836.80,,,,,
1863,06/08/2025 19:32:35,19.13,768.64,,,,,
1864,06/08/2025 19:37:35,19.09,657.60,,,,,
1865,06/08/2025 19:42:35,19.09,526.56,,,,,
1866,06/08/2025 19:47:35,19.09,403.52,,,,,
1867,06/08/2025 19:52:35,19.00,272.88,,,,,
1868,06/08/2025 19:57:35,19.05,180.48,,,,,
1869,06/08/2025 20:02:35,19.00,124.00,,,,,
1870,06/08/2025 20:07:35,19.05,94.08,,,,,
1871,06/08/2025 20:12:35,19.00,59.38,,,,,
1872,06/08/2025 20:17:35,19.05,35.87,,,,,
1873,06/08/2025 20:22:35,19.00,21.76,,,,,
1874,06/08/2025 20:27:35,19.00,12.16,,,,,
1875,06/08/2025 20:32:35,19.00,5.98,,,,,
1876,06/08/2025 20:37:35,18.96,2.55,,,,,
1877,06/08/2025 20:42:35,18.92,0.85,,,,,
1878,06/08/2025 20:47:35,18.92,0.21,,,,,
1879,06/08/2025 20:52:35,18.92,0.00,,,,,
1880,06/08/2025 20:57:35,19.00,0.00,,,,,
1881,06/08/2025 21:02:35,18.92,0.00,,,,,
1882,06/08/2025 21:07:35,18.92,0.00,,,,,
1883,06/08/2025 21:12:35,18.92,0.00,,,,,
1884,06/08/2025 21:17:35,18.96,0.00,,,,,
1885,06/08/2025 21:22:35,18.87,0.00,,,,,
1886,06/08/2025 21:27:35,18.92,0.00,,,,,
1887,06/08/2025 21:32:35,18.92,0.00,,,,,
1888,06/08/2025 21:37:35,18.92,0.00,,,,,
1889,06/08/2025 21:42:35,18.92,0.00,,,,,
1890,06/08/2025 21:47:35,18.87,0.00,,,,,
1891,06/08/2025 21:52:35,18.87,0.00,,,,,
1892,06/08/2025 21:57:35,18.87,0.00,,,,,
1893,06/08/2025 22:02:35,18.87,0.00,,,,,
1894,06/08/2025 22:07:35,18.83,0.00,,,,,
1895,06/08/2025 22:12:35,18.87,0.00,,,,,
1896,06/08/2025 22:17:35,18.83,0.00,,,,,
1897,06/08/2025 22:22:35,18.87,0.00,,,,,
1898,06/08/2025 22:27:35,18.83,0.00,,,,,
1899,06/08/2025 22:32:35,18.83,0.00,,,,,
1900,06/08/2025 22:37:35,18.83,0.00,,,,,
1901,06/08/2025 22:42:35,18.83,0.00,,,,,
1902,06/08/2025 22:47:35,18.83,0.00,,,,,
1903,06/08/2025 22:52:35,18.83,0.00,,,,,
1904,06/08/2025 22:57:35,18.74,0.00,,,,,
1905,06/08/2025 23:02:35,18.49,0.00,,,,,
1906,06/08/2025 23:07:35,18.40,0.00,,,,,
1907,06/08/2025 23:12:35,18.32,0.00,,,,,
1908,06/08/2025 23:17:35,18.27,0.00,,,,,
1909,06/08/2025 23:22:35,18.23,0.00,,,,,
1910,06/08/2025 23:27:35,18.19,0.00,,,,,
1911,06/08/2025 23:32:35,18.19,0.00,,,,,
1912,06/08/2025 23:37:35,18.10,0.00,,,,,
1913,06/08/2025 23:42:35,18.14,0.00,,,,,
1914,06/08/2025 23:47:35,18.19,0.00,,,,,
1915,06/08/2025 23:52:35,18.19,0.00,,,,,
1916,06/08/2025 23:57:35,18.19,0.00,,,,,
1917,06/09/2025 00:02:35,18.10,0.00,,,,,
