#,Date-Time (EDT),Temperature   (°C),Light   (lux),Started,Button Down,Button Up,Host Connected,End of File
3050,06/12/2025 22:22:35,16.60,0.00,,,,,
3051,06/12/2025 22:27:35,16.64,0.00,,,,,
3052,06/12/2025 22:32:35,16.64,0.00,,,,,
3053,06/12/2025 22:37:35,16.64,0.00,,,,,
3054,06/12/2025 22:42:35,16.60,0.00,,,,,
3055,06/12/2025 22:47:35,16.64,0.00,,,,,
3056,06/12/2025 22:52:35,16.64,0.00,,,,,
3057,06/12/2025 22:57:35,16.56,0.00,,,,,
3058,06/12/2025 23:02:35,16.30,0.00,,,,,
3059,06/12/2025 23:07:35,15.91,0.00,,,,,
3060,06/12/2025 23:12:35,15.48,0.00,,,,,
3061,06/12/2025 23:17:35,15.01,0.00,,,,,
3062,06/12/2025 23:22:35,14.41,0.00,,,,,
3063,06/12/2025 23:27:35,13.94,0.00,,,,,
3064,06/12/2025 23:32:35,13.60,0.00,,,,,
3065,06/12/2025 23:37:35,13.38,0.00,,,,,
3066,06/12/2025 23:42:35,13.25,0.00,,,,,
3067,06/12/2025 23:47:35,13.17,0.00,,,,,
3068,06/12/2025 23:52:35,13.08,0.00,,,,,
3069,06/12/2025 23:57:35,13.00,0.00,,,,,
3070,06/13/2025 00:02:35,12.87,0.00,,,,,
3071,06/13/2025 00:07:35,12.82,0.00,,,,,
3072,06/13/2025 00:12:35,12.74,0.00,,,,,
3073,06/13/2025 00:17:35,12.61,0.00,,,,,
3074,06/13/2025 00:22:35,12.52,0.00,,,,,
3075,06/13/2025 00:27:35,12.52,0.00,,,,,
3076,06/13/2025 00:32:35,12.44,0.00,,,,,
3077,06/13/2025 00:37:35,12.35,0.00,,,,,
3078,06/13/2025 00:42:35,12.35,0.00,,,,,
3079,06/13/2025 00:47:35,12.35,0.00,,,,,
3080,06/13/2025 00:52:35,12.31,0.00,,,,,
3081,06/13/2025 00:57:35,12.27,0.00,,,,,
3082,06/13/2025 01:02:35,12.22,0.00,,,,,
3083,06/13/2025 01:07:35,12.18,0.00,,,,,
3084,06/13/2025 01:12:35,12.14,0.00,,,,,
3085,06/13/2025 01:17:35,12.10,0.00,,,,,
3086,06/13/2025 01:22:35,12.10,0.00,,,,,
3087,06/13/2025 01:27:35,12.01,0.00,,,,,
3088,06/13/2025 01:32:35,11.92,0.00,,,,,
3089,06/13/2025 01:37:35,11.92,0.00,,,,,
3090,06/13/2025 01:42:35,11.92,0.00,,,,,
3091,06/13/2025 01:47:35,11.88,0.00,,,,,
3092,06/13/2025 01:52:35,11.88,0.00,,,,,
3093,06/13/2025 01:57:35,11.84,0.00,,,,,
3094,06/13/2025 02:02:35,11.79,0.00,,,,,
3095,06/13/2025 02:07:35,11.79,0.00,,,,,
3096,06/13/2025 02:12:35,11.79,0.00,,,,,
3097,06/13/2025 02:17:35,11.75,0.00,,,,,
3098,06/13/2025 02:22:35,11.71,0.00,,,,,
3099,06/13/2025 02:27:35,11.67,0.00,,,,,
3100,06/13/2025 02:32:35,11.67,0.00,,,,,
3101,06/13/2025 02:37:35,11.62,0.00,,,,,
3102,06/13/2025 02:42:35,11.62,0.00,,,,,
3103,06/13/2025 02:47:35,11.58,0.00,,,,,
3104,06/13/2025 02:52:35,11.62,0.00,,,,,
3105,06/13/2025 02:57:35,11.62,0.00,,,,,
3106,06/13/2025 03:02:35,11.58,0.00,,,,,
3107,06/13/2025 03:07:35,11.62,0.00,,,,,
3108,06/13/2025 03:12:35,11.67,0.00,,,,,
3109,06/13/2025 03:17:35,11.62,0.00,,,,,
3110,06/13/2025 03:22:35,11.62,0.00,,,,,
3111,06/13/2025 03:27:35,11.62,0.00,,,,,
3112,06/13/2025 03:32:35,11.62,0.00,,,,,
3113,06/13/2025 03:37:35,11.62,0.00,,,,,
3114,06/13/2025 03:42:35,11.67,0.00,,,,,
3115,06/13/2025 03:47:35,11.67,0.00,,,,,
3116,06/13/2025 03:52:35,11.67,0.00,,,,,
3117,06/13/2025 03:57:35,11.71,0.00,,,,,
3118,06/13/2025 04:02:35,11.75,0.00,,,,,
3119,06/13/2025 04:07:35,11.75,0.00,,,,,
3120,06/13/2025 04:12:35,11.84,0.00,,,,,
3121,06/13/2025 04:17:35,11.88,0.00,,,,,
3122,06/13/2025 04:22:35,11.97,0.00,,,,,
3123,06/13/2025 04:27:35,11.97,0.00,,,,,
3124,06/13/2025 04:32:35,12.10,0.42,,,,,
3125,06/13/2025 04:37:35,12.31,1.91,,,,,
3126,06/13/2025 04:42:35,12.27,4.89,,,,,
3127,06/13/2025 04:47:35,12.22,10.03,,,,,
3128,06/13/2025 04:52:35,12.40,18.84,,,,,
3129,06/13/2025 04:57:35,12.61,32.51,,,,,
3130,06/13/2025 05:02:35,12.65,56.84,,,,,
3131,06/13/2025 05:07:35,12.95,86.40,,,,,
3132,06/13/2025 05:12:35,13.04,134.32,,,,,
3133,06/13/2025 05:17:35,13.21,208.80,,,,,
3134,06/13/2025 05:22:35,13.34,319.92,,,,,
3135,06/13/2025 05:27:35,13.43,432.96,,,,,
3136,06/13/2025 05:32:35,13.51,545.76,,,,,
3137,06/13/2025 05:37:35,13.55,667.84,,,,,
3138,06/13/2025 05:42:35,13.60,822.08,,,,,
3139,06/13/2025 05:47:35,13.68,866.24,,,,,
3140,06/13/2025 05:52:35,13.77,931.52,,,,,
3141,06/13/2025 05:57:35,13.77,1023.36,,,,,
3142,06/13/2025 06:02:35,13.81,1119.68,,,,,
3143,06/13/2025 06:07:35,13.90,1259.20,,,,,
3144,06/13/2025 06:12:35,13.94,1489.92,,,,,
3145,06/13/2025 06:17:35,14.07,1811.84,,,,,
3146,06/13/2025 06:22:35,14.07,2106.24,,,,,
3147,06/13/2025 06:27:35,14.20,2302.08,,,,,
3148,06/13/2025 06:32:35,14.24,2700.80,,,,,
3149,06/13/2025 06:37:35,14.37,2945.28,,,,,
3150,06/13/2025 06:42:35,14.45,2844.16,,,,,
3151,06/13/2025 06:47:35,14.71,3851.52,,,,,
3152,06/13/2025 06:52:35,14.71,3664.64,,,,,
3153,06/13/2025 06:57:35,14.71,6231.04,,,,,
3154,06/13/2025 07:02:35,14.71,3280.64,,,,,
3155,06/13/2025 07:07:35,14.88,3537.92,,,,,
3156,06/13/2025 07:12:35,15.10,4247.04,,,,,
3157,06/13/2025 07:17:35,15.06,7493.12,,,,,
3158,06/13/2025 07:22:35,15.27,9766.40,,,,,
3159,06/13/2025 07:27:35,15.40,11612.16,,,,,
3160,06/13/2025 07:32:35,15.44,12907.52,,,,,
3161,06/13/2025 07:37:35,15.48,8145.92,,,,,
3162,06/13/2025 07:42:35,15.57,8227.84,,,,,
3163,06/13/2025 07:47:35,15.44,8363.52,,,,,
3164,06/13/2025 07:52:35,15.10,6709.76,,,,,
3165,06/13/2025 07:57:35,14.88,6504.96,,,,,
3166,06/13/2025 08:02:35,14.63,6502.40,,,,,
3167,06/13/2025 08:07:35,14.63,9105.92,,,,,
3168,06/13/2025 08:12:35,14.54,8256.00,,,,,
3169,06/13/2025 08:17:35,14.45,7751.68,,,,,
3170,06/13/2025 08:22:35,14.37,8158.72,,,,,
3171,06/13/2025 08:27:35,14.24,7301.12,,,,,
3172,06/13/2025 08:32:35,13.90,5557.76,,,,,
3173,06/13/2025 08:37:35,13.38,3223.04,,,,,
3174,06/13/2025 08:42:35,13.25,3105.28,,,,,
3175,06/13/2025 08:47:35,13.04,3246.08,,,,,
3176,06/13/2025 08:52:35,12.87,3051.52,,,,,
3177,06/13/2025 08:57:35,12.78,3325.44,,,,,
3178,06/13/2025 09:02:35,12.78,3486.72,,,,,
3179,06/13/2025 09:07:35,12.74,3310.08,,,,,
3180,06/13/2025 09:12:35,12.70,3439.36,,,,,
3181,06/13/2025 09:17:35,12.65,3814.40,,,,,
3182,06/13/2025 09:22:35,12.65,3861.76,,,,,
3183,06/13/2025 09:27:35,12.61,3728.64,,,,,
3184,06/13/2025 09:32:35,12.52,3991.04,,,,,
3185,06/13/2025 09:37:35,12.40,4417.28,,,,,
3186,06/13/2025 09:42:35,12.27,2698.24,,,,,
3187,06/13/2025 09:47:35,12.27,2996.48,,,,,
3188,06/13/2025 09:52:35,12.27,3143.68,,,,,
3189,06/13/2025 09:57:35,12.22,3041.28,,,,,
3190,06/13/2025 10:02:35,12.27,2896.64,,,,,
3191,06/13/2025 10:07:35,12.18,3290.88,,,,,
3192,06/13/2025 10:12:35,12.18,3095.04,,,,,
3193,06/13/2025 10:17:35,12.10,2928.64,,,,,
3194,06/13/2025 10:22:35,12.10,2579.84,,,,,
3195,06/13/2025 10:27:35,12.10,3185.92,,,,,
3196,06/13/2025 10:32:35,12.10,2752.00,,,,,
3197,06/13/2025 10:37:35,12.05,1982.08,,,,,
3198,06/13/2025 10:42:35,12.05,2211.84,,,,,
3199,06/13/2025 10:47:35,12.01,2229.12,,,,,
3200,06/13/2025 10:52:35,12.05,2324.48,,,,,
3201,06/13/2025 10:57:35,12.10,2312.32,,,,,
3202,06/13/2025 11:02:35,12.05,2089.60,,,,,
3203,06/13/2025 11:07:35,12.05,2309.12,,,,,
3204,06/13/2025 11:12:35,12.05,2344.96,,,,,
3205,06/13/2025 11:17:35,12.05,3124.48,,,,,
3206,06/13/2025 11:22:35,12.10,2942.72,,,,,
3207,06/13/2025 11:27:35,12.14,2990.08,,,,,
3208,06/13/2025 11:32:35,12.22,4472.32,,,,,
3209,06/13/2025 11:37:35,12.27,3861.76,,,,,
3210,06/13/2025 11:42:35,12.27,4515.84,,,,,
3211,06/13/2025 11:47:35,12.35,4825.60,,,,,
3212,06/13/2025 11:52:35,12.44,4853.76,,,,,
3213,06/13/2025 11:57:35,12.48,4634.88,,,,,
3214,06/13/2025 12:02:35,12.57,4441.60,,,,,
3215,06/13/2025 12:07:35,12.61,4325.12,,,,,
3216,06/13/2025 12:12:35,12.61,3767.04,,,,,
3217,06/13/2025 12:17:35,12.65,3851.52,,,,,
3218,06/13/2025 12:22:35,12.70,3749.12,,,,,
3219,06/13/2025 12:27:35,12.70,2826.24,,,,,
3220,06/13/2025 12:32:35,12.74,2690.56,,,,,
3221,06/13/2025 12:37:35,12.82,3851.52,,,,,
3222,06/13/2025 12:42:35,12.87,3677.44,,,,,
3223,06/13/2025 12:47:35,12.91,3644.16,,,,,
3224,06/13/2025 12:52:35,12.91,2437.12,,,,,
3225,06/13/2025 12:57:35,12.82,3439.36,,,,,
3226,06/13/2025 13:02:35,12.82,3331.84,,,,,
3227,06/13/2025 13:07:35,12.78,3258.88,,,,,
3228,06/13/2025 13:12:35,12.82,3194.88,,,,,
3229,06/13/2025 13:17:35,12.82,3243.52,,,,,
3230,06/13/2025 13:22:35,12.82,3089.92,,,,,
3231,06/13/2025 13:27:35,12.74,3128.32,,,,,
3232,06/13/2025 13:32:35,12.70,3057.92,,,,,
3233,06/13/2025 13:37:35,12.57,2986.24,,,,,
3234,06/13/2025 13:42:35,12.48,2818.56,,,,,
3235,06/13/2025 13:47:35,12.44,2647.04,,,,,
3236,06/13/2025 13:52:35,12.40,2566.40,,,,,
3237,06/13/2025 13:57:35,12.35,2794.24,,,,,
3238,06/13/2025 14:02:35,12.35,2696.96,,,,,
3239,06/13/2025 14:07:35,12.31,2823.68,,,,,
3240,06/13/2025 14:12:35,12.35,2707.20,,,,,
3241,06/13/2025 14:17:35,12.35,2662.40,,,,,
3242,06/13/2025 14:22:35,12.31,2603.52,,,,,
3243,06/13/2025 14:27:35,12.35,2562.56,,,,,
3244,06/13/2025 14:32:35,12.31,2595.20,,,,,
3245,06/13/2025 14:37:35,12.31,2157.44,,,,,
3246,06/13/2025 14:42:35,12.35,2456.96,,,,,
3247,06/13/2025 14:47:35,12.48,2396.16,,,,,
3248,06/13/2025 14:52:35,12.44,2331.52,,,,,
3249,06/13/2025 14:57:35,12.44,2341.12,,,,,
3250,06/13/2025 15:02:35,12.44,2263.04,,,,,
3251,06/13/2025 15:07:35,12.40,2257.92,,,,,
3252,06/13/2025 15:12:35,12.44,2382.08,,,,,
3253,06/13/2025 15:17:35,12.48,2336.64,,,,,
3254,06/13/2025 15:22:35,12.52,2261.12,,,,,
3255,06/13/2025 15:27:35,12.65,2004.48,,,,,
3256,06/13/2025 15:32:35,13.04,2290.56,,,,,
3257,06/13/2025 15:37:35,13.43,2440.32,,,,,
3258,06/13/2025 15:42:35,13.81,2382.08,,,,,
3259,06/13/2025 15:47:35,14.03,2411.52,,,,,
3260,06/13/2025 15:52:35,14.07,2316.16,,,,,
3261,06/13/2025 15:57:35,14.20,2378.88,,,,,
3262,06/13/2025 16:02:35,14.20,1546.24,,,,,
3263,06/13/2025 16:07:35,14.33,2085.76,,,,,
3264,06/13/2025 16:12:35,14.45,2176.00,,,,,
3265,06/13/2025 16:17:35,14.63,2437.12,,,,,
3266,06/13/2025 16:22:35,14.75,2205.44,,,,,
3267,06/13/2025 16:27:35,14.88,2033.28,,,,,
3268,06/13/2025 16:32:35,14.97,1943.04,,,,,
3269,06/13/2025 16:37:35,15.06,1829.12,,,,,
3270,06/13/2025 16:42:35,15.06,1767.68,,,,,
3271,06/13/2025 16:47:35,15.06,1830.40,,,,,
3272,06/13/2025 16:52:35,15.18,1900.16,,,,,
3273,06/13/2025 16:57:35,15.14,2140.16,,,,,
3274,06/13/2025 17:02:35,15.18,2839.04,,,,,
3275,06/13/2025 17:07:35,15.18,2136.96,,,,,
3276,06/13/2025 17:12:35,15.27,1943.04,,,,,
3277,06/13/2025 17:17:35,15.31,2273.28,,,,,
3278,06/13/2025 17:22:35,15.36,2361.60,,,,,
3279,06/13/2025 17:27:35,15.44,1809.92,,,,,
3280,06/13/2025 17:32:35,15.48,1868.16,,,,,
3281,06/13/2025 17:37:35,15.57,1883.52,,,,,
3282,06/13/2025 17:42:35,15.61,1626.24,,,,,
3283,06/13/2025 17:47:35,15.74,1623.68,,,,,
3284,06/13/2025 17:52:35,15.78,1522.56,,,,,
3285,06/13/2025 17:57:35,15.91,1768.96,,,,,
3286,06/13/2025 18:02:35,16.00,1716.48,,,,,
3287,06/13/2025 18:07:35,16.08,1480.32,,,,,
3288,06/13/2025 18:12:35,16.21,1703.04,,,,,
3289,06/13/2025 18:17:35,16.34,1670.40,,,,,
3290,06/13/2025 18:22:35,16.43,1629.44,,,,,
3291,06/13/2025 18:27:35,16.47,1562.88,,,,,
3292,06/13/2025 18:32:35,16.56,1423.36,,,,,
3293,06/13/2025 18:37:35,16.64,1289.92,,,,,
3294,06/13/2025 18:42:35,16.64,1351.04,,,,,
3295,06/13/2025 18:47:35,16.56,1203.20,,,,,
3296,06/13/2025 18:52:35,16.69,932.16,,,,,
3297,06/13/2025 18:57:35,16.64,874.88,,,,,
3298,06/13/2025 19:02:35,16.73,732.16,,,,,
3299,06/13/2025 19:07:35,16.86,778.24,,,,,
3300,06/13/2025 19:12:35,16.86,742.40,,,,,
3301,06/13/2025 19:17:35,16.86,657.60,,,,,
3302,06/13/2025 19:22:35,16.73,555.20,,,,,
3303,06/13/2025 19:27:35,16.73,431.68,,,,,
3304,06/13/2025 19:32:35,16.73,330.08,,,,,
3305,06/13/2025 19:37:35,16.77,306.08,,,,,
3306,06/13/2025 19:42:35,16.69,259.04,,,,,
3307,06/13/2025 19:47:35,16.64,216.48,,,,,
3308,06/13/2025 19:52:35,16.73,189.84,,,,,
3309,06/13/2025 19:57:35,16.64,147.92,,,,,
3310,06/13/2025 20:02:35,16.69,114.60,,,,,
3311,06/13/2025 20:07:35,16.60,86.40,,,,,
3312,06/13/2025 20:12:35,16.51,65.40,,,,,
3313,06/13/2025 20:17:35,16.39,43.16,,,,,
3314,06/13/2025 20:22:35,16.43,26.93,,,,,
3315,06/13/2025 20:27:35,16.34,16.87,,,,,
3316,06/13/2025 20:32:35,16.34,9.18,,,,,
3317,06/13/2025 20:37:35,16.34,4.47,,,,,
3318,06/13/2025 20:42:35,16.21,1.70,,,,,
3319,06/13/2025 20:47:35,16.08,0.21,,,,,
3320,06/13/2025 20:52:35,16.08,0.00,,,,,
3321,06/13/2025 20:57:35,16.00,0.00,,,,,
3322,06/13/2025 21:02:35,15.91,0.00,,,,,
3323,06/13/2025 21:07:35,15.83,0.00,,,,,
3324,06/13/2025 21:12:35,15.83,0.00,,,,,
3325,06/13/2025 21:17:35,15.78,0.00,,,,,
3326,06/13/2025 21:22:35,15.74,0.00,,,,,
3327,06/13/2025 21:27:35,15.74,0.00,,,,,
3328,06/13/2025 21:32:35,15.70,0.00,,,,,
3329,06/13/2025 21:37:35,15.70,0.00,,,,,
3330,06/13/2025 21:42:35,15.61,0.00,,,,,
3331,06/13/2025 21:47:35,15.61,0.00,,,,,
3332,06/13/2025 21:52:35,15.57,0.00,,,,,
3333,06/13/2025 21:57:35,15.57,0.00,,,,,
3334,06/13/2025 22:02:35,15.53,0.00,,,,,
3335,06/13/2025 22:07:35,15.48,0.00,,,,,
3336,06/13/2025 22:12:35,15.44,0.00,,,,,
3337,06/13/2025 22:17:35,15.31,0.00,,,,,
3338,06/13/2025 22:22:35,15.31,0.00,,,,,
3339,06/13/2025 22:27:35,15.31,0.00,,,,,
3340,06/13/2025 22:32:35,15.31,0.00,,,,,
3341,06/13/2025 22:37:35,15.23,0.00,,,,,
3342,06/13/2025 22:42:35,15.27,0.00,,,,,
3343,06/13/2025 22:47:35,15.23,0.00,,,,,
3344,06/13/2025 22:52:35,15.27,0.00,,,,,
3345,06/13/2025 22:57:35,15.27,0.00,,,,,
3346,06/13/2025 23:02:35,15.23,0.00,,,,,
3347,06/13/2025 23:07:35,15.27,0.00,,,,,
3348,06/13/2025 23:12:35,15.23,0.00,,,,,
3349,06/13/2025 23:17:35,15.27,0.00,,,,,
3350,06/13/2025 23:22:35,15.27,0.00,,,,,
3351,06/13/2025 23:27:35,15.27,0.00,,,,,
3352,06/13/2025 23:32:35,15.27,0.00,,,,,
3353,06/13/2025 23:37:35,15.31,0.00,,,,,
3354,06/13/2025 23:42:35,15.36,0.00,,,,,
3355,06/13/2025 23:47:35,15.27,0.00,,,,,
3356,06/13/2025 23:52:35,15.31,0.00,,,,,
3357,06/13/2025 23:57:35,15.31,0.00,,,,,
3358,06/14/2025 00:02:35,15.36,0.00,,,,,
3359,06/14/2025 00:07:35,15.31,0.00,,,,,
3360,06/14/2025 00:12:35,15.27,0.00,,,,,
3361,06/14/2025 00:17:35,15.36,0.00,,,,,
3362,06/14/2025 00:22:35,15.36,0.00,,,,,
3363,06/14/2025 00:27:35,15.31,0.00,,,,,
3364,06/14/2025 00:32:35,15.36,0.00,,,,,
3365,06/14/2025 00:37:35,15.31,0.00,,,,,
3366,06/14/2025 00:42:35,15.31,0.00,,,,,
3367,06/14/2025 00:47:35,15.36,0.00,,,,,
3368,06/14/2025 00:52:35,15.40,0.00,,,,,
3369,06/14/2025 00:57:35,15.40,0.00,,,,,
3370,06/14/2025 01:02:35,15.36,0.00,,,,,
3371,06/14/2025 01:07:35,15.40,0.00,,,,,
3372,06/14/2025 01:12:35,15.40,0.00,,,,,
3373,06/14/2025 01:17:35,15.36,0.00,,,,,
3374,06/14/2025 01:22:35,15.40,0.00,,,,,
3375,06/14/2025 01:27:35,15.36,0.00,,,,,
3376,06/14/2025 01:32:35,15.40,0.00,,,,,
3377,06/14/2025 01:37:35,15.40,0.00,,,,,
3378,06/14/2025 01:42:35,15.40,0.00,,,,,
3379,06/14/2025 01:47:35,15.36,0.00,,,,,
3380,06/14/2025 01:52:35,15.40,0.00,,,,,
3381,06/14/2025 01:57:35,15.40,0.00,,,,,
3382,06/14/2025 02:02:35,15.44,0.00,,,,,
3383,06/14/2025 02:07:35,15.40,0.00,,,,,
3384,06/14/2025 02:12:35,15.48,0.00,,,,,
3385,06/14/2025 02:17:35,15.48,0.00,,,,,
3386,06/14/2025 02:22:35,15.48,0.00,,,,,
3387,06/14/2025 02:27:35,15.44,0.00,,,,,
3388,06/14/2025 02:32:35,14.45,0.00,,,,,
3389,06/14/2025 02:37:35,14.24,0.00,,,,,
3390,06/14/2025 02:42:35,14.15,0.00,,,,,
3391,06/14/2025 02:47:35,14.11,0.00,,,,,
3392,06/14/2025 02:52:35,14.07,0.00,,,,,
3393,06/14/2025 02:57:35,14.03,0.00,,,,,
3394,06/14/2025 03:02:35,13.94,0.00,,,,,
3395,06/14/2025 03:07:35,13.94,0.00,,,,,
3396,06/14/2025 03:12:35,13.98,0.00,,,,,
3397,06/14/2025 03:17:35,13.90,0.00,,,,,
3398,06/14/2025 03:22:35,13.94,0.00,,,,,
3399,06/14/2025 03:27:35,13.94,0.00,,,,,
3400,06/14/2025 03:32:35,13.98,0.00,,,,,
3401,06/14/2025 03:37:35,13.98,0.00,,,,,
3402,06/14/2025 03:42:35,14.03,0.00,,,,,
3403,06/14/2025 03:47:35,14.03,0.00,,,,,
3404,06/14/2025 03:52:35,14.03,0.00,,,,,
3405,06/14/2025 03:57:35,14.07,0.00,,,,,
3406,06/14/2025 04:02:35,14.07,0.00,,,,,
3407,06/14/2025 04:07:35,14.07,0.00,,,,,
3408,06/14/2025 04:12:35,14.07,0.00,,,,,
3409,06/14/2025 04:17:35,14.15,0.00,,,,,
3410,06/14/2025 04:22:35,14.11,0.00,,,,,
3411,06/14/2025 04:27:35,14.11,0.00,,,,,
3412,06/14/2025 04:32:35,14.15,0.00,,,,,
3413,06/14/2025 04:37:35,14.15,0.00,,,,,
3414,06/14/2025 04:42:35,14.15,0.42,,,,,
3415,06/14/2025 04:47:35,14.20,1.49,,,,,
3416,06/14/2025 04:52:35,14.24,3.40,,,,,
3417,06/14/2025 04:57:35,14.24,5.77,,,,,
3418,06/14/2025 05:02:35,14.24,7.05,,,,,
3419,06/14/2025 05:07:35,14.28,10.03,,,,,
3420,06/14/2025 05:12:35,14.28,16.23,,,,,
3421,06/14/2025 05:17:35,14.33,23.52,,,,,
3422,06/14/2025 05:22:35,14.37,25.65,,,,,
3423,06/14/2025 05:27:35,14.37,36.77,,,,,
3424,06/14/2025 05:32:35,14.37,49.60,,,,,
3425,06/14/2025 05:37:35,14.45,69.28,,,,,
3426,06/14/2025 05:42:35,14.41,69.28,,,,,
3427,06/14/2025 05:47:35,14.50,106.96,,,,,
3428,06/14/2025 05:52:35,14.54,137.72,,,,,
3429,06/14/2025 05:57:35,14.58,100.04,,,,,
3430,06/14/2025 06:02:35,14.63,91.52,,,,,
3431,06/14/2025 06:07:35,14.63,159.12,,,,,
3432,06/14/2025 06:12:35,14.75,181.36,,,,,
3433,06/14/2025 06:17:35,14.75,224.16,,,,,
3434,06/14/2025 06:22:35,14.75,210.48,,,,,
3435,06/14/2025 06:27:35,14.88,201.12,,,,,
3436,06/14/2025 06:32:35,14.88,202.00,,,,,
3437,06/14/2025 06:37:35,14.88,194.96,,,,,
3438,06/14/2025 06:42:35,14.93,218.16,,,,,
3439,06/14/2025 06:47:35,14.97,243.68,,,,,
3440,06/14/2025 06:52:35,14.93,313.12,,,,,
3441,06/14/2025 06:57:35,15.01,338.56,,,,,
3442,06/14/2025 07:02:35,15.23,276.32,,,,,
3443,06/14/2025 07:07:35,15.23,330.08,,,,,
3444,06/14/2025 07:12:35,15.23,400.16,,,,,
3445,06/14/2025 07:17:35,15.31,415.04,,,,,
3446,06/14/2025 07:22:35,15.36,471.52,,,,,
3447,06/14/2025 07:27:35,15.36,667.84,,,,,
3448,06/14/2025 07:32:35,15.36,715.84,,,,,
3449,06/14/2025 07:37:35,15.44,917.76,,,,,
3450,06/14/2025 07:42:35,15.48,977.28,,,,,
3451,06/14/2025 07:47:35,15.53,779.52,,,,,
3452,06/14/2025 07:52:35,15.53,650.88,,,,,
3453,06/14/2025 07:57:35,15.53,534.72,,,,,
3454,06/14/2025 08:02:35,15.57,566.24,,,,,
3455,06/14/2025 08:07:35,15.53,522.56,,,,,
3456,06/14/2025 08:12:35,15.57,685.76,,,,,
3457,06/14/2025 08:17:35,15.57,660.16,,,,,
3458,06/14/2025 08:22:35,15.61,610.88,,,,,
3459,06/14/2025 08:27:35,15.66,1009.92,,,,,
3460,06/14/2025 08:32:35,15.74,1430.40,,,,,
3461,06/14/2025 08:37:35,15.66,912.64,,,,,
3462,06/14/2025 08:42:35,15.70,643.20,,,,,
3463,06/14/2025 08:47:35,15.66,519.20,,,,,
3464,06/14/2025 08:52:35,15.70,809.28,,,,,
3465,06/14/2025 08:57:35,15.74,965.44,,,,,
3466,06/14/2025 09:02:35,15.70,652.64,,,,,
3467,06/14/2025 09:07:35,15.74,678.08,,,,,
3468,06/14/2025 09:12:35,15.70,532.16,,,,,
3469,06/14/2025 09:17:35,15.74,582.40,,,,,
3470,06/14/2025 09:22:35,15.70,555.20,,,,,
3471,06/14/2025 09:27:35,15.74,822.08,,,,,
3472,06/14/2025 09:32:35,15.70,816.96,,,,,
3473,06/14/2025 09:37:35,15.61,1027.52,,,,,
3474,06/14/2025 09:42:35,15.66,801.28,,,,,
3475,06/14/2025 09:47:35,15.48,654.40,,,,,
3476,06/14/2025 09:52:35,14.97,696.00,,,,,
3477,06/14/2025 09:57:35,14.80,679.04,,,,,
3478,06/14/2025 10:02:35,14.54,554.24,,,,,
3479,06/14/2025 10:07:35,14.33,471.20,,,,,
3480,06/14/2025 10:12:35,14.15,581.60,,,,,
3481,06/14/2025 10:17:35,14.15,847.68,,,,,
3482,06/14/2025 10:22:35,14.11,839.04,,,,,
3483,06/14/2025 10:27:35,14.03,791.68,,,,,
3484,06/14/2025 10:32:35,14.03,656.00,,,,,
3485,06/14/2025 10:37:35,14.07,743.36,,,,,
3486,06/14/2025 10:42:35,14.03,811.52,,,,,
3487,06/14/2025 10:47:35,14.11,797.76,,,,,
3488,06/14/2025 10:52:35,14.07,658.56,,,,,
3489,06/14/2025 10:57:35,14.07,609.60,,,,,
3490,06/14/2025 11:02:35,14.11,676.48,,,,,
3491,06/14/2025 11:07:35,14.15,538.56,,,,,
3492,06/14/2025 11:12:35,14.15,484.00,,,,,
3493,06/14/2025 11:17:35,14.15,509.60,,,,,
3494,06/14/2025 11:22:35,14.15,497.60,,,,,
3495,06/14/2025 11:27:35,14.15,522.40,,,,,
3496,06/14/2025 11:32:35,14.20,773.76,,,,,
3497,06/14/2025 11:37:35,14.20,903.68,,,,,
3498,06/14/2025 11:42:35,14.28,728.32,,,,,
3499,06/14/2025 11:47:35,14.28,861.76,,,,,
3500,06/14/2025 11:52:35,14.33,797.76,,,,,
3501,06/14/2025 11:57:35,14.33,925.12,,,,,
3502,06/14/2025 12:02:35,14.37,1089.92,,,,,
3503,06/14/2025 12:07:35,14.37,934.40,,,,,
3504,06/14/2025 12:12:35,14.37,799.04,,,,,
3505,06/14/2025 12:17:35,14.41,640.32,,,,,
3506,06/14/2025 12:22:35,14.45,652.16,,,,,
3507,06/14/2025 12:27:35,14.45,628.32,,,,,
3508,06/14/2025 12:32:35,14.50,568.32,,,,,
3509,06/14/2025 12:37:35,14.54,564.96,,,,,
3510,06/14/2025 12:42:35,14.54,668.16,,,,,
3511,06/14/2025 12:47:35,14.58,625.76,,,,,
3512,06/14/2025 12:52:35,14.58,636.00,,,,,
3513,06/14/2025 12:57:35,14.63,608.00,,,,,
3514,06/14/2025 13:02:35,14.63,724.16,,,,,
3515,06/14/2025 13:07:35,14.63,736.96,,,,,
3516,06/14/2025 13:12:35,14.67,746.24,,,,,
3517,06/14/2025 13:17:35,14.80,643.68,,,,,
3518,06/14/2025 13:22:35,14.80,611.36,,,,,
3519,06/14/2025 13:27:35,14.80,399.36,,,,,
3520,06/14/2025 13:32:35,14.75,506.24,,,,,
3521,06/14/2025 13:37:35,14.80,541.12,,,,,
3522,06/14/2025 13:42:35,14.71,600.32,,,,,
3523,06/14/2025 13:47:35,14.75,662.40,,,,,
3524,06/14/2025 13:52:35,14.80,783.68,,,,,
