"metar_date","wind_dir","wind_speed","tempr","dewpt","press","vis"
2023-06-19 00:15:00,91.9397799652577,1.26700112377871,15.4336987882285,12.1890940565493,1014.28068667051,13903.8351184287
2023-06-19 00:20:00,91.8992472495657,1.26693989315171,15.4319676860935,12.1885170225043,1014.29631852279,13895.0027845176
2023-06-19 00:25:00,91.9745222929936,1.2668792521975,15.4302365839585,12.1879399884593,1014.31195037507,13886.1704506066
2023-06-19 00:30:00,91.9745222929936,1.26681890607969,15.4285054818234,12.1873629544143,1014.32758222735,13878.2678393992
2023-06-19 00:35:00,91.9745222929936,1.26675914963467,15.4267743796884,12.1867859203693,1014.34321407963,13871.2949451184
2023-06-19 00:40:00,92.1424435437174,1.26669938799807,15.4244662435084,12.1862088863243,1014.35884593191,13864.786909301
2023-06-19 00:45:00,92.1424435437174,1.2666403630269,15.4221581073283,12.1856318522793,1014.37447778419,13861.0680300404
2023-06-19 00:50:00,91.9397799652577,1.26658192738806,15.4204270051933,12.1850548182343,1014.38991344489,13861.0680300404
2023-06-19 00:55:00,91.9397799652577,1.26652384940008,15.4186959030583,12.1844777841893,1014.4053491056,13861.0680300404
2023-06-19 01:00:00,91.9872537659328,1.26646636108489,15.4177829099307,12.1834295612009,1014.41386258661,13859.7776416185
2023-06-19 01:05:00,91.9872537659328,1.2664088727697,15.4160508083141,12.1828521939954,1014.42911662818,13859.7776416185
2023-06-19 01:10:00,91.9872537659328,1.26635138445451,15.4147806004619,12.1823325635104,1014.44456120092,13859.7776416185
2023-06-19 01:15:00,92.0405797101449,1.26629457637348,15.4138648180243,12.1812824956672,1014.45310225303,13858.4857605552
2023-06-19 01:20:00,92.0405797101449,1.26623806312885,15.4132871172733,12.1812824956672,1014.46836510687,13858.4857605552
2023-06-19 01:25:00,92.0405797101449,1.26618110082086,15.4132871172733,12.1812824956672,1014.48362796072,13858.4857605552
2023-06-19 01:30:00,91.9373549883991,1.26612413851288,15.4117919075145,12.1796531791908,1014.49219653179,13857.1923842593
2023-06-19 01:35:00,91.9373549883991,1.26606717620489,15.4112138728324,12.1796531791908,1014.50746820809,13857.1923842593
2023-06-19 01:40:00,91.7343387470998,1.2660102138969,15.4106358381503,12.1790751445087,1014.52273988439,13857.1923842593
2023-06-19 01:45:00,91.7343387470998,1.26595325158891,15.4100578034682,12.1784971098266,1014.53801156069,13857.1923842593
2023-06-19 01:50:00,91.5719257540603,1.26589570414133,15.4100578034682,12.1779190751445,1014.55328323699,13857.1923842593
2023-06-19 01:55:00,91.3747099767981,1.26583815669375,15.4100578034682,12.1779190751445,1014.56855491329,13857.1923842593
2023-06-19 02:00:00,91.3747099767981,1.26578060924617,15.4100578034682,12.1779190751445,1014.56855491329,13857.1923842593
2023-06-19 02:05:00,91.3747099767981,1.26572306179859,15.4106358381503,12.1773410404624,1014.5836300578,13857.1923842593
2023-06-19 02:10:00,91.5023201856148,1.26566477043065,15.4112138728324,12.1773410404624,1014.5989017341,13857.1923842593
2023-06-19 02:15:00,91.3457076566125,1.26560589392774,15.4117919075145,12.1767630057803,1014.6141734104,13857.1923842593
2023-06-19 02:20:00,91.2470997679814,1.26554737517302,15.4123699421965,12.1767630057803,1014.62924855491,13857.1923842593
2023-06-19 02:25:00,91.2470997679814,1.26548827111329,15.4129479768786,12.1767630057803,1014.64432369942,13857.1923842593
2023-06-19 02:30:00,91.177494199536,1.26542916705356,15.4141040462428,12.1767630057803,1014.65939884393,13857.1923842593
2023-06-19 02:35:00,91.177494199536,1.26537042098514,15.4141040462428,12.1767630057803,1014.65939884393,13857.1923842593
2023-06-19 02:40:00,91.2587006960557,1.26531206124968,15.4141040462428,12.1756069364162,1014.67427745665,13857.1923842593
2023-06-19 02:45:00,91.2587006960557,1.26525370151422,15.414450867052,12.174450867052,1014.68915606936,13857.1923842593
2023-06-19 02:50:00,91.2130005803831,1.26519534177876,15.4117987275882,12.1722382880278,1014.69765182186,13855.8975101332
2023-06-19 02:55:00,91.1433546140453,1.2651369820433,15.4123770965876,12.1716599190283,1014.71253903991,13855.8975101332
2023-06-19 03:00:00,91.0621009866512,1.26507826431654,15.4135338345865,12.1710815500289,1014.72742625795,13855.8975101332
2023-06-19 03:05:00,91.1491584445734,1.26501954658977,15.4146905725853,12.1705031810295,1014.742313476,13855.8975101332
2023-06-19 03:10:00,91.2420197330238,1.26496157274776,15.4158473105842,12.1699248120301,1014.75720069404,13855.8975101332
2023-06-19 03:15:00,91.3406848520023,1.26490359890574,15.4164256795836,12.1687680740312,1014.77208791209,13855.8975101332
2023-06-19 03:20:00,91.2652350551364,1.26484562506373,15.417004048583,12.1681897050318,1014.78697513013,13855.8975101332
2023-06-19 03:25:00,91.2188044109112,1.26478765122172,15.4175824175824,12.167032967033,1014.80186234818,13855.8975101332
2023-06-19 03:30:00,91.2587006960557,1.26472967737971,15.4208092485549,12.166936416185,1014.8081849711,13857.1923842593
2023-06-19 03:35:00,91.1832946635731,1.2646717035377,15.421387283237,12.1657803468208,1014.82306358382,13857.1923842593
2023-06-19 03:40:00,91.1252900232019,1.26461411515037,15.4219653179191,12.1646242774566,1014.83794219653,13857.1923842593
2023-06-19 03:45:00,91.2122969837587,1.26455652676304,15.4231213872832,12.1634682080925,1014.85301734104,13857.1923842593
2023-06-19 03:50:00,91.2405797101449,1.26449893837571,15.4269208549971,12.1633737723859,1014.85911034084,13858.4857605552
2023-06-19 03:55:00,91.3333333333333,1.26444134998838,15.4274985557481,12.1622183708839,1014.87398035817,13858.4857605552
2023-06-19 04:00:00,91.3805104408353,1.26438412000623,15.4236994219653,12.1611560693642,1014.88277456647,13857.1923842593
2023-06-19 04:05:00,91.4733178654292,1.26432689002407,15.4242774566474,12.1611560693642,1014.89784971098,13857.1923842593
2023-06-19 04:10:00,91.5719257540603,1.26426966004191,15.4248554913295,12.1611560693642,1014.9127283237,13857.1923842593
2023-06-19 04:15:00,91.5139211136891,1.26421243005975,15.4248554913295,12.1605780346821,1014.92780346821,13857.1923842593
2023-06-19 04:20:00,91.4385150812065,1.2641552000776,15.4248554913295,12.16,1014.94287861272,13857.1923842593
2023-06-19 04:25:00,91.3573085846868,1.26409832891519,15.4242774566474,12.1588439306358,1014.95795375723,13857.1923842593
2023-06-19 04:30:00,91.4327146171694,1.26404145775278,15.4236994219653,12.1576878612717,1014.97302890173,13857.1923842593
2023-06-19 04:30:00,91.4840579710145,1.26398458659038,15.4269208549971,12.1575967648758,1014.97905257077,13858.4857605552
2023-06-19 04:35:00,91.4202898550725,1.26392697115354,15.4257654534951,12.1570190641248,1014.99411900635,13858.4857605552
2023-06-19 04:40:00,91.3507246376812,1.2638693557167,15.4251877527441,12.1570190641248,1015.00918544194,13858.4857605552
2023-06-19 04:45:00,91.396292004635,1.26381099598124,15.4284064665127,12.1569284064665,1015.01518475751,13859.7776416185
2023-06-19 04:50:00,91.494785631518,1.26375263624578,15.4272517321016,12.156351039261,1015.03024249423,13859.7776416185
2023-06-19 04:55:00,91.4136732329085,1.26369466240377,15.4260969976905,12.156351039261,1015.04490762125,13859.7776416185
2023-06-19 05:00:00,91.3383545770568,1.26363668856175,15.4249422632794,12.1569284064665,1015.05976905312,13859.7776416185
2023-06-19 05:05:00,91.4252607184241,1.26357871471974,15.4249422632794,12.1569284064665,1015.07443418014,13859.7776416185
2023-06-19 05:10:00,91.3615295480881,1.2635210992829,15.4249422632794,12.156351039261,1015.08909930716,13859.7776416185
2023-06-19 05:15:00,91.3615295480881,1.26346348384606,15.4249422632794,12.156351039261,1015.08909930716,13859.7776416185
2023-06-19 05:20:00,91.297798377752,1.26340616341604,15.4243648960739,12.1557736720554,1015.10376443418,13859.7776416185
2023-06-19 05:25:00,91.2282734646582,1.26334922844071,15.4243648960739,12.1557736720554,1015.1184295612,13859.7776416185
2023-06-19 05:30:00,91.2224797219003,1.26329229346538,15.4243648960739,12.1557736720554,1015.13309468822,13859.7776416185
2023-06-19 05:35:00,91.2456546929316,1.26323535849004,15.425519630485,12.1546189376443,1015.14756351039,13859.7776416185
2023-06-19 05:40:00,91.2630359212051,1.26317842351471,15.4266743648961,12.1534642032333,1015.16183602771,13859.7776416185
2023-06-19 05:45:00,91.2630359212051,1.2631207445091,15.4266743648961,12.1534642032333,1015.16183602771,13859.7776416185
2023-06-19 05:50:00,91.2804171494786,1.26306306550348,15.4278290993072,12.1523094688222,1015.17610854503,13859.7776416185
2023-06-19 05:55:00,91.297798377752,1.26300538649787,15.4295612009238,12.1511547344111,1015.19038106236,13859.7776416185
2023-06-19 06:00:00,91.3491603937464,1.26294696343727,15.4333525678015,12.1510675129833,1015.19587997692,13861.0680300404
2023-06-19 06:05:00,91.3209733487833,1.26288889853821,15.4312933025404,12.15,1015.20465357968,13859.7776416185
2023-06-19 06:10:00,91.3441483198146,1.262831514369,15.4324480369515,12.1488452655889,1015.218926097,13859.7776416185
2023-06-19 06:15:00,91.3557358053302,1.26277471987258,15.4341801385681,12.1476905311778,1015.23319861432,13859.7776416185
2023-06-19 06:20:00,91.3615295480881,1.26271822021256,15.4347575057737,12.1465357967667,1015.24747113164,13859.7776416185
2023-06-19 06:25:00,91.3557358053302,1.26266172055254,15.4353348729792,12.1453810623557,1015.26174364896,13859.7776416185
2023-06-19 06:30:00,91.3615295480881,1.2626056063472,15.4359122401848,12.1442263279446,1015.27601616628,13859.7776416185
2023-06-19 06:35:00,91.4070642733063,1.26254949214186,15.4391229082516,12.1441431044432,1015.2812694749,13861.0680300404
2023-06-19 06:40:00,91.4128546612623,1.26249337793653,15.4391229082516,12.1424120023081,1015.29533756492,13861.0680300404
2023-06-19 06:45:00,91.4186450492183,1.26243762298849,15.4396999422966,12.1412579342181,1015.30940565493,13861.0680300404
2023-06-19 06:50:00,91.4699074074074,1.26238284307077,15.4429065743945,12.1411764705882,1015.3146366782,13862.3569284065
2023-06-19 06:55:00,91.4699074074074,1.26232865316669,15.4429065743945,12.1400230680508,1015.3285005767,13862.3569284065
2023-06-19 07:00:00,91.4583333333333,1.26227505327627,15.4434832756632,12.1388696655133,1015.3423644752,13862.3569284065
2023-06-19 07:05:00,91.4070642733063,1.26222204339949,15.4396999422966,12.1372186959031,1015.35121754184,13861.0680300404
2023-06-19 07:10:00,91.3896931094383,1.26216962353636,15.4391229082516,12.135487593768,1015.36508944028,13861.0680300404
2023-06-19 07:15:00,91.3665315576144,1.26211779368687,15.4385458742066,12.134333525678,1015.37896133872,13861.0680300404
2023-06-19 07:20:00,91.40625,1.26206632555773,15.441753171857,12.1342560553633,1015.3839561707,13862.3569284065
2023-06-19 07:25:00,91.3657407407407,1.26201553718543,15.4411764705882,12.1331026528258,1015.3978200692,13862.3569284065
2023-06-19 07:30:00,91.3368055555556,1.26196474881313,15.4405997693195,12.1319492502884,1015.4116839677,13862.3569284065
2023-06-19 07:35:00,91.2623045744065,1.26191469838445,15.4368147720716,12.130871321408,1015.42057703404,13861.0680300404
2023-06-19 07:40:00,91.2333526346265,1.2618644910725,15.4362377380265,12.1297172533179,1015.43425851125,13861.0680300404
2023-06-19 07:45:00,91.2101910828026,1.26181487377419,15.4356607039815,12.1285631852279,1015.44793998846,13861.0680300404
2023-06-19 07:50:00,91.1928199189346,1.26176555148271,15.4356607039815,12.1274091171379,1015.46162146567,13861.0680300404
2023-06-19 07:55:00,91.1812391430226,1.26171622919124,15.4350836699365,12.1262550490479,1015.47530294287,13861.0680300404
2023-06-19 08:00:00,91.1638679791546,1.26166729147915,15.4350836699365,12.1251009809579,1015.48898442008,13861.0680300404
2023-06-19 08:05:00,91.1407064273306,1.26161835376707,15.4345066358915,12.1239469128679,1015.50266589729,13861.0680300404
2023-06-19 08:10:00,91.1175448755067,1.26156903147559,15.4339296018465,12.1227928447778,1015.51615118292,13861.0680300404
2023-06-19 08:15:00,91.1001737116387,1.26151970918411,15.4339296018465,12.1216387766878,1015.52963646855,13861.0680300404
2023-06-19 08:20:00,91.0254924681344,1.26147038689264,15.4307159353349,12.1205542725173,1015.53860277136,13859.7776416185
2023-06-19 08:25:00,90.9965237543453,1.26142106460116,15.4307159353349,12.1188221709007,1015.55189953811,13859.7776416185
2023-06-19 08:30:00,90.9675550405562,1.26137210548031,15.4307159353349,12.1176674364896,1015.56519630485,13859.7776416185
2023-06-19 08:35:00,90.8985507246377,1.26132353093886,15.4274985557481,12.116580011554,1015.57418833044,13858.4857605552
2023-06-19 08:40:00,90.8695652173913,1.26127495639741,15.4274985557481,12.115424610052,1015.58749277874,13858.4857605552
2023-06-19 08:45:00,90.8289855072464,1.26122638185596,15.4274985557481,12.11426920855,1015.60079722704,13858.4857605552
2023-06-19 08:50:00,90.8632676709154,1.26117780731452,15.4307159353349,12.1142032332564,1015.60489030023,13859.7776416185
2023-06-19 08:55:00,90.811123986095,1.26112998050691,15.4307159353349,12.1136258660508,1015.61779445727,13859.7776416185
2023-06-19 09:00:00,90.7647740440324,1.2610821536993,15.4307159353349,12.1130484988453,1015.63069861432,13859.7776416185
2023-06-19 09:05:00,90.6898550724638,1.26103410573529,15.4274985557481,12.1125361062969,1015.63953206239,13858.4857605552
2023-06-19 09:10:00,90.6666666666667,1.26098605777128,15.4274985557481,12.1113807047949,1015.65244367418,13858.4857605552
2023-06-19 09:15:00,90.6434782608696,1.26093830532655,15.4269208549971,12.1102253032929,1015.66535528596,13858.4857605552
2023-06-19 09:20:00,90.5742459396752,1.26089091731566,15.4236994219653,12.1091329479769,1015.67421387283,13857.1923842593
2023-06-19 09:25:00,90.5510440835267,1.26084382499527,15.4231213872832,12.1073988439306,1015.68693641618,13857.1923842593
2023-06-19 09:30:00,90.5278422273782,1.26079673267488,15.4225433526012,12.1056647398844,1015.69965895954,13857.1923842593
2023-06-19 09:35:00,90.5739130434783,1.26075000538227,15.4251877527441,12.1050259965338,1015.70350086655,13858.4857605552
2023-06-19 09:40:00,90.5507246376812,1.26070282444504,15.4246100519931,12.1038705950318,1015.71621606008,13858.4857605552
2023-06-19 09:45:00,90.5275362318841,1.26065602781515,15.4240323512421,12.1027151935298,1015.72873483536,13858.4857605552
2023-06-19 09:50:00,90.504347826087,1.26060864584561,15.42287694974,12.1015597920277,1015.74125361063,13858.4857605552
2023-06-19 09:55:00,90.4927536231884,1.26056081031847,15.422299248989,12.1004043905257,1015.7537723859,13858.4857605552
2023-06-19 10:00:00,90.4753623188406,1.26051297479134,15.422299248989,12.0992489890237,1015.76609474292,13858.4857605552
2023-06-19 10:05:00,90.4176334106728,1.26046573030277,15.4196531791908,12.0981502890173,1015.77461849711,13857.1923842593
2023-06-19 10:10:00,90.3944315545244,1.26041922461242,15.4196531791908,12.0969942196532,1015.78694797688,13857.1923842593
2023-06-19 10:15:00,90.4405797101449,1.26037384219211,15.421721548238,12.0969381860196,1015.79073945696,13858.4857605552
2023-06-19 10:20:00,90.4289855072464,1.26032882574658,15.421721548238,12.0957827845176,1015.80306181398,13858.4857605552
2023-06-19 10:25:00,90.4,1.2602845485273,15.421721548238,12.0946273830156,1015.81518775274,13858.4857605552
2023-06-19 10:30:00,90.4985507246377,1.26024101053428,15.421721548238,12.0934719815136,1015.82731369151,13858.4857605552
2023-06-19 10:35:00,90.5446118192352,1.26019850745801,15.4237875288684,12.0934180138568,1015.83107967667,13859.7776416185
2023-06-19 10:40:00,90.5388180764774,1.26015718714375,15.4237875288684,12.0922632794457,1015.84319861432,13859.7776416185
2023-06-19 10:45:00,90.5272305909618,1.26011623537128,15.4237875288684,12.0911085450346,1015.85512702079,13859.7776416185
2023-06-19 10:50:00,90.5040556199305,1.26007685108214,15.4237875288684,12.0899538106236,1015.86705542725,13859.7776416185
2023-06-19 10:55:00,90.486674391657,1.26003893972553,15.4237875288684,12.0887990762125,1015.87878752887,13859.7776416185
2023-06-19 11:00:00,90.4750869061414,1.26000205750856,15.4237875288684,12.0876443418014,1015.89071593533,13859.7776416185
2023-06-19 11:05:00,90.4634994206257,1.25996561908447,15.4232101616628,12.0870669745958,1015.9026443418,13859.7776416185
2023-06-19 11:10:00,90.5159420289855,1.25992945522994,15.421143847487,12.0859618717504,1015.91085499711,13858.4857605552
2023-06-19 11:15:00,90.6144927536232,1.25989490559046,15.420566146736,12.0853841709994,1015.92259387637,13858.4857605552
2023-06-19 11:20:00,90.7072463768116,1.25986133675184,15.420566146736,12.0848064702484,1015.93413633738,13858.4857605552
2023-06-19 11:25:00,90.7598607888631,1.25982924016008,15.4190751445087,12.0836994219653,1015.9421734104,13857.1923842593
2023-06-19 11:30:00,90.8526682134571,1.25979722053356,15.4190751445087,12.0825433526012,1015.95372254335,13857.1923842593
2023-06-19 11:35:00,90.8294663573086,1.25976623004669,15.4190751445087,12.0819653179191,1015.9652716763,13857.1923842593
2023-06-19 11:40:00,90.9280742459397,1.25973536445579,15.4190751445087,12.081387283237,1015.97682080925,13857.1923842593
2023-06-19 11:45:00,91.0324825986079,1.25970449886488,15.4190751445087,12.0802312138728,1015.9883699422,13857.1923842593
2023-06-19 11:50:00,91.1368909512761,1.25967450826278,15.4190751445087,12.0790751445087,1015.99972254335,13857.1923842593
2023-06-19 11:55:00,91.1897852582705,1.2596444244828,15.4181607865818,12.077964141122,1016.00760555234,13855.8975101332
2023-06-19 12:00:00,91.288450377249,1.25961507405221,15.4181607865818,12.0768074031232,1016.01896471949,13855.8975101332
2023-06-19 12:05:00,91.3283062645012,1.259586456971,15.4190751445087,12.0767630057803,1016.02242774566,13857.1923842593
2023-06-19 12:10:00,91.3051044083527,1.2595576979214,15.4190751445087,12.0756069364162,1016.03378034682,13857.1923842593
2023-06-19 12:15:00,91.3979118329466,1.25952842850868,15.4190751445087,12.074450867052,1016.04513294798,13857.1923842593
2023-06-19 12:20:00,91.4965197215777,1.25950013356458,15.4190751445087,12.0732947976879,1016.05628901734,13857.1923842593
2023-06-19 12:25:00,91.5951276102088,1.25947212826962,15.4190751445087,12.0721387283237,1016.06744508671,13857.1923842593
2023-06-19 12:30:00,91.6879350348028,1.25944468513511,15.4190751445087,12.0709826589595,1016.07860115607,13857.1923842593
2023-06-19 12:35:00,91.7807424593967,1.25941704495365,15.4190751445087,12.0698265895954,1016.08975722543,13857.1923842593
2023-06-19 12:40:00,91.8735498839907,1.25938984830794,15.4190751445087,12.0686705202312,1016.1009132948,13857.1923842593
2023-06-19 12:45:00,91.9268717353453,1.25936294433206,15.4187391555813,12.0681318681319,1016.10865818392,13855.8975101332
2023-06-19 12:50:00,91.9268717353453,1.25933575070702,15.4187391555813,12.0675534991324,1016.11982070561,13855.8975101332
2023-06-19 12:55:00,91.9268717353453,1.25930797174233,15.4187391555813,12.066975130133,1016.13117987276,13855.8975101332
2023-06-19 13:00:00,91.9802555168409,1.25928011401816,15.4189814814815,12.0664351851852,1016.13894675926,13854.6011355736
2023-06-19 13:05:00,91.9802555168409,1.25925255181327,15.4195601851852,12.0658564814815,1016.1503125,13854.6011355736
2023-06-19 13:10:00,91.9802555168409,1.25922518640862,15.4195601851852,12.0652777777778,1016.16167824074,13854.6011355736
2023-06-19 13:15:00,91.9802555168409,1.25919694300458,15.4195601851852,12.0646990740741,1016.17304398148,13854.6011355736
2023-06-19 13:20:00,92.0337013364323,1.2591695747471,15.4198031268095,12.0641574985524,1016.18083960625,13853.303257971
2023-06-19 13:25:00,92.0337013364323,1.25914323510146,15.4198031268095,12.0635784597568,1016.1922119282,13853.303257971
2023-06-19 13:30:00,92.0337013364323,1.25911596841586,15.4203821656051,12.0629994209612,1016.20358425014,13853.303257971
2023-06-19 13:35:00,91.953488372093,1.25908958241798,15.4212050984936,12.0624565469293,1016.21140208575,13852.00387471
2023-06-19 13:40:00,91.953488372093,1.25906392934818,15.4206257242178,12.0612977983778,1016.22278099652,13852.00387471
2023-06-19 13:45:00,91.953488372093,1.25903857179766,15.4200463499421,12.0601390498262,1016.2341599073,13852.00387471
2023-06-19 13:50:00,91.953488372093,1.25901292459799,15.4194669756663,12.0589803012746,1016.24534183082,13852.00387471
2023-06-19 13:55:00,92.0069808027923,1.2589868429246,15.4202898550725,12.0584347826087,1016.25299130435,13850.7029831689
2023-06-19 14:00:00,92.0069808027923,1.25896046573192,15.4197101449275,12.0572753623188,1016.26417971014,13850.7029831689
2023-06-19 14:05:00,91.953488372093,1.25893450099657,15.4183082271147,12.0566628041715,1016.26770567787,13852.00387471
2023-06-19 14:10:00,91.953488372093,1.25890838858709,15.4171494785632,12.0555040556199,1016.27888760139,13852.00387471
2023-06-19 14:15:00,91.953488372093,1.2588822761776,15.4159907300116,12.0543453070684,1016.29006952491,13852.00387471
2023-06-19 14:20:00,91.953488372093,1.25885704151097,15.41483198146,12.0531865585168,1016.30125144844,13852.00387471
2023-06-19 14:25:00,91.953488372093,1.25883224156478,15.4136732329085,12.0520278099652,1016.31243337196,13852.00387471
2023-06-19 14:30:00,91.953488372093,1.2588069490589,15.4125144843569,12.0508690614137,1016.32361529548,13852.00387471
2023-06-19 14:35:00,91.9000581057525,1.25878185376444,15.4105385060799,12.050260567458,1016.32710480602,13853.303257971
2023-06-19 14:40:00,91.9000581057525,1.25875763621284,15.4093804284887,12.0496815286624,1016.33828025478,13853.303257971
2023-06-19 14:45:00,91.9000581057525,1.25873378851134,15.4082223508975,12.0485234510712,1016.34945570353,13853.303257971
2023-06-19 14:50:00,91.7431725740848,1.25871064663212,15.4070642733063,12.04736537348,1016.3604342791,13853.303257971
2023-06-19 14:55:00,91.7431725740848,1.25868850572255,15.4064852345107,12.0462072958888,1016.37141285466,13853.303257971
2023-06-19 15:00:00,91.796511627907,1.25866585734619,15.4073001158749,12.0456546929316,1016.37913093859,13852.00387471
2023-06-19 15:05:00,91.796511627907,1.25864350431809,15.4061413673233,12.0439165701043,1016.39011587486,13852.00387471
2023-06-19 15:10:00,91.796511627907,1.25862171189441,15.4055619930475,12.0427578215527,1016.40110081112,13852.00387471
2023-06-19 15:15:00,91.796511627907,1.25860050252175,15.4049826187717,12.0415990730012,1016.41208574739,13852.00387471
2023-06-19 15:20:00,91.796511627907,1.25857953728768,15.4044032444959,12.0404403244496,1016.42307068366,13852.00387471
2023-06-19 15:25:00,91.796511627907,1.25855956760788,15.4038238702202,12.0398609501738,1016.43405561993,13852.00387471
2023-06-19 15:30:00,91.796511627907,1.25854165122928,15.4026651216686,12.0381228273465,1016.4450405562,13852.00387471
2023-06-19 15:35:00,91.796511627907,1.25852490783003,15.401506373117,12.0369640787949,1016.45582850521,13852.00387471
2023-06-19 15:40:00,91.796511627907,1.25850897269739,15.4003476245655,12.0358053302433,1016.46661645423,13852.00387471
2023-06-19 15:45:00,91.796511627907,1.25849333030758,15.3991888760139,12.034067207416,1016.47740440324,13852.00387471
2023-06-19 15:50:00,91.796511627907,1.25847915163186,15.3980301274623,12.0323290845886,1016.48819235226,13852.00387471
2023-06-19 15:55:00,91.796511627907,1.25846560933748,15.3968713789108,12.0305909617613,1016.49898030127,13852.00387471
2023-06-19 16:00:00,91.8499127399651,1.25845294551941,15.3982608695652,12.0306086956522,1016.50677681159,13850.7029831689
2023-06-19 16:05:00,91.8499127399651,1.25844081360881,15.3971014492754,12.0288695652174,1016.51737391304,13850.7029831689
2023-06-19 16:10:00,91.8499127399651,1.25843007674169,15.3959420289855,12.0271304347826,1016.52777391304,13850.7029831689
2023-06-19 16:15:00,91.8499127399651,1.25842109936399,15.3947826086957,12.0253913043478,1016.53817391304,13850.7029831689
2023-06-19 16:20:00,91.8499127399651,1.25841324375492,15.3936231884058,12.023652173913,1016.54857391304,13850.7029831689
2023-06-19 16:25:00,91.8499127399651,1.25840678424768,15.3924637681159,12.0219130434783,1016.55897391304,13850.7029831689
2023-06-19 16:30:00,91.9033760186263,1.25840267007825,15.3938515081206,12.0219257540603,1016.56680974478,13849.4005807201
2023-06-19 16:35:00,91.8499127399651,1.25840060572736,15.3913043478261,12.0201739130435,1016.56937971014,13850.7029831689
2023-06-19 16:40:00,91.8499127399651,1.25840000553257,15.3895652173913,12.0184347826087,1016.57977971014,13851.6370168311
2023-06-19 16:45:00,91.8499127399651,1.25840057935071,15.3878260869565,12.0166956521739,1016.5899884058,13852.5710504933
2023-06-19 16:50:00,91.8499127399651,1.25840188927901,15.3860869565217,12.0149565217391,1016.60019710145,13852.5710504933
2023-06-19 16:55:00,91.8499127399651,1.25840314523597,15.384347826087,12.0132173913043,1016.6104057971,13852.5710504933
2023-06-19 17:00:00,91.9033760186263,1.25840601546703,15.3857308584687,12.0132250580046,1016.61807424594,13851.2697328688
2023-06-19 17:05:00,91.9033760186263,1.25841034944204,15.3839907192575,12.0114849187935,1016.62809164733,13851.2697328688
2023-06-19 17:10:00,91.9033760186263,1.25841673819959,15.3828306264501,12.0097447795824,1016.6383062645,13851.2697328688
2023-06-19 17:15:00,91.9033760186263,1.25842503398002,15.381090487239,12.0074245939675,1016.64852088167,13851.2697328688
2023-06-19 17:20:00,91.9569015725102,1.2584350890237,15.3830528148578,12.007428903076,1016.65601857226,13849.9669029634
2023-06-19 17:25:00,91.9569015725102,1.25844625632998,15.3818920487522,12.0056877539176,1016.66604178758,13850.9020220802
2023-06-19 17:30:00,91.9569015725102,1.25845856161278,15.3801508995937,12.0039466047591,1016.6760650029,13851.837141197
2023-06-19 17:35:00,91.9569015725102,1.258472330212,15.3784097504353,12.0022054556007,1016.68589088799,13852.7722603138
2023-06-19 17:40:00,91.9569015725102,1.25848756212763,15.3772489843297,12.0004643064423,1016.69571677307,13853.7073794306
2023-06-19 17:45:00,91.9569015725102,1.25850390993094,15.3755078351712,11.9987231572838,1016.70554265815,13854.6424985474
2023-06-19 17:50:00,91.9569015725102,1.25852259561454,15.3737666860128,11.9969820081254,1016.71536854324,13855.5776176641
2023-06-19 17:55:00,92.0104895104895,1.25854303955114,15.3757259001161,11.9975609756098,1016.72290940767,13855.2121976744
2023-06-19 18:00:00,92.064139941691,1.2585642747273,15.3776873910517,11.998140615921,1016.73045903544,13854.8463525305
2023-06-19 18:05:00,92.064139941691,1.25858711996987,15.3759442184776,11.9963974433469,1016.74009877978,13847.8247818499
2023-06-19 18:10:00,92.0104895104895,1.25861171750377,15.3724738675958,11.9942508710801,1016.74217770035,13840.9433023256
2023-06-19 18:15:00,92.0104895104895,1.25863713291853,15.3707317073171,11.9930894308943,1016.75181184669,13832.9901453488
2023-06-19 18:20:00,92.064139941691,1.25866313039575,15.3726902963393,11.9936664729808,1016.75937826845,13832.6113728912
2023-06-19 18:25:00,92.064139941691,1.25869015270158,15.3709471237653,11.9919233004067,1016.76901801278,13825.1216928447
2023-06-19 18:30:00,92.064139941691,1.25871781603729,15.3692039511912,11.9907611853573,1016.77865775712,13816.695805701
2023-06-19 18:35:00,92.064139941691,1.25874708851634,15.3674607786171,11.989599070308,1016.78829750145,13807.8018150087
2023-06-19 18:40:00,92.064139941691,1.25877811764216,15.365717606043,11.9884369552586,1016.79793724579,13798.6737754508
2023-06-19 18:45:00,92.064139941691,1.25880972874511,15.3639744334689,11.9872748402092,1016.80757699012,13790.7159918557
2023-06-19 18:50:00,92.064139941691,1.25884280148801,15.3622312608948,11.9855316676351,1016.81721673446,13782.7582082606
2023-06-19 18:55:00,92.064139941691,1.25887733587084,15.3607205113306,11.9839628123184,1016.82685647879,13774.8004246655
2023-06-19 19:00:00,92.064139941691,1.25891286064319,15.3589773387565,11.9822196397443,1016.83649622313,13766.8426410704
2023-06-19 19:05:00,92.064139941691,1.25894955471559,15.3572341661825,11.9804764671703,1016.84594421848,13758.8848574753
2023-06-19 19:10:00,92.064139941691,1.25898610639256,15.3554909936084,11.9787332945962,1016.85539221383,13750.9270738802
2023-06-19 19:15:00,92.064139941691,1.25902335855849,15.3537478210343,11.9769901220221,1016.86484020918,13743.6714543339
2023-06-19 19:20:00,92.064139941691,1.2590617823573,15.3520046484602,11.975246949448,1016.87428820453,13735.7136707388
