"loc_id","year","month","week","date","site_name","substrate","weather","stage","TideHT.m","temp_degc","salinity_ppt","do_mg.l","notes","species_name","catch"
"2016_032_01","2016","7",29,2016-07-19,"Presumpscot Moorings","mud","sunny","rising",2.0655,25.6,3.8,9.7,NA,"herring",0
"2016_032_03","2016","7",29,2016-07-19,"Audubon","sand","sunny","rising",1.695,20.2,22.96,9.1,NA,"silver",8
"2016_032_03","2016","7",29,2016-07-19,"Audubon","sand","sunny","rising",1.695,20.2,22.96,9.1,NA,"herring",0
"2016_032_04","2016","7",29,2016-07-19,"Mussel Cove","mud","sunny","rising",2.46383333333333,21.5,31.33,9.8,NA,"silver",16
"2016_032_04","2016","7",29,2016-07-19,"Mussel Cove","mud","sunny","rising",2.46383333333333,21.5,31.33,9.8,NA,"herring",0
"2016_032_06","2016","7",29,2016-07-19,"Mackworth Island - North","sand/gravel","sunny","rising",1.4,18.8,30.36,10.2,NA,"silver",5
"2016_032_06","2016","7",29,2016-07-19,"Mackworth Island - North","sand/gravel","sunny","rising",1.4,18.8,30.36,10.2,NA,"herring",0
"2016_032_09","2016","7",29,2016-07-19,"Great Diamond Island","sand/gravel","sunny","rising",1.08533333333333,18.6,27.01,9.3,NA,"silver",0
"2016_032_09","2016","7",29,2016-07-19,"Great Diamond Island","sand/gravel","sunny","rising",1.08533333333333,18.6,27.01,9.3,NA,"herring",0
"2016_032_11","2016","7",29,2016-07-19,"Cushing Island","sand","sunny","rising",2.62883333333333,17.9,31.29,10.6,NA,"silver",0
"2016_032_11","2016","7",29,2016-07-19,"Cushing Island","sand","sunny","rising",2.62883333333333,17.9,31.29,10.6,NA,"herring",0
"2016_033_05","2016","7",29,2016-07-20,"The Brothers - North","sand/gravel","partly cloudy","rising",2.72666666666667,24.7,27.55,9.4,NA,"silver",94
"2016_033_05","2016","7",29,2016-07-20,"The Brothers - North","sand/gravel","partly cloudy","rising",2.72666666666667,24.7,27.55,9.4,NA,"herring",1
"2016_033_07","2016","7",29,2016-07-20,"Mackworth Island - Beach","sand","partly cloudy","rising",2.628,19,28.55,9,NA,"silver",52
"2016_033_07","2016","7",29,2016-07-20,"Mackworth Island - Beach","sand","partly cloudy","rising",2.628,19,28.55,9,NA,"herring",0
"2016_033_08","2016","7",29,2016-07-20,"Back Cove","mud","partly cloudy","falling",2.695,18.5,30.84,26.5,"no catch","silver",0
"2016_033_08","2016","7",29,2016-07-20,"Back Cove","mud","partly cloudy","falling",2.695,18.5,30.84,26.5,"no catch","herring",0
"2016_034_01","2016","7",30,2016-07-26,"Presumpscot Moorings","mud","sunny","rising",1.49616666666667,25.3,6.45,9.5,NA,"silver",0
"2016_034_01","2016","7",30,2016-07-26,"Presumpscot Moorings","mud","sunny","rising",1.49616666666667,25.3,6.45,9.5,NA,"herring",0
"2016_034_03","2016","7",30,2016-07-26,"Audubon","sand","sunny","rising",1.144,22,23.15,9.4,NA,"silver",22
"2016_034_03","2016","7",30,2016-07-26,"Audubon","sand","sunny","rising",1.144,22,23.15,9.4,NA,"herring",0
"2016_034_04","2016","7",30,2016-07-26,"Mussel Cove","mud","sunny","rising",0.531333333333333,24.8,31.71,10.9,"rising tide","silver",40
"2016_034_04","2016","7",30,2016-07-26,"Mussel Cove","mud","sunny","rising",0.531333333333333,24.8,31.71,10.9,"rising tide","herring",0
"2016_034_06","2016","7",30,2016-07-26,"Mackworth Island - North","sand/gravel","sunny","rising",0.138,22.1,30.89,13.7,"set area included large patch of eelgrass","silver",9
"2016_034_06","2016","7",30,2016-07-26,"Mackworth Island - North","sand/gravel","sunny","rising",0.138,22.1,30.89,13.7,"set area included large patch of eelgrass","herring",0
"2016_034_09","2016","7",30,2016-07-26,"Great Diamond Island","sand/gravel","sunny","falling",0.348666666666667,18.6,31.03,12.7,"no catch; scattered grass in set area","silver",0
"2016_034_09","2016","7",30,2016-07-26,"Great Diamond Island","sand/gravel","sunny","falling",0.348666666666667,18.6,31.03,12.7,"no catch; scattered grass in set area","herring",0
"2016_034_11","2016","7",30,2016-07-26,"Cushing Island","sand","sunny","falling",0.071,16.8,31.83,12.6,NA,"silver",0
"2016_034_11","2016","7",30,2016-07-26,"Cushing Island","sand","sunny","falling",0.071,16.8,31.83,12.6,NA,"herring",0
"2016_035_02","2016","8",31,2016-08-02,"Skitterygusset","mud","sunny","rising",2.88666666666667,19,20.92,8.5,NA,"silver",3
"2016_035_02","2016","8",31,2016-08-02,"Skitterygusset","mud","sunny","rising",2.88666666666667,19,20.92,8.5,NA,"herring",0
"2016_035_07","2016","8",31,2016-08-02,"Mackworth Island - Beach","sand","sunny","rising",2.771,17.8,30.92,9.2,NA,"silver",3
"2016_035_07","2016","8",31,2016-08-02,"Mackworth Island - Beach","sand","sunny","rising",2.771,17.8,30.92,9.2,NA,"herring",0
"2016_035_08","2016","8",31,2016-08-02,"Back Cove","mud","sunny","rising",2.95555555555556,18.8,30.55,9.6,NA,"silver",0
"2016_035_08","2016","8",31,2016-08-02,"Back Cove","mud","sunny","rising",2.95555555555556,18.8,30.55,9.6,NA,"herring",0
"2016_035_09","2016","8",31,2016-08-02,"Great Diamond Island","sand/gravel","sunny","rising",2.45566666666667,17.9,29.81,9.2,NA,"silver",0
"2016_035_09","2016","8",31,2016-08-02,"Great Diamond Island","sand/gravel","sunny","rising",2.45566666666667,17.9,29.81,9.2,NA,"herring",0
"2016_035_10","2016","8",31,2016-08-02,"SMCC","sand/gravel","overcast","rising",2.146,17.1,30.38,9.5,NA,"silver",2
"2016_035_10","2016","8",31,2016-08-02,"SMCC","sand/gravel","overcast","rising",2.146,17.1,30.38,9.5,NA,"herring",0
"2016_035_12","2016","8",31,2016-08-02,"Alewife Cove","sand/gravel","overcast","rising",1.623,16.2,31.55,8.9,"no catch","silver",0
"2016_035_12","2016","8",31,2016-08-02,"Alewife Cove","sand/gravel","overcast","rising",1.623,16.2,31.55,8.9,"no catch","herring",0
"2016_036_01","2016","8",32,2016-08-11,"Presumpscot Moorings","mud","overcast","falling",1.5365,23.2,3.83,8.5,NA,"silver",33
"2016_036_01","2016","8",32,2016-08-11,"Presumpscot Moorings","mud","overcast","falling",1.5365,23.2,3.83,8.5,NA,"herring",0
"2016_036_03","2016","8",32,2016-08-11,"Audubon","sand","overcast","falling",1.2575,22.4,9.38,7.9,NA,"silver",149
"2016_036_03","2016","8",32,2016-08-11,"Audubon","sand","overcast","falling",1.2575,22.4,9.38,7.9,NA,"herring",0
"2016_036_04","2016","8",32,2016-08-11,"Mussel Cove","mud","sunny","falling",0.5,24.5,31.7,11.9,NA,"silver",2014
"2016_036_04","2016","8",32,2016-08-11,"Mussel Cove","mud","sunny","falling",0.5,24.5,31.7,11.9,NA,"herring",0
"2016_036_05","2016","8",32,2016-08-11,"The Brothers - North","sand/gravel","sunny","falling",0.638,19.1,31.66,8.6,NA,"silver",65
"2016_036_05","2016","8",32,2016-08-11,"The Brothers - North","sand/gravel","sunny","falling",0.638,19.1,31.66,8.6,NA,"herring",0
"2016_036_06","2016","8",32,2016-08-11,"Mackworth Island - North","sand/gravel","sunny","falling",0.856,18.2,31.62,9.5,NA,"silver",6
"2016_036_06","2016","8",32,2016-08-11,"Mackworth Island - North","sand/gravel","sunny","falling",0.856,18.2,31.62,9.5,NA,"herring",0
"2016_036_11","2016","8",32,2016-08-11,"Cushing Island","sand","sunny","rising",0.589666666666667,21.3,31.87,11.6,NA,"silver",1
"2016_036_11","2016","8",32,2016-08-11,"Cushing Island","sand","sunny","rising",0.589666666666667,21.3,31.87,11.6,NA,"herring",0
"2016_037_02","2016","8",33,2016-08-18,"Skitterygusset","mud","overcast","rising",1.227,21.6,13.4,8.2,NA,"silver",15
"2016_037_02","2016","8",33,2016-08-18,"Skitterygusset","mud","overcast","rising",1.227,21.6,13.4,8.2,NA,"herring",0
"2016_037_07","2016","8",33,2016-08-18,"Mackworth Island - Beach","sand","sunny","rising",2.832,19.4,30.8,8.5,NA,"silver",107
"2016_037_07","2016","8",33,2016-08-18,"Mackworth Island - Beach","sand","sunny","rising",2.832,19.4,30.8,8.5,NA,"herring",0
"2016_037_08","2016","8",33,2016-08-18,"Back Cove","mud","sunny","rising",1.8585,18.7,30.79,7.9,NA,"silver",0
"2016_037_08","2016","8",33,2016-08-18,"Back Cove","mud","sunny","rising",1.8585,18.7,30.79,7.9,NA,"herring",0
"2016_037_09","2016","8",33,2016-08-18,"Great Diamond Island","sand/gravel","sunny","rising",2.352,18.5,30.81,9.7,NA,"silver",57
"2016_037_09","2016","8",33,2016-08-18,"Great Diamond Island","sand/gravel","sunny","rising",2.352,18.5,30.81,9.7,NA,"herring",0
"2016_037_10","2016","8",33,2016-08-18,"SMCC","sand/gravel","overcast","rising",2.612,18.3,30.91,9.1,NA,"silver",1
"2016_037_10","2016","8",33,2016-08-18,"SMCC","sand/gravel","overcast","rising",2.612,18.3,30.91,9.1,NA,"herring",0
"2016_037_12","2016","8",33,2016-08-18,"Alewife Cove","sand/gravel","sunny","falling",2.733,17.3,31.68,9.9,NA,"silver",0
"2016_037_12","2016","8",33,2016-08-18,"Alewife Cove","sand/gravel","sunny","falling",2.733,17.3,31.68,9.9,NA,"herring",0
"2016_038_01","2016","9",35,2016-09-02,"Presumpscot Moorings","mud","sunny","rising",2.8805,21.7,11.3,8.7,NA,"silver",0
"2016_038_01","2016","9",35,2016-09-02,"Presumpscot Moorings","mud","sunny","rising",2.8805,21.7,11.3,8.7,NA,"herring",0
"2016_038_03","2016","9",35,2016-09-02,"Audubon","sand","sunny","rising",2.739,19.5,24.7,7.9,NA,"silver",1196
"2016_038_03","2016","9",35,2016-09-02,"Audubon","sand","sunny","rising",2.739,19.5,24.7,7.9,NA,"herring",0
"2016_038_04","2016","9",35,2016-09-02,"Mussel Cove","mud","sunny","rising",1.555,19.3,31.94,7.8,NA,"silver",2370
"2016_038_04","2016","9",35,2016-09-02,"Mussel Cove","mud","sunny","rising",1.555,19.3,31.94,7.8,NA,"herring",0
"2016_038_06","2016","9",35,2016-09-02,"Mackworth Island - North","sand/gravel","sunny","rising",2.322,18.8,31.67,9,NA,"silver",1036
"2016_038_06","2016","9",35,2016-09-02,"Mackworth Island - North","sand/gravel","sunny","rising",2.322,18.8,31.67,9,NA,"herring",0
"2016_038_11","2016","9",35,2016-09-02,"Cushing Island","sand","sunny","rising",1.01266666666667,16.9,30.51,9.3,NA,"silver",17
"2016_038_11","2016","9",35,2016-09-02,"Cushing Island","sand","sunny","rising",1.01266666666667,16.9,30.51,9.3,NA,"herring",0
"2016_039_02","2016","9",36,2016-09-07,"Skitterygusset","mud","overcast","rising",0.993,19.7,19.23,8.3,NA,"silver",964
"2016_039_02","2016","9",36,2016-09-07,"Skitterygusset","mud","overcast","rising",0.993,19.7,19.23,8.3,NA,"herring",0
"2016_039_08","2016","9",36,2016-09-07,"Back Cove","mud","overcast","rising",1.48816666666667,18.5,29.97,7.5,NA,"silver",44
"2016_039_08","2016","9",36,2016-09-07,"Back Cove","mud","overcast","rising",1.48816666666667,18.5,29.97,7.5,NA,"herring",0
"2016_039_09","2016","9",36,2016-09-07,"Great Diamond Island","sand/gravel","overcast","rising",0.425333333333333,18,31.58,8.8,NA,"silver",2209
"2016_039_09","2016","9",36,2016-09-07,"Great Diamond Island","sand/gravel","overcast","rising",0.425333333333333,18,31.58,8.8,NA,"herring",0
"2016_039_10","2016","9",36,2016-09-07,"SMCC","sand/gravel","overcast","falling",0.433666666666667,17.5,31.02,8.11,NA,"silver",41
"2016_039_10","2016","9",36,2016-09-07,"SMCC","sand/gravel","overcast","falling",0.433666666666667,17.5,31.02,8.11,NA,"herring",0
"2017_040_04","2017","6",25,2017-06-22,"Mussel Cove","mud","sunny","falling",1.947,16.3,29.59,12.3,NA,"silver",79
"2017_040_04","2017","6",25,2017-06-22,"Mussel Cove","mud","sunny","falling",1.947,16.3,29.59,12.3,NA,"herring",0
"2017_040_06","2017","6",25,2017-06-22,"Mackworth Island - North","sand/gravel","sunny","falling",2.5045,15,26.78,13.5,NA,"silver",9
"2017_040_06","2017","6",25,2017-06-22,"Mackworth Island - North","sand/gravel","sunny","falling",2.5045,15,26.78,13.5,NA,"herring",1505
"2017_040_09","2017","6",25,2017-06-22,"Great Diamond Island","sand/gravel","sunny","falling",1.11333333333333,13.7,29.55,12.4,NA,"silver",0
"2017_040_09","2017","6",25,2017-06-22,"Great Diamond Island","sand/gravel","sunny","falling",1.11333333333333,13.7,29.55,12.4,NA,"herring",0
"2017_040_11","2017","6",25,2017-06-22,"Cushing Island","sand","sunny","falling",0.607833333333333,12.6,30.16,12.7,NA,"silver",0
"2017_040_11","2017","6",25,2017-06-22,"Cushing Island","sand","sunny","falling",0.607833333333333,12.6,30.16,12.7,NA,"herring",0
"2017_041_01","2017","6",26,2017-06-27,"Presumpscot Moorings","mud","overcast","rising",2.943,23,1.41,8.8,NA,"silver",0
"2017_041_01","2017","6",26,2017-06-27,"Presumpscot Moorings","mud","overcast","rising",2.943,23,1.41,8.8,NA,"herring",0
"2017_041_03","2017","6",26,2017-06-27,"Audubon","sand","overcast","rising",3.0375,15.5,28.14,10.8,NA,"silver",0
"2017_041_03","2017","6",26,2017-06-27,"Audubon","sand","overcast","rising",3.0375,15.5,28.14,10.8,NA,"herring",18
"2017_041_05","2017","6",26,2017-06-27,"The Brothers - North","sand/gravel","overcast","rising",1.931,15.4,30.41,11.9,NA,"silver",7
"2017_041_05","2017","6",26,2017-06-27,"The Brothers - North","sand/gravel","overcast","rising",1.931,15.4,30.41,11.9,NA,"herring",0
"2017_041_07","2017","6",26,2017-06-27,"Mackworth Island - Beach","sand","overcast","rising",2.47166666666667,14.5,29.35,12.3,NA,"silver",1
"2017_041_07","2017","6",26,2017-06-27,"Mackworth Island - Beach","sand","overcast","rising",2.47166666666667,14.5,29.35,12.3,NA,"herring",7325
"2017_041_12","2017","6",26,2017-06-27,"Alewife Cove","sand/gravel","overcast","rising",0.994,13.3,29.51,11.8,NA,"silver",0
"2017_041_12","2017","6",26,2017-06-27,"Alewife Cove","sand/gravel","overcast","rising",0.994,13.3,29.51,11.8,NA,"herring",0
"2017_042_02","2017","7",27,2017-07-06,"Skitterygusset","mud","sunny","falling",2.5225,18,22.95,9,NA,"silver",0
"2017_042_02","2017","7",27,2017-07-06,"Skitterygusset","mud","sunny","falling",2.5225,18,22.95,9,NA,"herring",0
"2017_042_04","2017","7",27,2017-07-06,"Mussel Cove","mud","sunny","falling",2.21083333333333,16.6,30.95,10.6,NA,"silver",3
"2017_042_04","2017","7",27,2017-07-06,"Mussel Cove","mud","sunny","falling",2.21083333333333,16.6,30.95,10.6,NA,"herring",422
"2017_042_06","2017","7",27,2017-07-06,"Mackworth Island - North","sand/gravel","sunny","falling",2.421,14.7,30.47,10.5,"","silver",0
"2017_042_06","2017","7",27,2017-07-06,"Mackworth Island - North","sand/gravel","sunny","falling",2.421,14.7,30.47,10.5,"","herring",0
"2017_042_09","2017","7",27,2017-07-06,"Great Diamond Island","sand/gravel","sunny","falling",1.7,16,29.37,14.5,NA,"silver",0
"2017_042_09","2017","7",27,2017-07-06,"Great Diamond Island","sand/gravel","sunny","falling",1.7,16,29.37,14.5,NA,"herring",0
"2017_042_10","2017","7",27,2017-07-06,"SMCC","sand/gravel","sunny","rising",2.597,14.1,30.31,12.5,NA,"silver",3
"2017_042_10","2017","7",27,2017-07-06,"SMCC","sand/gravel","sunny","rising",2.597,14.1,30.31,12.5,NA,"herring",3
"2017_042_11","2017","7",27,2017-07-06,"Cushing Island","sand","sunny","falling",1.49333333333333,16.3,30.21,12.3,NA,"silver",0
"2017_042_11","2017","7",27,2017-07-06,"Cushing Island","sand","sunny","falling",1.49333333333333,16.3,30.21,12.3,NA,"herring",613
"2017_042_12","2017","7",27,2017-07-06,"Back Cove","mud","sunny","rising",2.5935,17,27.51,10.6,"","silver",0
"2017_042_12","2017","7",27,2017-07-06,"Back Cove","mud","sunny","rising",2.5935,17,27.51,10.6,"","herring",0
"2017_043_01","2017","7",28,2017-07-12,"Presumpscot Moorings","mud","sunny","rising",1.732,28.1,1.43,9,NA,"silver",6
"2017_043_01","2017","7",28,2017-07-12,"Presumpscot Moorings","mud","sunny","rising",1.732,28.1,1.43,9,NA,"herring",0
"2017_043_03","2017","7",28,2017-07-12,"Audubon","sand","sunny","rising",2.067,27,19.73,8.6,NA,"silver",82
"2017_043_03","2017","7",28,2017-07-12,"Audubon","sand","sunny","rising",2.067,27,19.73,8.6,NA,"herring",1
"2017_043_06","2017","7",28,2017-07-12,"Mackworth Island - North","sand/gravel","sunny","rising",2.59333333333333,26,26.37,8.6,NA,"silver",0
"2017_043_06","2017","7",28,2017-07-12,"Mackworth Island - North","sand/gravel","sunny","rising",2.59333333333333,26,26.37,8.6,NA,"herring",0
"2017_043_07","2017","7",28,2017-07-12,"Mackworth Island - Beach","sand","sunny","rising",2.68716666666667,18.1,29.58,10.5,NA,"silver",0
"2017_043_07","2017","7",28,2017-07-12,"Mackworth Island - Beach","sand","sunny","rising",2.68716666666667,18.1,29.58,10.5,NA,"herring",74
"2017_043_08","2017","7",28,2017-07-12,"Back Cove","mud","sunny","rising",2.41866666666667,25.4,24.41,8.6,NA,"silver",0
"2017_043_08","2017","7",28,2017-07-12,"Back Cove","mud","sunny","rising",2.41866666666667,25.4,24.41,8.6,NA,"herring",0
"2017_043_12","2017","7",28,2017-07-12,"Alewife Cove","sand/gravel","sunny","rising",1.159,21.1,25.69,10,NA,"silver",0
"2017_043_12","2017","7",28,2017-07-12,"Alewife Cove","sand/gravel","sunny","rising",1.159,21.1,25.69,10,NA,"herring",0
"2017_044_02","2017","7",29,2017-07-18,"Skitterygusset","mud","sunny","falling",0.449,20.7,13.55,8,NA,"silver",28
"2017_044_02","2017","7",29,2017-07-18,"Skitterygusset","mud","sunny","falling",0.449,20.7,13.55,8,NA,"herring",0
"2017_044_04","2017","7",29,2017-07-18,"Mussel Cove","mud","sunny","falling",0.154,22.6,30.44,10.1,NA,"silver",13
"2017_044_04","2017","7",29,2017-07-18,"Mussel Cove","mud","sunny","falling",0.154,22.6,30.44,10.1,NA,"herring",2
"2017_044_06","2017","7",29,2017-07-18,"Mackworth Island - North","sand/gravel","sunny","falling",0.2625,20.8,27.91,12,NA,"silver",0
"2017_044_06","2017","7",29,2017-07-18,"Mackworth Island - North","sand/gravel","sunny","falling",0.2625,20.8,27.91,12,NA,"herring",0
"2017_044_09","2017","7",29,2017-07-18,"Great Diamond Island","sand/gravel","sunny","rising",0.2055,20.2,29.29,12.2,NA,"silver",0
"2017_044_09","2017","7",29,2017-07-18,"Great Diamond Island","sand/gravel","sunny","rising",0.2055,20.2,29.29,12.2,NA,"herring",0
"2017_044_10","2017","7",29,2017-07-18,"SMCC","sand/gravel","sunny","rising",0.693,19.1,27.67,10.9,NA,"silver",0
"2017_044_10","2017","7",29,2017-07-18,"SMCC","sand/gravel","sunny","rising",0.693,19.1,27.67,10.9,NA,"herring",0
"2017_044_11","2017","7",29,2017-07-18,"Cushing Island","sand","sunny","rising",0.448,18.9,29.79,13.8,NA,"silver",0
"2017_044_11","2017","7",29,2017-07-18,"Cushing Island","sand","sunny","rising",0.448,18.9,29.79,13.8,NA,"herring",0
"2017_045_01","2017","7",30,2017-07-26,"Presumpscot Moorings","mud","sunny","rising",2.162,24.2,0.3,10.3,NA,"silver",0
"2017_045_01","2017","7",30,2017-07-26,"Presumpscot Moorings","mud","sunny","rising",2.162,24.2,0.3,10.3,NA,"herring",0
"2017_045_03","2017","7",30,2017-07-26,"Audubon","sand","sunny","rising",1.5585,21.4,17.53,9.3,NA,"silver",4
"2017_045_03","2017","7",30,2017-07-26,"Audubon","sand","sunny","rising",1.5585,21.4,17.53,9.3,NA,"herring",0
"2017_045_05","2017","7",30,2017-07-26,"The Brothers - North","sand/gravel","sunny","rising",2.708,16.2,30.16,11.1,NA,"silver",1
"2017_045_05","2017","7",30,2017-07-26,"The Brothers - North","sand/gravel","sunny","rising",2.708,16.2,30.16,11.1,NA,"herring",0
"2017_045_07","2017","7",30,2017-07-26,"Mackworth Island - Beach","sand","sunny","rising",0.696333333333333,25,13.44,5.7,NA,"silver",0
"2017_045_07","2017","7",30,2017-07-26,"Mackworth Island - Beach","sand","sunny","rising",0.696333333333333,25,13.44,5.7,NA,"herring",0
"2017_045_08","2017","7",30,2017-07-26,"Back Cove","mud","sunny","rising",2.922,17.4,28.83,11,NA,"silver",1
"2017_045_08","2017","7",30,2017-07-26,"Back Cove","mud","sunny","rising",2.922,17.4,28.83,11,NA,"herring",0
"2017_045_12","2017","7",30,2017-07-26,"Alewife Cove","sand/gravel","sunny","rising",0.081,15.4,30.23,14.2,NA,"silver",0
"2017_045_12","2017","7",30,2017-07-26,"Alewife Cove","sand/gravel","sunny","rising",0.081,15.4,30.23,14.2,NA,"herring",0
"2017_046_02","2017","8",31,2017-08-02,"Skitterygusset","mud","sunny","falling",2.43,19.3,22.82,8.4,NA,"silver",292
"2017_046_02","2017","8",31,2017-08-02,"Skitterygusset","mud","sunny","falling",2.43,19.3,22.82,8.4,NA,"herring",0
"2017_046_04","2017","8",31,2017-08-02,"Mussel Cove","mud","sunny","falling",1.9765,20.6,30.45,8.9,NA,"silver",42
"2017_046_04","2017","8",31,2017-08-02,"Mussel Cove","mud","sunny","falling",1.9765,20.6,30.45,8.9,NA,"herring",0
"2017_046_06","2017","8",31,2017-08-02,"Mackworth Island - North","sand/gravel","sunny","falling",2.1905,19,26.75,10,NA,"silver",3
"2017_046_06","2017","8",31,2017-08-02,"Mackworth Island - North","sand/gravel","sunny","falling",2.1905,19,26.75,10,NA,"herring",16
"2017_046_09","2017","8",31,2017-08-02,"Great Diamond Island","sand/gravel","sunny","falling",1.77333333333333,18.3,29.82,9.9,NA,"silver",2
"2017_046_09","2017","8",31,2017-08-02,"Great Diamond Island","sand/gravel","sunny","falling",1.77333333333333,18.3,29.82,9.9,NA,"herring",0
"2017_046_10","2017","8",31,2017-08-02,"SMCC","sand/gravel","sunny","falling",1.329,18.5,28.45,10.6,NA,"silver",0
"2017_046_10","2017","8",31,2017-08-02,"SMCC","sand/gravel","sunny","falling",1.329,18.5,28.45,10.6,NA,"herring",0
"2017_046_11","2017","8",31,2017-08-02,"Cushing Island","sand","sunny","falling",1.55566666666667,17,29.57,10,NA,"silver",0
"2017_046_11","2017","8",31,2017-08-02,"Cushing Island","sand","sunny","falling",1.55566666666667,17,29.57,10,NA,"herring",0
"2017_047_01","2017","8",32,2017-08-11,"Presumpscot Moorings","mud","sunny","rising",0.892166666666667,23.9,0.51,9.1,"tide too low to access site-set closer to dock","silver",270
"2017_047_01","2017","8",32,2017-08-11,"Presumpscot Moorings","mud","sunny","rising",0.892166666666667,23.9,0.51,9.1,"tide too low to access site-set closer to dock","herring",0
"2017_047_03","2017","8",32,2017-08-11,"Audubon","sand","sunny","rising",0.511,23.2,7.55,7.6,NA,"silver",4
"2017_047_03","2017","8",32,2017-08-11,"Audubon","sand","sunny","rising",0.511,23.2,7.55,7.6,NA,"herring",0
"2017_047_07","2017","8",32,2017-08-11,"Mackworth Island - Beach","sand","sunny","rising",1.77133333333333,21.2,23.39,11.4,NA,"silver",23
"2017_047_07","2017","8",32,2017-08-11,"Mackworth Island - Beach","sand","sunny","rising",1.77133333333333,21.2,23.39,11.4,NA,"herring",0
"2017_047_08","2017","8",32,2017-08-11,"Back Cove","mud","sunny","rising",2.24833333333333,18.1,29.35,9.4,NA,"silver",5
"2017_047_08","2017","8",32,2017-08-11,"Back Cove","mud","sunny","rising",2.24833333333333,18.1,29.35,9.4,NA,"herring",0
"2017_047_12","2017","8",32,2017-08-11,"Alewife Cove","sand/gravel","sunny","rising",0.1675,15.2,30.64,10.9,NA,"silver",1
"2017_047_12","2017","8",32,2017-08-11,"Alewife Cove","sand/gravel","sunny","rising",0.1675,15.2,30.64,10.9,NA,"herring",0
"2017_048_02","2017","8",34,2017-08-25,"Skitterygusset","mud","sunny","rising",2.2045,18.8,24.63,8.1,NA,"silver",0
"2017_048_02","2017","8",34,2017-08-25,"Skitterygusset","mud","sunny","rising",2.2045,18.8,24.63,8.1,NA,"herring",0
"2017_048_04","2017","8",34,2017-08-25,"Mussel Cove","mud","partly cloudy","rising",1.21466666666667,20.2,30.85,6.2,NA,"silver",390
"2017_048_04","2017","8",34,2017-08-25,"Mussel Cove","mud","partly cloudy","rising",1.21466666666667,20.2,30.85,6.2,NA,"herring",0
"2017_048_06","2017","8",34,2017-08-25,"Mackworth Island - North","sand/gravel","overcast","rising",1.73433333333333,17.9,30.29,10.8,NA,"silver",0
"2017_048_06","2017","8",34,2017-08-25,"Mackworth Island - North","sand/gravel","overcast","rising",1.73433333333333,17.9,30.29,10.8,NA,"herring",762
"2017_048_09","2017","8",34,2017-08-25,"Great Diamond Island","sand/gravel","partly cloudy","rising",0.763,16.8,29.47,11,NA,"silver",17
"2017_048_09","2017","8",34,2017-08-25,"Great Diamond Island","sand/gravel","partly cloudy","rising",0.763,16.8,29.47,11,NA,"herring",0
"2017_048_10","2017","8",34,2017-08-25,"SMCC","sand/gravel","sunny","rising",0.038,16.8,29.47,11,NA,"silver",0
"2017_048_10","2017","8",34,2017-08-25,"SMCC","sand/gravel","sunny","rising",0.038,16.8,29.47,11,NA,"herring",0
"2017_048_11","2017","8",34,2017-08-25,"Cushing Island","sand","sunny","rising",0.261,16.3,29.75,11.3,NA,"silver",8
"2017_048_11","2017","8",34,2017-08-25,"Cushing Island","sand","sunny","rising",0.261,16.3,29.75,11.3,NA,"herring",0
"2017_049_01","2017","9",37,2017-09-15,"Presumpscot Moorings","mud","overcast","falling",1.17166666666667,20.3,3.04,9.5,NA,"silver",52
"2017_049_01","2017","9",37,2017-09-15,"Presumpscot Moorings","mud","overcast","falling",1.17166666666667,20.3,3.04,9.5,NA,"herring",0
"2017_049_03","2017","9",37,2017-09-15,"Audubon","sand","overcast","falling",1.64266666666667,18,16.01,8.9,NA,"silver",463
"2017_049_03","2017","9",37,2017-09-15,"Audubon","sand","overcast","falling",1.64266666666667,18,16.01,8.9,NA,"herring",0
"2017_049_05","2017","9",37,2017-09-15,"The Brothers - North","sand/gravel","overcast","falling",0.989833333333333,17,31.2,10.1,NA,"silver",2
"2017_049_05","2017","9",37,2017-09-15,"The Brothers - North","sand/gravel","overcast","falling",0.989833333333333,17,31.2,10.1,NA,"herring",0
"2017_049_07","2017","9",37,2017-09-15,"Mackworth Island - Beach","sand","overcast","falling",1.2985,17.2,23.81,9.3,NA,"silver",193
"2017_049_07","2017","9",37,2017-09-15,"Mackworth Island - Beach","sand","overcast","falling",1.2985,17.2,23.81,9.3,NA,"herring",3
"2017_049_08","2017","9",37,2017-09-15,"Back Cove","mud","overcast","falling",2.16283333333333,15.8,30.05,9,NA,"silver",17
"2017_049_08","2017","9",37,2017-09-15,"Back Cove","mud","overcast","falling",2.16283333333333,15.8,30.05,9,NA,"herring",0
"2017_049_12","2017","9",37,2017-09-15,"Alewife Cove","sand/gravel","overcast","falling",0.548166666666667,15.3,31.35,11.6,NA,"silver",0
"2017_049_12","2017","9",37,2017-09-15,"Alewife Cove","sand/gravel","overcast","falling",0.548166666666667,15.3,31.35,11.6,NA,"herring",0
"2018_050_01","2018","6",24,2018-06-15,"Presumpscot Moorings","mud","overcast","rising",2.22983333333333,17.4,11,8.4,NA,"silver",2
"2018_050_01","2018","6",24,2018-06-15,"Presumpscot Moorings","mud","overcast","rising",2.22983333333333,17.4,11,8.4,NA,"herring",5
"2018_050_03","2018","6",24,2018-06-15,"Audubon","sand","sunny","rising",2.6445,15.7,20.67,8.9,NA,"silver",27
"2018_050_03","2018","6",24,2018-06-15,"Audubon","sand","sunny","rising",2.6445,15.7,20.67,8.9,NA,"herring",255
