loc_id,date,site_name,site_id,bay_location,species_name,sex,length_mm,notes
2014_004_02,7/1/2014,Skitterygusset,02,Inner,mummichog,NA,52,NA
2014_004_02,7/1/2014,Skitterygusset,02,Inner,mummichog,NA,63,NA
2014_004_02,7/1/2014,Skitterygusset,02,Inner,mummichog,NA,66,NA
2014_004_02,7/1/2014,Skitterygusset,02,Inner,mummichog,NA,67,NA
2014_004_02,7/1/2014,Skitterygusset,02,Inner,mummichog,NA,65,NA
2014_004_02,7/1/2014,Skitterygusset,02,Inner,mummichog,NA,59,NA
2014_004_02,7/1/2014,Skitterygusset,02,Inner,mummichog,NA,63,NA
2014_004_02,7/1/2014,Skitterygusset,02,Inner,mummichog,NA,62,NA
2014_004_02,7/1/2014,Skitterygusset,02,Inner,mummichog,NA,56,NA
2014_004_02,7/1/2014,Skitterygusset,02,Inner,mummichog,NA,71,NA
2014_004_02,7/1/2014,Skitterygusset,02,Inner,mummichog,NA,57,NA
2014_004_02,7/1/2014,Skitterygusset,02,Inner,mummichog,NA,55,NA
