"date","mean.sst","min.sst","max.sst","sd","ten","nine","month","year","doy"
2025-09-09,16.4688626086957,15.998,16.819,0.213012481624146,16.1596,16.741,9,2025,252
2025-09-10,16.4775391304348,16.133,16.936,0.188146751556314,16.2004,16.7082,9,2025,253
2025-09-11,16.1883773913043,15.872,16.986,0.194099623770595,16.009,16.4526,9,2025,254
2025-09-12,16.1147339130435,15.911,16.594,0.111175398106186,15.9928,16.2646,9,2025,255
2025-09-13,16.0189756521739,15.684,16.421,0.145590481338324,15.828,16.195,9,2025,256
2025-09-14,16.1880643478261,15.843,16.687,0.208505803440028,15.9378,16.499,9,2025,257
2025-09-15,16.2568626086957,15.733,16.781,0.266799348276133,15.9158,16.6342,9,2025,258
2025-09-16,16.24716,15.755,16.712,0.233246065280084,15.9472,16.5766,9,2025,259
2025-09-17,16.2635547826087,15.918,16.581,0.131717414924278,16.106,16.4546,9,2025,260
2025-09-18,16.7876869565217,16.283,17.258,0.175218925541445,16.5954,17.0398,9,2025,261
2025-09-19,16.9219269565217,16.315,17.379,0.225581350902213,16.6078,17.2002,9,2025,262
2025-09-20,16.5840991304348,16.201,17.031,0.223137398296221,16.2894,16.912,9,2025,263
2025-09-21,16.0175426086957,15.511,16.652,0.226885006353804,15.732,16.35,9,2025,264
2025-09-22,15.8220104347826,15.04,16.129,0.204602265380761,15.5344,16.0536,9,2025,265
2025-09-23,15.6995791304348,14.994,16.056,0.168900740646333,15.4938,15.882,9,2025,266
2025-09-24,15.8141495652174,15.133,16.131,0.174608746989011,15.57,16.0016,9,2025,267
2025-09-25,16.0661530434783,15.431,16.974,0.399713116922655,15.631,16.7176,9,2025,268
2025-09-26,16.1504330434783,15.461,17.183,0.422572438117713,15.6838,16.845,9,2025,269
2025-09-27,16.0962643478261,15.554,16.908,0.345289248587504,15.7062,16.6456,9,2025,270
2025-09-28,16.2351391304348,15.91,16.637,0.161843349593379,16.0184,16.4882,9,2025,271
2025-09-29,16.1520869565217,15.872,16.541,0.168336986005589,15.9614,16.4006,9,2025,272
2025-09-30,15.9930452173913,15.59,16.322,0.165433707389623,15.766,16.2096,9,2025,273
2025-10-01,15.5069565217391,14.982,15.913,0.187841961861464,15.227,15.7188,10,2025,274
2025-10-02,14.9307391304348,14.534,15.223,0.195581518643208,14.6532,15.175,10,2025,275
2025-10-03,14.9497686956522,14.459,15.261,0.184736398680457,14.6586,15.175,10,2025,276
2025-10-04,15.0644173913043,14.514,15.419,0.140568617701041,14.9134,15.2732,10,2025,277
2025-10-05,15.0264486956522,14.497,15.438,0.162633832514212,14.8124,15.2286,10,2025,278
2025-10-06,15.222227826087,14.973,15.664,0.134698392952854,15.0794,15.4136,10,2025,279
2025-10-07,15.4292017391304,15.1,15.657,0.138515301851977,15.2384,15.6206,10,2025,280
2025-10-08,14.7610817391304,14.451,15.057,0.175899367206734,14.512,14.994,10,2025,281
2025-10-09,14.4681530434783,13.994,14.978,0.179711404981549,14.249,14.692,10,2025,282
2025-10-10,13.7256834782609,13.3,14.141,0.185952938826639,13.4744,13.9648,10,2025,283
2025-10-11,13.4717565217391,13.094,13.824,0.189827796128497,13.2044,13.7328,10,2025,284
2025-10-12,13.5071791304348,13.151,13.732,0.145757749416359,13.324,13.7036,10,2025,285
2025-10-13,13.4110539130435,13.087,13.639,0.115640055879699,13.247,13.549,10,2025,286
2025-10-14,12.7137443478261,12.478,12.889,0.0896667214704077,12.593,12.8286,10,2025,287
2025-10-15,12.7172365217391,12.45,12.857,0.105001989636397,12.5654,12.835,10,2025,288
2025-10-16,12.6400573913043,12.399,12.861,0.103446186131914,12.5114,12.7786,10,2025,289
2025-10-17,12.56796,12.325,12.757,0.121377374490997,12.3994,12.737,10,2025,290
2025-10-18,12.5500208695652,12.197,12.822,0.178806124687393,12.2804,12.768,10,2025,291
2025-10-19,12.4536330434783,12.059,12.715,0.164403311195396,12.197,12.652,10,2025,292
2025-10-20,12.3540747826087,12.134,12.539,0.0946600904570912,12.208,12.4686,10,2025,293
2025-10-21,12.5629565217391,12.352,12.725,0.0815066307668333,12.45,12.668,10,2025,294
2025-10-22,12.6231269565217,12.464,12.76,0.0666830839099799,12.538,12.719,10,2025,295
2025-10-23,12.6089913043478,12.429,12.778,0.0906896242036057,12.471,12.735,10,2025,296
2025-10-24,12.5693339130435,12.282,12.78,0.119196934582042,12.378,12.699,10,2025,297
2025-10-25,12.3262226086957,12.135,12.432,0.0707564343867039,12.2198,12.4066,10,2025,298
2025-10-26,11.6946626086957,11.548,11.849,0.0841425551815838,11.59,11.817,10,2025,299
