"year","mean.anom"
2013,-0.986083852445093
2014,-0.621900659779825
2015,-0.27453334663366
2016,0.575191578802324
2017,-0.441600567329403
2018,-0.123863446891825
2019,-0.256998478887401
2020,0.715343691816461
2021,1.33445491781628
2022,0.923888551511131
2023,1.1500825268848
2024,0.810104507219154
