Date,Simple Date,Outdoor Temperature (??F),Feels Like (??F),Wind Speed (mph),Wind Gust (mph),Max Daily Gust (mph),Wind Direction (??),Rain Rate (in/hr),Event Rain (in),Daily Rain (in),Weekly Rain (in),Monthly Rain (in),Total Rain (in),Relative Pressure (inHg),Humidity (%),Ultra-Violet Radiation Index,Solar Radiation (W/m^2),Absolute Pressure (inHg),CO2 battery
2025-07-26T16:10:00-04:00,7/26/2025 16:10,68.5,68,8.9,11.4,18.3,216,0,0,0,0.94,1.14,180.31,30.37,62,4,494.1,29.95,1
2025-07-26T16:05:00-04:00,7/26/2025 16:05,68,68,10.7,12.5,18.3,216,0,0,0,0.94,1.14,180.31,30.37,61,5,536.1,29.95,1
2025-07-26T16:00:00-04:00,7/26/2025 16:00,68.4,67.8,9.6,11.4,18.3,217,0,0,0,0.94,1.14,180.31,30.37,61,5,551.7,29.95,1
2025-07-26T15:55:00-04:00,7/26/2025 15:55,68.2,67.5,11,12.5,18.3,227,0,0,0,0.94,1.14,180.31,30.38,59,5,560.4,29.96,1
2025-07-26T15:50:00-04:00,7/26/2025 15:50,67.5,67.5,12.8,14.8,18.3,213,0,0,0,0.94,1.14,180.31,30.38,64,5,569.6,29.96,1
2025-07-26T15:45:00-04:00,7/26/2025 15:45,68.4,67.9,11.2,12.5,18.3,225,0,0,0,0.94,1.14,180.31,30.38,62,5,582.6,29.96,1
2025-07-26T15:40:00-04:00,7/26/2025 15:40,69.3,68.6,12.1,14.8,18.3,269,0,0,0,0.94,1.14,180.31,30.37,57,5,584.3,29.95,1
2025-07-26T15:35:00-04:00,7/26/2025 15:35,69.1,68.4,12.8,14.8,18.3,215,0,0,0,0.94,1.14,180.31,30.38,57,5,594.3,29.96,1
2025-07-26T15:30:00-04:00,7/26/2025 15:30,69.6,69,12.3,13.6,18.3,223,0,0,0,0.94,1.14,180.31,30.37,59,5,607.8,29.95,1
2025-07-26T15:25:00-04:00,7/26/2025 15:25,70.3,69.5,15.2,18.3,18.3,236,0,0,0,0.94,1.14,180.31,30.38,52,5,613.4,29.96,1
2025-07-26T15:20:00-04:00,7/26/2025 15:20,69.4,68.6,11,15.9,18.3,219,0,0,0,0.94,1.14,180.31,30.38,55,6,623.3,29.96,1
2025-07-26T15:15:00-04:00,7/26/2025 15:15,68,68,12.5,15.9,17.2,216,0,0,0,0.94,1.14,180.31,30.38,59,6,632,29.96,1
2025-07-26T15:10:00-04:00,7/26/2025 15:10,66.6,66.6,10.1,12.5,17.2,213,0,0,0,0.94,1.14,180.31,30.38,65,6,637.6,29.96,1
2025-07-26T15:05:00-04:00,7/26/2025 15:05,67.5,67.5,10.7,11.4,17.2,212,0,0,0,0.94,1.14,180.31,30.38,69,6,640.7,29.96,1
2025-07-26T15:00:00-04:00,7/26/2025 15:00,68.7,68.3,12.3,13.6,17.2,218,0,0,0,0.94,1.14,180.31,30.38,64,6,641.2,29.96,1
2025-07-26T14:55:00-04:00,7/26/2025 14:55,70,69.5,12.1,13.6,15.9,220,0,0,0,0.94,1.14,180.31,30.39,59,6,658.4,29.97,1
2025-07-26T14:50:00-04:00,7/26/2025 14:50,71.1,70.6,9.8,11.4,15.9,224,0,0,0,0.94,1.14,180.31,30.39,57,6,665.9,29.97,1
2025-07-26T14:45:00-04:00,7/26/2025 14:45,73.4,72.8,10.5,12.5,15.9,223,0,0,0,0.94,1.14,180.31,30.38,50,6,674.9,29.96,1
2025-07-26T14:40:00-04:00,7/26/2025 14:40,72.9,72.2,9.2,10.3,15.9,225,0,0,0,0.94,1.14,180.31,30.38,49,6,673.2,29.96,1
2025-07-26T14:35:00-04:00,7/26/2025 14:35,70.9,70,10.3,12.5,15.9,238,0,0,0,0.94,1.14,180.31,30.38,50,6,681.4,29.96,1
2025-07-26T14:30:00-04:00,7/26/2025 14:30,70,69.5,11.2,12.5,15.9,219,0,0,0,0.94,1.14,180.31,30.38,59,6,686.7,29.96,1
2025-07-26T14:25:00-04:00,7/26/2025 14:25,70,69.4,6.5,8.1,15.9,220,0,0,0,0.94,1.14,180.31,30.39,58,6,684.5,29.97,1
2025-07-26T14:20:00-04:00,7/26/2025 14:20,70.2,69.7,7.4,8.1,15.9,232,0,0,0,0.94,1.14,180.31,30.39,59,6,685.8,29.97,1
2025-07-26T14:15:00-04:00,7/26/2025 14:15,72.1,71.5,12.1,12.5,15.9,218,0,0,0,0.94,1.14,180.31,30.38,52,6,693.6,29.96,1
2025-07-26T14:10:00-04:00,7/26/2025 14:10,71.2,70.5,10.3,11.4,15.9,210,0,0,0,0.94,1.14,180.31,30.38,52,6,696.2,29.96,1
2025-07-26T14:05:00-04:00,7/26/2025 14:05,70.2,69.6,10.1,11.4,15.9,208,0,0,0,0.94,1.14,180.31,30.39,57,6,700.5,29.97,1
2025-07-26T14:00:00-04:00,7/26/2025 14:00,71.1,70.5,12.3,14.8,15.9,217,0,0,0,0.94,1.14,180.31,30.38,55,6,704,29.96,1
2025-07-26T13:55:00-04:00,7/26/2025 13:55,71.8,71,13.2,14.8,15.9,217,0,0,0,0.94,1.14,180.31,30.38,49,6,706.2,29.96,1
2025-07-26T13:50:00-04:00,7/26/2025 13:50,71.4,70.6,10.7,12.5,15.9,222,0,0,0,0.94,1.14,180.31,30.39,51,6,709.2,29.97,1
2025-07-26T13:45:00-04:00,7/26/2025 13:45,69.6,68.9,7.4,9.2,15.9,217,0,0,0,0.94,1.14,180.31,30.38,56,6,708,29.96,1
2025-07-26T13:40:00-04:00,7/26/2025 13:40,69.8,69.2,9.4,11.4,15.9,215,0,0,0,0.94,1.14,180.31,30.38,57,6,701.5,29.96,1
2025-07-26T13:35:00-04:00,7/26/2025 13:35,70.2,69.7,8.9,9.2,15.9,219,0,0,0,0.94,1.14,180.31,30.39,59,6,707.5,29.97,1
2025-07-26T13:30:00-04:00,7/26/2025 13:30,69.3,68.8,10.5,11.4,15.9,218,0,0,0,0.94,1.14,180.31,30.4,62,6,714,29.98,1
2025-07-26T13:25:00-04:00,7/26/2025 13:25,69.6,69,11.2,13.6,15.9,221,0,0,0,0.94,1.14,180.31,30.39,58,6,714.8,29.97,1
2025-07-26T13:20:00-04:00,7/26/2025 13:20,70.2,69.6,9.8,11.4,15.9,225,0,0,0,0.94,1.14,180.31,30.4,58,6,711.9,29.98,1
2025-07-26T13:15:00-04:00,7/26/2025 13:15,70.3,69.7,11.6,13.6,14.8,227,0,0,0,0.94,1.14,180.31,30.4,56,6,716.6,29.98,1
2025-07-26T13:10:00-04:00,7/26/2025 13:10,70,69.4,10.5,11.4,14.8,226,0,0,0,0.94,1.14,180.31,30.4,58,6,708.3,29.98,1
2025-07-26T13:05:00-04:00,7/26/2025 13:05,70,69.3,9.8,12.5,14.8,228,0,0,0,0.94,1.14,180.31,30.4,55,6,702.7,29.98,1
2025-07-26T13:00:00-04:00,7/26/2025 13:00,69.4,69,8.5,10.3,14.8,219,0,0,0,0.94,1.14,180.31,30.4,63,6,703.2,29.98,1
2025-07-26T12:55:00-04:00,7/26/2025 12:55,69.3,68.8,10.7,12.5,14.8,223,0,0,0,0.94,1.14,180.31,30.4,60,6,708.8,29.98,1
2025-07-26T12:50:00-04:00,7/26/2025 12:50,70.2,69.7,7.8,9.2,14.8,212,0,0,0,0.94,1.14,180.31,30.41,60,6,719.2,29.99,1
2025-07-26T12:45:00-04:00,7/26/2025 12:45,71.2,70.5,9.6,11.4,14.8,221,0,0,0,0.94,1.14,180.31,30.4,53,6,716.6,29.98,1
2025-07-26T12:40:00-04:00,7/26/2025 12:40,69.8,69.2,7.6,10.3,14.8,227,0,0,0,0.94,1.14,180.31,30.41,58,6,715.8,29.99,1
2025-07-26T12:35:00-04:00,7/26/2025 12:35,70.3,69.7,11.4,12.5,14.8,214,0,0,0,0.94,1.14,180.31,30.41,57,6,716.2,29.99,1
2025-07-26T12:30:00-04:00,7/26/2025 12:30,72.3,71.7,11.2,12.5,14.8,220,0,0,0,0.94,1.14,180.31,30.41,53,7,718.4,29.99,1
2025-07-26T12:25:00-04:00,7/26/2025 12:25,73.6,73,9.2,10.3,12.5,213,0,0,0,0.94,1.14,180.31,30.4,50,7,722.6,29.98,1
2025-07-26T12:20:00-04:00,7/26/2025 12:20,72,71.3,7.6,8.1,12.5,211,0,0,0,0.94,1.14,180.31,30.41,52,6,698.4,29.99,1
2025-07-26T12:15:00-04:00,7/26/2025 12:15,70.2,69.7,5.8,6.9,12.5,217,0,0,0,0.94,1.14,180.31,30.4,60,6,642.4,29.98,1
2025-07-26T12:10:00-04:00,7/26/2025 12:10,72,71.6,6.9,9.2,12.5,229,0,0,0,0.94,1.14,180.31,30.41,58,6,666.7,29.99,1
2025-07-26T12:05:00-04:00,7/26/2025 12:05,73.9,73.2,7.6,9.2,12.5,210,0,0,0,0.94,1.14,180.31,30.4,48,7,722.6,29.98,1
2025-07-26T12:00:00-04:00,7/26/2025 12:00,75,74,0.4,1.1,12.5,137,0,0,0,0.94,1.14,180.31,30.4,39,7,725.7,29.98,1
2025-07-26T11:55:00-04:00,7/26/2025 11:55,75,74.2,0.9,1.1,12.5,110,0,0,0,0.94,1.14,180.31,30.41,42,7,725.3,29.99,1
2025-07-26T11:50:00-04:00,7/26/2025 11:50,76.3,75.4,4.3,4.5,12.5,62,0,0,0,0.94,1.14,180.31,30.41,38,7,730.5,29.99,1
2025-07-26T11:45:00-04:00,7/26/2025 11:45,75.9,75,5.1,5.8,12.5,34,0,0,0,0.94,1.14,180.31,30.4,38,7,731.8,29.98,1
2025-07-26T11:40:00-04:00,7/26/2025 11:40,75,74,6.7,8.1,12.5,36,0,0,0,0.94,1.14,180.31,30.41,39,7,728.8,29.99,1
2025-07-26T11:35:00-04:00,7/26/2025 11:35,75.2,74.3,4.5,4.5,12.5,69,0,0,0,0.94,1.14,180.31,30.41,41,7,723.1,29.99,1
2025-07-26T11:30:00-04:00,7/26/2025 11:30,74.7,73.8,0.7,1.1,12.5,103,0,0,0,0.94,1.14,180.31,30.42,41,7,723.1,30,1
2025-07-26T11:25:00-04:00,7/26/2025 11:25,75,74.2,4.5,5.8,12.5,64,0,0,0,0.94,1.14,180.31,30.41,43,7,724.4,29.99,1
2025-07-26T11:20:00-04:00,7/26/2025 11:20,73.9,73,7.6,9.2,12.5,52,0,0,0,0.94,1.14,180.31,30.41,43,7,726.5,29.99,1
2025-07-26T11:15:00-04:00,7/26/2025 11:15,74.3,73.5,0.7,1.1,12.5,91,0,0,0,0.94,1.14,180.31,30.41,44,7,743.9,29.99,1
2025-07-26T11:10:00-04:00,7/26/2025 11:10,74.8,74,0.2,1.1,12.5,82,0,0,0,0.94,1.14,180.31,30.41,43,7,734.4,29.99,1
2025-07-26T11:05:00-04:00,7/26/2025 11:05,75.6,74.8,4,4.5,12.5,55,0,0,0,0.94,1.14,180.31,30.42,42,7,746.1,30,1
2025-07-26T11:00:00-04:00,7/26/2025 11:00,73.8,72.9,8.1,9.2,12.5,31,0,0,0,0.94,1.14,180.31,30.42,43,7,746.1,30,1
2025-07-26T10:55:00-04:00,7/26/2025 10:55,74.8,74.1,3.4,3.4,12.5,42,0,0,0,0.94,1.14,180.31,30.41,46,7,747,29.99,1
2025-07-26T10:50:00-04:00,7/26/2025 10:50,74.1,73.3,0.7,2.2,12.5,114,0,0,0,0.94,1.14,180.31,30.42,45,7,750.9,30,1
2025-07-26T10:45:00-04:00,7/26/2025 10:45,74.7,74,2.5,3.4,12.5,56,0,0,0,0.94,1.14,180.31,30.43,45,7,719.6,30.01,1
2025-07-26T10:40:00-04:00,7/26/2025 10:40,74.1,73.4,2.5,3.4,12.5,40,0,0,0,0.94,1.14,180.31,30.42,46,7,731,30,1
2025-07-26T10:35:00-04:00,7/26/2025 10:35,73.6,72.8,6,6.9,12.5,47,0,0,0,0.94,1.14,180.31,30.42,46,7,737,30,1
2025-07-26T10:30:00-04:00,7/26/2025 10:30,73.8,73.1,5.8,6.9,11.4,34,0,0,0,0.94,1.14,180.31,30.42,48,7,737.8,30,1
2025-07-26T10:25:00-04:00,7/26/2025 10:25,73.4,72.6,4,5.8,11.4,31,0,0,0,0.94,1.14,180.31,30.42,47,6,717,30,1
2025-07-26T10:20:00-04:00,7/26/2025 10:20,73,72.3,5.6,5.8,11.4,35,0,0,0,0.94,1.14,180.31,30.42,48,6,680.5,30,1
2025-07-26T10:15:00-04:00,7/26/2025 10:15,72.9,72.4,6,8.1,11.4,36,0,0,0,0.94,1.14,180.31,30.41,53,6,685.8,29.99,1
2025-07-26T10:10:00-04:00,7/26/2025 10:10,72.9,72.2,7.6,11.4,11.4,20,0,0,0,0.94,1.14,180.31,30.41,50,6,684.5,29.99,1
2025-07-26T10:05:00-04:00,7/26/2025 10:05,72.5,71.8,6.7,6.9,11.4,41,0,0,0,0.94,1.14,180.31,30.42,51,6,671,30,1
2025-07-26T10:00:00-04:00,7/26/2025 10:00,72.5,71.9,4.3,5.8,11.4,25,0,0,0,0.94,1.14,180.31,30.42,53,6,667.6,30,1
2025-07-26T09:55:00-04:00,7/26/2025 09:55,71.8,71.1,6.7,8.1,11.4,34,0,0,0,0.94,1.14,180.31,30.42,52,6,655.5,30,1
2025-07-26T09:50:00-04:00,7/26/2025 09:50,71.6,71,4,4.5,11.4,37,0,0,0,0.94,1.14,180.31,30.42,54,6,639.3,30,1
2025-07-26T09:45:00-04:00,7/26/2025 09:45,71.4,70.7,6,6.9,11.4,28,0,0,0,0.94,1.14,180.31,30.43,53,6,621.2,30.01,1
2025-07-26T09:40:00-04:00,7/26/2025 09:40,72,71.4,6,8.1,11.4,36,0,0,0,0.94,1.14,180.31,30.42,54,6,621.2,30,1
2025-07-26T09:35:00-04:00,7/26/2025 09:35,72.5,72,6,6.9,11.4,42,0,0,0,0.94,1.14,180.31,30.43,54,6,616.5,30.01,1
2025-07-26T09:30:00-04:00,7/26/2025 09:30,73,72.4,6,6.9,11.4,37,0,0,0,0.94,1.14,180.31,30.43,52,5,601.2,30.01,1
2025-07-26T09:25:00-04:00,7/26/2025 09:25,72.5,71.9,7.4,8.1,11.4,38,0,0,0,0.94,1.14,180.31,30.43,53,5,588.2,30.01,1
2025-07-26T09:20:00-04:00,7/26/2025 09:20,72.5,71.9,7.4,8.1,10.3,27,0,0,0,0.94,1.14,180.31,30.43,53,5,568.6,30.01,1
2025-07-26T09:15:00-04:00,7/26/2025 09:15,72.5,72,6.5,8.1,9.2,16,0,0,0,0.94,1.14,180.31,30.43,54,5,562.1,30.01,1
2025-07-26T09:10:00-04:00,7/26/2025 09:10,72.1,71.6,2.7,4.5,9.2,55,0,0,0,0.94,1.14,180.31,30.43,55,5,552.2,30.01,1
2025-07-26T09:05:00-04:00,7/26/2025 09:05,72,71.5,2.9,4.5,9.2,58,0,0,0,0.94,1.14,180.31,30.43,56,5,525.3,30.01,1
2025-07-26T09:00:00-04:00,7/26/2025 09:00,72.3,71.8,4.7,5.8,9.2,33,0,0,0,0.94,1.14,180.31,30.43,55,4,499.3,30.01,1
2025-07-26T08:55:00-04:00,7/26/2025 08:55,71.6,71.1,6.5,8.1,9.2,52,0,0,0,0.94,1.14,180.31,30.43,57,4,466.7,30.01,1
2025-07-26T08:50:00-04:00,7/26/2025 08:50,70.9,70.4,1.8,3.4,9.2,39,0,0,0,0.94,1.14,180.31,30.42,58,4,449.3,30,1
2025-07-26T08:45:00-04:00,7/26/2025 08:45,70.9,70.5,3.4,4.5,9.2,39,0,0,0,0.94,1.14,180.31,30.43,59,4,433.3,30.01,1
2025-07-26T08:40:00-04:00,7/26/2025 08:40,70.3,69.9,4.5,6.9,9.2,44,0,0,0,0.94,1.14,180.31,30.43,61,4,411.7,30.01,1
2025-07-26T08:35:00-04:00,7/26/2025 08:35,70.3,69.9,5.4,5.8,9.2,47,0,0,0,0.94,1.14,180.31,30.43,61,3,397.4,30.01,1
2025-07-26T08:30:00-04:00,7/26/2025 08:30,70.2,69.8,1.8,2.2,9.2,43,0,0,0,0.94,1.14,180.31,30.42,62,3,376.1,30,1
2025-07-26T08:25:00-04:00,7/26/2025 08:25,70,69.7,2.9,3.4,9.2,59,0,0,0,0.94,1.14,180.31,30.43,63,3,358.7,30.01,1
2025-07-26T08:20:00-04:00,7/26/2025 08:20,69.6,69.3,4,4.5,9.2,46,0,0,0,0.94,1.14,180.31,30.42,64,3,342.7,30,1
2025-07-26T08:15:00-04:00,7/26/2025 08:15,69.4,69,4,4.5,9.2,38,0,0,0,0.94,1.14,180.31,30.43,63,3,322.7,30.01,1
2025-07-26T08:10:00-04:00,7/26/2025 08:10,69.3,69,4.9,5.8,9.2,43,0,0,0,0.94,1.14,180.31,30.42,65,3,307.6,30,1
2025-07-26T08:05:00-04:00,7/26/2025 08:05,68.9,68.5,4.5,5.8,9.2,39,0,0,0,0.94,1.14,180.31,30.42,65,2,295.8,30,1
2025-07-26T08:00:00-04:00,7/26/2025 08:00,68.4,68,3.6,4.5,9.2,39,0,0,0,0.94,1.14,180.31,30.42,65,2,277.1,30,1
2025-07-26T07:55:00-04:00,7/26/2025 07:55,68.4,68,3.4,5.8,9.2,72,0,0,0,0.94,1.14,180.31,30.42,65,2,263.8,30,1
2025-07-26T07:50:00-04:00,7/26/2025 07:50,68,68,3.8,4.5,9.2,351,0,0,0,0.94,1.14,180.31,30.42,67,2,249.4,30,1
2025-07-26T07:45:00-04:00,7/26/2025 07:45,67.3,67.3,4,5.8,9.2,38,0,0,0,0.94,1.14,180.31,30.41,67,2,233.3,29.99,1
2025-07-26T07:40:00-04:00,7/26/2025 07:40,67.3,67.3,5.1,5.8,9.2,38,0,0,0,0.94,1.14,180.31,30.41,67,2,215.9,29.99,1
2025-07-26T07:35:00-04:00,7/26/2025 07:35,66.9,66.9,4.3,4.5,9.2,54,0,0,0,0.94,1.14,180.31,30.42,67,1,195.6,30,1
2025-07-26T07:30:00-04:00,7/26/2025 07:30,66.9,66.9,2.9,3.4,9.2,43,0,0,0,0.94,1.14,180.31,30.41,67,1,185.6,29.99,1
2025-07-26T07:25:00-04:00,7/26/2025 07:25,67.1,67.1,0.9,1.1,9.2,93,0,0,0,0.94,1.14,180.31,30.41,67,1,172.6,29.99,1
2025-07-26T07:20:00-04:00,7/26/2025 07:20,66.7,66.7,2.5,3.4,9.2,69,0,0,0,0.94,1.14,180.31,30.41,68,1,157.4,29.99,1
2025-07-26T07:15:00-04:00,7/26/2025 07:15,66.9,66.9,2.2,3.4,9.2,71,0,0,0,0.94,1.14,180.31,30.4,68,1,144.8,29.98,1
2025-07-26T07:10:00-04:00,7/26/2025 07:10,67.3,67.3,1.3,2.2,9.2,83,0,0,0,0.94,1.14,180.31,30.41,69,1,131.4,29.99,1
2025-07-26T07:05:00-04:00,7/26/2025 07:05,67.1,67.1,0.2,1.1,9.2,189,0,0,0,0.94,1.14,180.31,30.4,70,1,116.6,29.98,1
2025-07-26T07:00:00-04:00,7/26/2025 07:00,66.2,66.2,0.7,1.1,9.2,119,0,0,0,0.94,1.14,180.31,30.41,70,0,91,29.99,1
2025-07-26T06:55:00-04:00,7/26/2025 06:55,66.4,66.4,0.2,1.1,9.2,108,0,0,0,0.94,1.14,180.31,30.4,70,0,77.2,29.98,1
2025-07-26T06:50:00-04:00,7/26/2025 06:50,65.8,65.8,0,0,9.2,145,0,0,0,0.94,1.14,180.31,30.39,72,0,71.1,29.97,1
2025-07-26T06:45:00-04:00,7/26/2025 06:45,64.9,64.9,0,0,9.2,140,0,0,0,0.94,1.14,180.31,30.4,75,0,66.8,29.98,1
2025-07-26T06:40:00-04:00,7/26/2025 06:40,64,64,0.4,1.1,9.2,98,0,0,0,0.94,1.14,180.31,30.4,77,0,63.2,29.98,1
2025-07-26T06:35:00-04:00,7/26/2025 06:35,64.2,64.2,1.3,2.2,9.2,80,0,0,0,0.94,1.14,180.31,30.39,75,0,58.5,29.97,1
2025-07-26T06:30:00-04:00,7/26/2025 06:30,65.3,65.3,2,2.2,9.2,91,0,0,0,0.94,1.14,180.31,30.38,74,0,55,29.96,1
2025-07-26T06:25:00-04:00,7/26/2025 06:25,65.1,65.1,0,0,9.2,149,0,0,0,0.94,1.14,180.31,30.39,73,0,51.1,29.97,1
2025-07-26T06:20:00-04:00,7/26/2025 06:20,65.7,65.7,0,0,9.2,149,0,0,0,0.94,1.14,180.31,30.39,72,0,46.4,29.97,1
2025-07-26T06:15:00-04:00,7/26/2025 06:15,65.1,65.1,0,0,9.2,148,0,0,0,0.94,1.14,180.31,30.38,74,0,42.5,29.96,1
2025-07-26T06:10:00-04:00,7/26/2025 06:10,64.4,64.4,0,0,9.2,139,0,0,0,0.94,1.14,180.31,30.39,74,0,38.2,29.97,1
2025-07-26T06:05:00-04:00,7/26/2025 06:05,63.3,63.3,0,0,9.2,148,0,0,0,0.94,1.14,180.31,30.38,76,0,33.8,29.96,1
2025-07-26T06:00:00-04:00,7/26/2025 06:00,63,63,0,0,9.2,143,0,0,0,0.94,1.14,180.31,30.38,77,0,28.1,29.96,1
2025-07-26T05:55:00-04:00,7/26/2025 05:55,62.8,62.8,0,0,9.2,133,0,0,0,0.94,1.14,180.31,30.39,77,0,24.2,29.97,1
2025-07-26T05:50:00-04:00,7/26/2025 05:50,62.4,62.4,0,0,9.2,149,0,0,0,0.94,1.14,180.31,30.38,77,0,19.4,29.96,1
2025-07-26T05:45:00-04:00,7/26/2025 05:45,61.9,61.9,0,0,9.2,151,0,0,0,0.94,1.14,180.31,30.38,77,0,15.2,29.96,1
2025-07-26T05:40:00-04:00,7/26/2025 05:40,61.5,61.5,0,0,9.2,152,0,0,0,0.94,1.14,180.31,30.37,77,0,11.3,29.95,1
2025-07-26T05:35:00-04:00,7/26/2025 05:35,61.7,61.7,0,0,9.2,143,0,0,0,0.94,1.14,180.31,30.38,77,0,8.6,29.96,1
2025-07-26T05:30:00-04:00,7/26/2025 05:30,61.7,61.7,0,0,9.2,149,0,0,0,0.94,1.14,180.31,30.37,77,0,5.6,29.95,1
2025-07-26T05:25:00-04:00,7/26/2025 05:25,62.1,62.1,0,0,9.2,149,0,0,0,0.94,1.14,180.31,30.37,77,0,2.6,29.95,1
2025-07-26T05:20:00-04:00,7/26/2025 05:20,62.2,62.2,0,0,9.2,143,0,0,0,0.94,1.14,180.31,30.37,77,0,1.2,29.95,1
2025-07-26T05:15:00-04:00,7/26/2025 05:15,62.6,62.6,1.1,1.1,9.2,132,0,0,0,0.94,1.14,180.31,30.36,76,0,0,29.94,1
2025-07-26T05:10:00-04:00,7/26/2025 05:10,62.4,62.4,1.1,1.1,9.2,103,0,0,0,0.94,1.14,180.31,30.36,77,0,0,29.94,1
2025-07-26T05:05:00-04:00,7/26/2025 05:05,62.4,62.4,0,0,9.2,178,0,0,0,0.94,1.14,180.31,30.36,77,0,0,29.94,1
2025-07-26T05:00:00-04:00,7/26/2025 05:00,62.6,62.6,0,0,9.2,156,0,0,0,0.94,1.14,180.31,30.36,77,0,0,29.94,1
2025-07-26T04:55:00-04:00,7/26/2025 04:55,62.4,62.4,0,0,9.2,160,0,0,0,0.94,1.14,180.31,30.36,76,0,0,29.94,1
2025-07-26T04:50:00-04:00,7/26/2025 04:50,62.4,62.4,0,0,9.2,162,0,0,0,0.94,1.14,180.31,30.35,77,0,0,29.93,1
2025-07-26T04:45:00-04:00,7/26/2025 04:45,62.2,62.2,1.1,1.1,9.2,178,0,0,0,0.94,1.14,180.31,30.35,78,0,0,29.93,1
2025-07-26T04:40:00-04:00,7/26/2025 04:40,61.9,61.9,1.6,2.2,9.2,177,0,0,0,0.94,1.14,180.31,30.35,79,0,0,29.93,1
2025-07-26T04:35:00-04:00,7/26/2025 04:35,61.9,61.9,0,0,9.2,155,0,0,0,0.94,1.14,180.31,30.35,79,0,0,29.93,1
2025-07-26T04:30:00-04:00,7/26/2025 04:30,61.7,61.7,0.2,1.1,9.2,135,0,0,0,0.94,1.14,180.31,30.34,79,0,0,29.92,1
2025-07-26T04:25:00-04:00,7/26/2025 04:25,61.9,61.9,0,0,9.2,138,0,0,0,0.94,1.14,180.31,30.35,79,0,0,29.93,1
2025-07-26T04:20:00-04:00,7/26/2025 04:20,62.1,62.1,0,0,9.2,156,0,0,0,0.94,1.14,180.31,30.34,79,0,0,29.92,1
2025-07-26T04:15:00-04:00,7/26/2025 04:15,62.2,62.2,0,0,9.2,132,0,0,0,0.94,1.14,180.31,30.34,79,0,0,29.92,1
2025-07-26T04:10:00-04:00,7/26/2025 04:10,62.8,62.8,0,0,9.2,150,0,0,0,0.94,1.14,180.31,30.33,79,0,0,29.91,1
2025-07-26T04:05:00-04:00,7/26/2025 04:05,63,63,0,0,9.2,145,0,0,0,0.94,1.14,180.31,30.33,77,0,0,29.91,1
2025-07-26T04:00:00-04:00,7/26/2025 04:00,63.3,63.3,0,0,9.2,148,0,0,0,0.94,1.14,180.31,30.32,76,0,0,29.91,1
2025-07-26T03:55:00-04:00,7/26/2025 03:55,63.5,63.5,0,0,9.2,144,0,0,0,0.94,1.14,180.31,30.33,75,0,0,29.91,1
2025-07-26T03:50:00-04:00,7/26/2025 03:50,63.5,63.5,0,0,9.2,130,0,0,0,0.94,1.14,180.31,30.33,75,0,0,29.91,1
2025-07-26T03:45:00-04:00,7/26/2025 03:45,63.3,63.3,0,0,9.2,151,0,0,0,0.94,1.14,180.31,30.32,76,0,0,29.91,1
2025-07-26T03:40:00-04:00,7/26/2025 03:40,63.5,63.5,0,0,9.2,161,0,0,0,0.94,1.14,180.31,30.32,76,0,0,29.91,1
2025-07-26T03:35:00-04:00,7/26/2025 03:35,63.9,63.9,0,0,9.2,148,0,0,0,0.94,1.14,180.31,30.32,75,0,0,29.91,1
2025-07-26T03:30:00-04:00,7/26/2025 03:30,64.2,64.2,0,0,9.2,152,0,0,0,0.94,1.14,180.31,30.32,74,0,0,29.9,1
2025-07-26T03:25:00-04:00,7/26/2025 03:25,64.8,64.8,0,0,9.2,151,0,0,0,0.94,1.14,180.31,30.32,72,0,0,29.9,1
2025-07-26T03:20:00-04:00,7/26/2025 03:20,65.1,65.1,0,0,9.2,152,0,0,0,0.94,1.14,180.31,30.32,71,0,0,29.9,1
2025-07-26T03:15:00-04:00,7/26/2025 03:15,65.1,65.1,0,0,9.2,162,0,0,0,0.94,1.14,180.31,30.32,71,0,0,29.9,1
2025-07-26T03:10:00-04:00,7/26/2025 03:10,64.8,64.8,0.9,1.1,9.2,160,0,0,0,0.94,1.14,180.31,30.32,72,0,0,29.9,1
2025-07-26T03:05:00-04:00,7/26/2025 03:05,64.9,64.9,0,0,9.2,152,0,0,0,0.94,1.14,180.31,30.31,72,0,0,29.89,1
2025-07-26T03:00:00-04:00,7/26/2025 03:00,64.6,64.6,1.1,2.2,9.2,120,0,0,0,0.94,1.14,180.31,30.31,73,0,0,29.89,1
2025-07-26T02:55:00-04:00,7/26/2025 02:55,64.2,64.2,0,0,9.2,141,0,0,0,0.94,1.14,180.31,30.31,74,0,0,29.89,1
2025-07-26T02:50:00-04:00,7/26/2025 02:50,64.4,64.4,0.2,1.1,9.2,143,0,0,0,0.94,1.14,180.31,30.31,74,0,0,29.89,1
2025-07-26T02:45:00-04:00,7/26/2025 02:45,64.8,64.8,0,0,9.2,152,0,0,0,0.94,1.14,180.31,30.31,73,0,0,29.89,1
2025-07-26T02:40:00-04:00,7/26/2025 02:40,64.8,64.8,0,0,9.2,154,0,0,0,0.94,1.14,180.31,30.31,74,0,0,29.89,1
2025-07-26T02:35:00-04:00,7/26/2025 02:35,64.9,64.9,0,0,9.2,146,0,0,0,0.94,1.14,180.31,30.3,73,0,0,29.89,1
2025-07-26T02:30:00-04:00,7/26/2025 02:30,65.1,65.1,0,0,9.2,150,0,0,0,0.94,1.14,180.31,30.3,73,0,0,29.89,1
