loc_id,date,site_name,site_id,bay_location,species_name,sex,length_mm,notes
2014_004_11,7/1/2014,Cushing Island,11,Outer,pollock,,71,Pic 3 and 4
2014_004_11,7/1/2014,Cushing Island,11,Outer,rock gunnel,,85,Picture 6
2014_004_11,7/1/2014,Cushing Island,11,Outer,sculpin spp,,34,Possibly short
2014_004_11,7/1/2014,Cushing Island,11,Outer,sculpin spp,,41,Possibly short
2014_004_11,7/1/2014,Cushing Island,11,Outer,sculpin spp,,55,Picture 5; possibly short
2014_005_01,7/8/2014,Presumpscot Moorings,01,Inner,alewife,,36,
2014_005_01,7/8/2014,Presumpscot Moorings,01,Inner,alewife,,39,
2014_005_01,7/8/2014,Presumpscot Moorings,01,Inner,alewife,,41,
2014_005_01,7/8/2014,Presumpscot Moorings,01,Inner,alewife,,90,
2014_005_01,7/8/2014,Presumpscot Moorings,01,Inner,alewife,,101,
2014_005_01,7/8/2014,Presumpscot Moorings,01,Inner,alewife,,109,
2014_005_01,7/8/2014,Presumpscot Moorings,01,Inner,alewife,,113,
2014_005_01,7/8/2014,Presumpscot Moorings,01,Inner,alewife,,115,
2014_005_01,7/8/2014,Presumpscot Moorings,01,Inner,alewife,,118,
2014_005_01,7/8/2014,Presumpscot Moorings,01,Inner,alewife,,119,
2014_005_01,7/8/2014,Presumpscot Moorings,01,Inner,alewife,,119,
